"infgeneral.date.sq.","infgeneral.values.sq.","infsub_total.values.sq.","infmerc.values.sq.","infserv.values.sq.","infnosub.values.sq.","infagro.values.sq.","infenerg.values.sq."
1986-09-01,6,6.28,NA,NA,5.06,NA,NA
1986-08-01,7.97,5.72,NA,NA,16.09,NA,NA
1986-07-01,4.99,5.02,NA,NA,4.89,NA,NA
1986-06-01,6.42,7.03,NA,NA,4.27,NA,NA
1986-05-01,5.56,5.83,NA,NA,4.6,NA,NA
1986-04-01,5.22,5.48,NA,NA,4.32,NA,NA
1986-03-01,4.65,5.29,NA,NA,2.52,NA,NA
1986-02-01,4.45,5.23,NA,NA,1.93,NA,NA
1986-01-01,8.84,8.57,NA,NA,9.71,NA,NA
1985-12-01,6.81,4.46,NA,NA,15.24,NA,NA
1985-11-01,4.61,4.73,NA,NA,4.19,NA,NA
1985-10-01,3.8,4.23,NA,NA,2.28,NA,NA
1985-09-01,3.99,4.47,NA,NA,2.37,NA,NA
1985-08-01,4.37,4.54,NA,NA,3.8,NA,NA
1985-07-01,3.48,3.5,NA,NA,3.42,NA,NA
1985-06-01,2.5,2.86,NA,NA,1.31,NA,NA
1985-05-01,2.37,2.86,NA,NA,0.76,NA,NA
1985-04-01,3.08,2.82,NA,NA,3.93,NA,NA
1985-03-01,3.87,4.57,NA,NA,1.62,NA,NA
1985-02-01,4.15,4.51,NA,NA,3.01,NA,NA
1985-01-01,7.42,5.25,NA,NA,14.99,NA,NA
1984-12-01,4.25,4.22,NA,NA,4.34,NA,NA
1984-11-01,3.43,3.34,NA,NA,3.75,NA,NA
1984-10-01,3.49,4.14,NA,NA,1.29,NA,NA
1984-09-01,2.98,3.64,NA,NA,0.78,NA,NA
1984-08-01,2.84,2.82,NA,NA,2.91,NA,NA
1984-07-01,3.28,3.58,NA,NA,2.28,NA,NA
1984-06-01,3.62,4.09,NA,NA,2.1,NA,NA
1984-05-01,3.32,2.92,NA,NA,4.62,NA,NA
1984-04-01,4.33,3.4,NA,NA,7.46,NA,NA
1984-03-01,4.27,4.26,NA,NA,4.32,NA,NA
1984-02-01,5.28,5.85,NA,NA,3.38,NA,NA
1984-01-01,6.35,5.35,NA,NA,9.82,NA,NA
1983-12-01,4.28,4.35,NA,NA,4.02,NA,NA
1983-11-01,5.87,5.81,NA,NA,6.1,NA,NA
1983-10-01,3.32,3.23,NA,NA,3.61,NA,NA
1983-09-01,3.08,3.37,NA,NA,2.09,NA,NA
1983-08-01,3.88,4.73,NA,NA,1.09,NA,NA
1983-07-01,4.94,5.87,NA,NA,2,NA,NA
1983-06-01,3.79,3.85,NA,NA,3.57,NA,NA
1983-05-01,4.34,4.32,NA,NA,4.39,NA,NA
1983-04-01,6.33,5.7,NA,NA,8.4,NA,NA
1983-03-01,4.84,5.08,NA,NA,4.07,NA,NA
1983-02-01,5.37,6.22,NA,NA,2.71,NA,NA
1983-01-01,10.88,11.76,NA,NA,8.24,NA,NA
1982-12-01,10.68,7.53,NA,NA,21.44,NA,NA
1982-11-01,5.06,5.87,NA,NA,2.36,NA,NA
1982-10-01,5.18,5.83,NA,NA,3.09,NA,NA
1982-09-01,5.34,5.5,NA,NA,4.82,NA,NA
1982-08-01,11.22,9.56,NA,NA,16.9,NA,NA
1982-07-01,5.15,5.02,NA,NA,5.6,NA,NA
1982-06-01,4.82,5.25,NA,NA,3.36,NA,NA
1982-05-01,5.62,6.21,NA,NA,3.68,NA,NA
1982-04-01,5.42,5.76,NA,NA,4.31,NA,NA
1982-03-01,3.65,4.28,NA,NA,1.67,NA,NA
1982-02-01,3.93,4.27,NA,NA,2.87,NA,NA
1982-01-01,4.97,NA,NA,NA,NA,NA,NA
1981-12-01,2.69,NA,NA,NA,NA,NA,NA
1981-11-01,1.92,NA,NA,NA,NA,NA,NA
1981-10-01,2.22,NA,NA,NA,NA,NA,NA
1981-09-01,1.86,NA,NA,NA,NA,NA,NA
1981-08-01,2.06,NA,NA,NA,NA,NA,NA
1981-07-01,1.76,NA,NA,NA,NA,NA,NA
1981-06-01,1.4,NA,NA,NA,NA,NA,NA
1981-05-01,1.51,NA,NA,NA,NA,NA,NA
1981-04-01,2.26,NA,NA,NA,NA,NA,NA
1981-03-01,2.14,NA,NA,NA,NA,NA,NA
1981-02-01,2.46,NA,NA,NA,NA,NA,NA
1981-01-01,3.22,NA,NA,NA,NA,NA,NA
1980-12-01,2.62,NA,NA,NA,NA,NA,NA
1980-11-01,1.73,NA,NA,NA,NA,NA,NA
1980-10-01,1.51,NA,NA,NA,NA,NA,NA
1980-09-01,1.11,NA,NA,NA,NA,NA,NA
1980-08-01,2.07,NA,NA,NA,NA,NA,NA
1980-07-01,2.79,NA,NA,NA,NA,NA,NA
1980-06-01,1.98,NA,NA,NA,NA,NA,NA
1980-05-01,1.63,NA,NA,NA,NA,NA,NA
1980-04-01,1.75,NA,NA,NA,NA,NA,NA
1980-03-01,2.06,NA,NA,NA,NA,NA,NA
1980-02-01,2.31,NA,NA,NA,NA,NA,NA
1980-01-01,4.88,NA,NA,NA,NA,NA,NA
1979-12-01,1.77,NA,NA,NA,NA,NA,NA
1979-11-01,1.29,NA,NA,NA,NA,NA,NA
1979-10-01,1.75,NA,NA,NA,NA,NA,NA
1979-09-01,1.23,NA,NA,NA,NA,NA,NA
1979-08-01,1.51,NA,NA,NA,NA,NA,NA
1979-07-01,1.21,NA,NA,NA,NA,NA,NA
1979-06-01,1.11,NA,NA,NA,NA,NA,NA
1979-05-01,1.31,NA,NA,NA,NA,NA,NA
1979-04-01,0.9,NA,NA,NA,NA,NA,NA
1979-03-01,1.36,NA,NA,NA,NA,NA,NA
1979-02-01,1.44,NA,NA,NA,NA,NA,NA
1979-01-01,3.55,NA,NA,NA,NA,NA,NA
1978-12-01,0.85,NA,NA,NA,NA,NA,NA
1978-11-01,1.03,NA,NA,NA,NA,NA,NA
1978-10-01,1.21,NA,NA,NA,NA,NA,NA
1978-09-01,1.14,NA,NA,NA,NA,NA,NA
1978-08-01,1,NA,NA,NA,NA,NA,NA
1978-07-01,1.7,NA,NA,NA,NA,NA,NA
1978-06-01,1.38,NA,NA,NA,NA,NA,NA
1978-05-01,0.98,NA,NA,NA,NA,NA,NA
1978-04-01,1.11,NA,NA,NA,NA,NA,NA
1978-03-01,1.04,NA,NA,NA,NA,NA,NA
1978-02-01,1.44,NA,NA,NA,NA,NA,NA
1978-01-01,2.22,NA,NA,NA,NA,NA,NA
1977-12-01,1.38,NA,NA,NA,NA,NA,NA
1977-11-01,1.09,NA,NA,NA,NA,NA,NA
1977-10-01,0.76,NA,NA,NA,NA,NA,NA
1977-09-01,1.77,NA,NA,NA,NA,NA,NA
1977-08-01,2.05,NA,NA,NA,NA,NA,NA
1977-07-01,1.13,NA,NA,NA,NA,NA,NA
1977-06-01,1.23,NA,NA,NA,NA,NA,NA
1977-05-01,0.88,NA,NA,NA,NA,NA,NA
1977-04-01,1.51,NA,NA,NA,NA,NA,NA
1977-03-01,1.74,NA,NA,NA,NA,NA,NA
1977-02-01,2.21,NA,NA,NA,NA,NA,NA
1977-01-01,3.19,NA,NA,NA,NA,NA,NA
1976-12-01,2.51,NA,NA,NA,NA,NA,NA
1976-11-01,4.52,NA,NA,NA,NA,NA,NA
1976-10-01,5.63,NA,NA,NA,NA,NA,NA
1976-09-01,3.41,NA,NA,NA,NA,NA,NA
1976-08-01,0.96,NA,NA,NA,NA,NA,NA
1976-07-01,0.85,NA,NA,NA,NA,NA,NA
1976-06-01,0.4,NA,NA,NA,NA,NA,NA
1976-05-01,0.7,NA,NA,NA,NA,NA,NA
1976-04-01,0.7,NA,NA,NA,NA,NA,NA
1976-03-01,0.98,NA,NA,NA,NA,NA,NA
1976-02-01,1.87,NA,NA,NA,NA,NA,NA
1976-01-01,1.93,NA,NA,NA,NA,NA,NA
1975-12-01,0.82,NA,NA,NA,NA,NA,NA
1975-11-01,0.7,NA,NA,NA,NA,NA,NA
1975-10-01,0.51,NA,NA,NA,NA,NA,NA
1975-09-01,0.73,NA,NA,NA,NA,NA,NA
1975-08-01,0.87,NA,NA,NA,NA,NA,NA
1975-07-01,0.8,NA,NA,NA,NA,NA,NA
1975-06-01,1.7,NA,NA,NA,NA,NA,NA
1975-05-01,1.34,NA,NA,NA,NA,NA,NA
1975-04-01,0.84,NA,NA,NA,NA,NA,NA
1975-03-01,0.63,NA,NA,NA,NA,NA,NA
1975-02-01,0.55,NA,NA,NA,NA,NA,NA
1975-01-01,1.28,NA,NA,NA,NA,NA,NA
1974-12-01,0.78,NA,NA,NA,NA,NA,NA
1974-11-01,2.78,NA,NA,NA,NA,NA,NA
1974-10-01,1.98,NA,NA,NA,NA,NA,NA
1974-09-01,1.13,NA,NA,NA,NA,NA,NA
1974-08-01,1.06,NA,NA,NA,NA,NA,NA
1974-07-01,1.45,NA,NA,NA,NA,NA,NA
1974-06-01,0.99,NA,NA,NA,NA,NA,NA
1974-05-01,0.79,NA,NA,NA,NA,NA,NA
1974-04-01,1.36,NA,NA,NA,NA,NA,NA
1974-03-01,0.77,NA,NA,NA,NA,NA,NA
1974-02-01,2.26,NA,NA,NA,NA,NA,NA
1974-01-01,3.58,NA,NA,NA,NA,NA,NA
1973-12-01,3.88,NA,NA,NA,NA,NA,NA
1973-11-01,1.23,NA,NA,NA,NA,NA,NA
1973-10-01,1.28,NA,NA,NA,NA,NA,NA
1973-09-01,2.38,NA,NA,NA,NA,NA,NA
1973-08-01,1.6,NA,NA,NA,NA,NA,NA
1973-07-01,2.56,NA,NA,NA,NA,NA,NA
1973-06-01,0.82,NA,NA,NA,NA,NA,NA
1973-05-01,1.06,NA,NA,NA,NA,NA,NA
1973-04-01,1.58,NA,NA,NA,NA,NA,NA
1973-03-01,0.88,NA,NA,NA,NA,NA,NA
1973-02-01,0.83,NA,NA,NA,NA,NA,NA
1973-01-01,1.45,NA,NA,NA,NA,NA,NA
1972-12-01,0.34,NA,NA,NA,NA,NA,NA
1972-11-01,0.65,NA,NA,NA,NA,NA,NA
1972-10-01,0.07,NA,NA,NA,NA,NA,NA
1972-09-01,0.46,NA,NA,NA,NA,NA,NA
1972-08-01,0.66,NA,NA,NA,NA,NA,NA
1972-07-01,0.38,NA,NA,NA,NA,NA,NA
1972-06-01,0.74,NA,NA,NA,NA,NA,NA
1972-05-01,0.2,NA,NA,NA,NA,NA,NA
1972-04-01,0.63,NA,NA,NA,NA,NA,NA
1972-03-01,0.55,NA,NA,NA,NA,NA,NA
1972-02-01,0.31,NA,NA,NA,NA,NA,NA
1972-01-01,0.44,NA,NA,NA,NA,NA,NA
1971-12-01,0.48,NA,NA,NA,NA,NA,NA
1971-11-01,0.16,NA,NA,NA,NA,NA,NA
1971-10-01,0.1,NA,NA,NA,NA,NA,NA
1971-09-01,0.33,NA,NA,NA,NA,NA,NA
1971-08-01,0.91,NA,NA,NA,NA,NA,NA
1971-07-01,-0.08,NA,NA,NA,NA,NA,NA
1971-06-01,0.45,NA,NA,NA,NA,NA,NA
1971-05-01,0.21,NA,NA,NA,NA,NA,NA
1971-04-01,0.51,NA,NA,NA,NA,NA,NA
1971-03-01,0.38,NA,NA,NA,NA,NA,NA
1971-02-01,0.41,NA,NA,NA,NA,NA,NA
1971-01-01,0.99,NA,NA,NA,NA,NA,NA
1970-12-01,0.85,NA,NA,NA,NA,NA,NA
1970-11-01,0.54,NA,NA,NA,NA,NA,NA
1970-10-01,0.03,NA,NA,NA,NA,NA,NA
1970-09-01,0.24,NA,NA,NA,NA,NA,NA
1970-08-01,0.46,NA,NA,NA,NA,NA,NA
1970-07-01,0.49,NA,NA,NA,NA,NA,NA
1970-06-01,0.61,NA,NA,NA,NA,NA,NA
1970-05-01,0.21,NA,NA,NA,NA,NA,NA
1970-04-01,0.13,NA,NA,NA,NA,NA,NA
1970-03-01,0.29,NA,NA,NA,NA,NA,NA
1970-02-01,-0.01,NA,NA,NA,NA,NA,NA
1970-01-01,0.76,NA,NA,NA,NA,NA,NA
1969-12-01,0.75,NA,NA,NA,NA,NA,NA
1969-11-01,0.01,NA,NA,NA,NA,NA,NA
1969-10-01,1.05,NA,NA,NA,NA,NA,NA
1969-09-01,0.94,NA,NA,NA,NA,NA,NA
1969-08-01,0.11,NA,NA,NA,NA,NA,NA
1969-07-01,0.38,NA,NA,NA,NA,NA,NA
1969-06-01,0.36,NA,NA,NA,NA,NA,NA
1969-05-01,0,NA,NA,NA,NA,NA,NA
1969-04-01,0.27,NA,NA,NA,NA,NA,NA
1969-03-01,0.1,NA,NA,NA,NA,NA,NA
1969-02-01,0.36,NA,NA,NA,NA,NA,NA
1969-01-01,NA,NA,NA,NA,NA,NA,NA
