"pib..1...date.sq.","pib..1...values.sq.","pib..2...values.sq.","pib..3...values.sq.","pib..4...values.sq.","pib..5...values.sq.","pib..6...values.sq.","pib..7...values.sq.","pib..8...values.sq.","pib..9...values.sq.","pib..10...values.sq.","pib..11...values.sq.","pib..12...values.sq.","pib..13...values.sq.","pib..14...values.sq.","pib..15...values.sq.","pib..16...values.sq.","pib..17...values.sq.","pib..18...values.sq.","pib..19...values.sq.","pib..20...values.sq.","pib..21...values.sq.","pib..22...values.sq.","pib..23...values.sq.","pib..24...values.sq.","pib..25...values.sq."
1994-07-01,10602752.886,430235.414,10172517.471,326544.905,3943451.482,1011160.001,107632.301,1078887.398,1745771.782,5902521.084,641927.679,821098.457,630383.921,88740.26,118947.687,1039952.287,194821.461,40690.449,352010.874,460128.161,253906.269,65348.182,377168.504,246123.016,571273.877
1994-04-01,10772526.228,428658.303,10343867.925,388452.542,3848188.965,1007146.519,102343.477,1000215.604,1738483.365,6107226.417,636081.405,814041.096,620381.602,81310.06,128923.343,1089519.916,235684.175,57998.481,407982.02,538753.381,237215.655,69225.636,367331.928,248835.901,573941.818
1994-01-01,10343388.49,409249.729,9934138.761,349532.754,3814213.307,1002565.241,96100.32,1038350.498,1677197.248,5770392.699,572165.648,785000.134,590014.598,74771.979,113629.724,1045628.228,202735.692,49055.826,373122.496,502050.976,236470.068,72221.826,334453.398,241590.091,577482.016
1993-10-01,10416096.231,422663.999,9993432.232,406012.52,3805311.819,1033707.343,98437.937,957577.457,1715589.082,5782107.893,607976.44,842295.518,591031.29,73988.657,117975.442,1008414.37,212731.653,48036.301,357486.812,495523.995,250216.335,61973.048,303081.576,248998.243,562378.212
1993-07-01,10066258.406,379390.118,9686868.289,352560.802,3680608.23,1004459.239,101734.982,921396.006,1653018.003,5653699.256,591273.384,775023.53,584134.101,85346.562,107868.991,996312.633,190944.475,38791.513,389653.119,447665.518,246488.373,61402.666,341217.312,232993.829,564583.249
1993-04-01,10171035.407,388084.195,9782951.212,364092.188,3592667.58,997049.909,97889.018,832337.985,1665390.667,5826191.444,593151.958,777419.116,576104.809,77589.552,121133.814,1046038.378,230684.169,56294.341,374453.962,521238.002,239957.627,64899.475,335199.347,244509.751,567517.144
1993-01-01,10008894.663,388593.508,9620301.155,356222.154,3657173.114,970841.2,93737.863,902949.052,1689645,5606905.887,558462.654,784375.167,566557.661,72804.565,105604.669,1003247.779,205498.295,50758.216,342710.343,494325.476,230561.125,68145.631,307284.446,246314.761,570255.099
1992-10-01,10155182.257,379537.618,9775644.639,419616.061,3693683.877,NA,NA,NA,NA,5662344.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-07-01,9607923.069,359084.47,9248838.599,313057.275,3718514.146,NA,NA,NA,NA,5217267.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-01,9986417.75,373230.25,9613187.5,358537.428,3646176.474,NA,NA,NA,NA,5608473.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-01-01,9701986.33,362599.97,9339386.36,317289.351,3606103.65,NA,NA,NA,NA,5415993.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-10-01,9894608.989,369799.009,9524809.98,414243.252,3615563.09,NA,NA,NA,NA,5495003.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-07-01,9176389.016,342956.409,8833432.607,317055.731,3504123.405,NA,NA,NA,NA,5012253.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-04-01,9775235.335,365337.563,9409897.772,365899.407,3577770.979,NA,NA,NA,NA,5466227.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-01-01,9268190.329,346387.371,8921802.958,343401.285,3426135.344,NA,NA,NA,NA,5152266.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-10-01,9522792.509,355902.819,9166889.69,407631.122,3487003.757,NA,NA,NA,NA,5272254.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-07-01,8885511.844,332085.227,8553426.617,311549.013,3452428.412,NA,NA,NA,NA,4789449.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-04-01,9262515.905,346175.296,8916340.609,354587.209,3423351.361,NA,NA,NA,NA,5138402.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-01-01,8964419.624,335034.31,8629385.314,335247.503,3353353.897,NA,NA,NA,NA,4940783.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-10-01,8881444.762,331933.225,8549511.537,344995.155,3223116.163,NA,NA,NA,NA,4981400.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-07-01,8452556.703,315904.054,8136652.649,318385.761,3243889.134,NA,NA,NA,NA,4574377.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-04-01,8912465.891,333092.602,8579373.289,312941.976,3293615.888,NA,NA,NA,NA,4972815.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-01-01,8575114.059,320484.486,8254629.573,337291.647,3146100.488,NA,NA,NA,NA,4771237.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-10-01,8636950.844,322795.561,8314155.283,341044.786,3150783.642,NA,NA,NA,NA,4822326.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-07-01,8031742.408,300176.63,7731565.778,310088.106,3065880.063,NA,NA,NA,NA,4355597.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-04-01,8546889.028,319429.61,8227459.418,340200.616,3119758.786,NA,NA,NA,NA,4767500.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-01-01,8378163.162,313123.685,8065039.477,341083.546,3073401.624,NA,NA,NA,NA,4650554.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-10-01,8568977.287,320255.132,8248722.155,350203.827,3123479.939,NA,NA,NA,NA,4775038.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-07-01,8038083.561,300413.623,7737669.938,324635.046,3090423.061,NA,NA,NA,NA,4322611.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-04-01,8443175.116,315553.428,8127621.688,351452.711,3066417.362,NA,NA,NA,NA,4709751.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-01-01,8119219.038,303445.963,7815773.075,352816.712,2895722.742,NA,NA,NA,NA,4567233.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-10-01,8109501.791,303082.792,7806418.999,336001.509,2842483.701,NA,NA,NA,NA,4627933.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-07-01,7769449.783,290373.761,7479076.022,323899.732,2890542.659,NA,NA,NA,NA,4264633.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-04-01,8409218.652,314284.346,8094934.306,346246.858,3050829.212,NA,NA,NA,NA,4697858.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-01-01,8208491.352,306782.407,7901708.945,355883.589,2982531.678,NA,NA,NA,NA,4563293.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-10-01,8528896.049,318757.144,8210138.905,363838.278,3140545.731,NA,NA,NA,NA,4705754.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-07-01,8193121.959,306207.995,7886913.964,321072.887,3164352.296,NA,NA,NA,NA,4401488.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-04-01,8487030.468,317192.469,8169837.999,360471.273,3139853.945,NA,NA,NA,NA,4669512.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-01-01,8539105.041,319138.693,8219966.348,335040.792,3141885.711,NA,NA,NA,NA,4743039.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-10-01,8389536.374,313548.746,8075987.628,347735.774,3091669.545,NA,NA,NA,NA,4636582.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-07-01,8119301.524,303449.046,7815852.478,321378.032,3076299.154,NA,NA,NA,NA,4418175.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-04-01,8232124.573,307665.67,7924458.903,331220.856,3011295.594,NA,NA,NA,NA,4581942.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-01-01,8384896.23,313375.326,8071520.904,339541.184,2973296.202,NA,NA,NA,NA,4758683.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-10-01,8127328.588,303749.047,7823579.541,354682.586,2913668.592,NA,NA,NA,NA,4555228.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-07-01,7764430.844,290186.184,7474244.66,313931.603,2898295.402,NA,NA,NA,NA,4262017.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-01,7997531.117,298898.024,7698633.093,315329.018,2914584.56,NA,NA,NA,NA,4468719.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-01,8120479.85,303493.084,7816986.766,337303.339,2905809.14,NA,NA,NA,NA,4573874.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-01,8277251.689,309352.242,7967899.447,309605.316,3070717.294,NA,NA,NA,NA,4587576.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-07-01,8198953.899,306425.957,7892527.942,302562.62,3236595.573,NA,NA,NA,NA,4353369.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-04-01,8481760.759,316995.52,8164765.239,327458.899,3294492.046,NA,NA,NA,NA,4542814.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-01-01,8512096.4,318129.278,8193967.122,355697.185,3269031.173,NA,NA,NA,NA,4569238.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981-10-01,8614524.865,321957.417,8292567.448,350034.52,3270025.048,NA,NA,NA,NA,4672507.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981-07-01,8211045.527,306877.867,7904167.66,322028.033,3312083.346,NA,NA,NA,NA,4270056.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981-04-01,8417818.004,314605.737,8103212.267,317798.023,3286989.079,NA,NA,NA,NA,4498425.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981-01-01,8229212.702,307556.843,7921655.859,335400.962,3142427.449,NA,NA,NA,NA,4443827.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980-10-01,8008666.64,299314.201,7709352.439,316649.932,3037769.962,NA,NA,NA,NA,4354932.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980-07-01,7478780.82,279510.361,7199270.459,304948.751,2935853.315,NA,NA,NA,NA,3958468.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980-04-01,7536518.992,281668.255,7254850.737,287579.268,2877701.652,NA,NA,NA,NA,4089569.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980-01-01,7547882.144,282092.939,7265789.205,320667.549,2864062.9,NA,NA,NA,NA,4081058.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
