"imcp_total_desest.date","imcp_total_desest.values","imcp_nacional_desest.values","imcp_nacional_bienes_desest.values","imcp_nacional_servicios_desest.values","imcp_importado_desest.values"
1997-05-01,64.818370745421,69.399402297653,73.815752069293,64.809728668064,23.969242531595
1997-04-01,64.891519274622,69.715422216586,74.265905442355,64.729068086196,24.118797045083
1997-03-01,63.695094087527,67.951346495966,72.209291293188,64.005074753835,21.696962646282
1997-02-01,63.915285978745,68.522141616403,72.766735961344,64.187694254316,21.519567139796
1997-01-01,62.770610470677,67.440483422553,71.165407542332,63.711218797628,19.320234913715
1996-12-01,63.017429094613,67.030728343914,70.963958092023,63.531618641642,26.792327090207
1996-11-01,62.873561142592,67.150189231891,70.866288379706,63.357590878151,24.381574444421
1996-10-01,62.136446374364,66.519266809424,69.666983804564,63.025577313526,23.775313442561
1996-09-01,61.549028509248,65.872535850229,69.426146275864,62.42533834337,21.711966568939
1996-08-01,61.092941217798,65.638349499054,69.024866738248,62.178505727056,20.457756360941
1996-07-01,60.924620777179,65.659569523657,69.261989235858,61.943154787378,18.504050143934
1996-06-01,60.437586035685,65.043308644054,67.876862891688,61.923345897646,17.319439586071
1996-05-01,60.027642606489,64.953632408646,68.098864910109,61.598408599204,17.332491056042
1996-04-01,59.65918017026,64.596191909693,67.085360727703,61.507710599204,16.500852236961
1996-03-01,60.256598550828,64.794530775245,68.229098091795,61.829598552804,17.445042739943
1996-02-01,59.430610260982,64.169466746214,66.821592577722,61.412510760022,17.261925270104
1996-01-01,59.63767749031,64.187234255708,66.655614895648,61.6377559376,17.299216630497
1995-12-01,59.102453095935,63.760361646682,66.162711504445,62.194477423821,16.333193527954
1995-11-01,58.454665468444,63.366822596781,64.903626013781,61.925007422217,15.674611339083
1995-10-01,58.141456563898,62.92181814213,63.913277091483,61.791727142106,15.859940225595
1995-09-01,58.587443100614,63.153682463079,64.638078784146,61.682851499753,16.198291677446
1995-08-01,58.559860704295,62.988453531288,64.595445168775,61.273466153047,19.718885239735
1995-07-01,58.172017570229,62.551602314927,63.439608951353,61.385938169757,16.990115408657
1995-06-01,58.116703189506,62.736669545752,64.079143794452,61.240295926385,16.904029873621
1995-05-01,57.486300738086,62.319799205581,63.162790554537,61.066750358658,16.537544934233
1995-04-01,58.367733522347,62.897011452198,63.979411927049,61.038514686375,17.176466941965
1995-03-01,58.269165397414,62.988288261923,64.132267362318,62.568023052498,15.884996763373
1995-02-01,59.081154201114,63.684139808747,64.533350435531,62.598964732984,17.149348743599
1995-01-01,59.574125988518,63.947400454205,65.075509263106,62.604886175289,18.351641799062
1994-12-01,61.413097074179,64.350062764249,64.736636377555,65.328106480094,33.086224535638
1994-11-01,63.305457825485,66.121173875288,67.485344102869,64.867752086746,36.50645144086
