"imcp_total_desest.date","imcp_total_desest.values","imcp_nacional_desest.values","imcp_nacional_bienes_desest.values","imcp_nacional_servicios_desest.values","imcp_importado_desest.values"
1994-10-01,62.962036083117,65.812452227312,66.930443725831,64.546595976359,35.341874500042
1994-09-01,62.37790941096,65.519238483949,66.392816063166,64.690967691479,34.03183915447
1994-08-01,62.370461156831,65.595424030839,66.559515201719,64.445757495321,34.284350859036
1994-07-01,62.05293497522,65.339406686738,66.118017636015,64.300127064621,33.460300322925
1994-06-01,61.865218845535,65.110704155366,66.045381505296,63.904947010448,33.419135259796
1994-05-01,61.21228755511,64.782147766726,65.382317176821,63.634282831677,33.173813276314
1994-04-01,61.415525238342,64.932763589356,66.13259644203,63.162410055693,31.021592255573
1994-03-01,59.408617626568,62.739730222548,63.530587584427,62.590159491489,28.479664510409
1994-02-01,59.482468367881,62.812050489177,63.184628642168,62.147694113425,29.067290248911
1994-01-01,58.97614181378,62.275029131188,62.466169368045,61.764650899579,26.934081372231
1993-12-01,59.65454899725,63.155883092245,66.411044026243,61.179168864053,26.534330607908
1993-11-01,58.052849624515,61.464827509413,62.254055101461,60.863481217517,26.691125223754
1993-10-01,58.327054268088,61.771618433282,62.663565201781,60.810431293201,26.17557045364
1993-09-01,58.35151974123,61.882575523649,62.61132438684,61.078806801012,26.374661409855
1993-08-01,57.806262199964,61.257806287187,61.478089501046,60.758273269701,27.140499299218
1993-07-01,58.117250908278,61.410563185825,61.932654771874,60.703115636716,29.715092760992
1993-06-01,58.31845425948,61.694778813573,62.038582421998,61.033708049348,28.002468778327
1993-05-01,58.722206536663,62.814761989594,64.297739024142,60.816688668414,25.270130056441
1993-04-01,58.082512730904,61.766785590854,62.587978189789,60.430784869155,26.56535855106
1993-03-01,58.290737405937,61.818517680512,64.229853301902,59.983039151374,25.719900887481
1993-02-01,57.432514851085,61.170292052327,62.668598482437,59.407279561108,23.540488771387
1993-01-01,56.617758945341,60.1161220257,61.141117253798,58.795137954312,22.818874126882
