"","date","WPSFD49207","WPUFD4131","PPIFIS"
"1",1947-04-01,26,NA,NA
"2",1947-05-01,26.1,NA,NA
"3",1947-06-01,26.2,NA,NA
"4",1947-07-01,26.2,NA,NA
"5",1947-08-01,26.3,NA,NA
"6",1947-09-01,26.7,NA,NA
"7",1947-10-01,26.8,NA,NA
"8",1947-11-01,27.1,NA,NA
"9",1947-12-01,27.7,NA,NA
"10",1948-01-01,28.1,NA,NA
"11",1948-02-01,27.9,NA,NA
"12",1948-03-01,28,NA,NA
"13",1948-04-01,28.1,NA,NA
"14",1948-05-01,28.4,NA,NA
"15",1948-06-01,28.6,NA,NA
"16",1948-07-01,28.8,NA,NA
"17",1948-08-01,28.9,NA,NA
"18",1948-09-01,28.8,NA,NA
"19",1948-10-01,28.7,NA,NA
"20",1948-11-01,28.5,NA,NA
"21",1948-12-01,28.5,NA,NA
"22",1949-01-01,28.3,NA,NA
"23",1949-02-01,28,NA,NA
"24",1949-03-01,28,NA,NA
"25",1949-04-01,27.9,NA,NA
"26",1949-05-01,27.8,NA,NA
"27",1949-06-01,27.7,NA,NA
"28",1949-07-01,27.5,NA,NA
"29",1949-08-01,27.4,NA,NA
"30",1949-09-01,27.4,NA,NA
"31",1949-10-01,27.3,NA,NA
"32",1949-11-01,27.2,NA,NA
"33",1949-12-01,27.2,NA,NA
"34",1950-01-01,27.2,NA,NA
"35",1950-02-01,27.2,NA,NA
"36",1950-03-01,27.3,NA,NA
"37",1950-04-01,27.3,NA,NA
"38",1950-05-01,27.5,NA,NA
"39",1950-06-01,27.6,NA,NA
"40",1950-07-01,28,NA,NA
"41",1950-08-01,28.6,NA,NA
"42",1950-09-01,28.9,NA,NA
"43",1950-10-01,29,NA,NA
"44",1950-11-01,29.4,NA,NA
"45",1950-12-01,30,NA,NA
"46",1951-01-01,30.5,NA,NA
"47",1951-02-01,30.8,NA,NA
"48",1951-03-01,30.9,NA,NA
"49",1951-04-01,30.9,NA,NA
"50",1951-05-01,31.1,NA,NA
"51",1951-06-01,31,NA,NA
"52",1951-07-01,30.8,NA,NA
"53",1951-08-01,30.7,NA,NA
"54",1951-09-01,30.6,NA,NA
"55",1951-10-01,30.8,NA,NA
"56",1951-11-01,30.9,NA,NA
"57",1951-12-01,30.9,NA,NA
"58",1952-01-01,30.8,NA,NA
"59",1952-02-01,30.7,NA,NA
"60",1952-03-01,30.9,NA,NA
"61",1952-04-01,30.7,NA,NA
"62",1952-05-01,30.7,NA,NA
"63",1952-06-01,30.7,NA,NA
"64",1952-07-01,30.8,NA,NA
"65",1952-08-01,30.7,NA,NA
"66",1952-09-01,30.6,NA,NA
"67",1952-10-01,30.5,NA,NA
"68",1952-11-01,30.4,NA,NA
"69",1952-12-01,30.2,NA,NA
"70",1953-01-01,30.3,NA,NA
"71",1953-02-01,30.2,NA,NA
"72",1953-03-01,30.3,NA,NA
"73",1953-04-01,30.2,NA,NA
"74",1953-05-01,30.3,NA,NA
"75",1953-06-01,30.4,NA,NA
"76",1953-07-01,30.5,NA,NA
"77",1953-08-01,30.4,NA,NA
"78",1953-09-01,30.4,NA,NA
"79",1953-10-01,30.4,NA,NA
"80",1953-11-01,30.3,NA,NA
"81",1953-12-01,30.4,NA,NA
"82",1954-01-01,30.5,NA,NA
"83",1954-02-01,30.4,NA,NA
"84",1954-03-01,30.4,NA,NA
"85",1954-04-01,30.6,NA,NA
"86",1954-05-01,30.6,NA,NA
"87",1954-06-01,30.4,NA,NA
"88",1954-07-01,30.5,NA,NA
"89",1954-08-01,30.4,NA,NA
"90",1954-09-01,30.3,NA,NA
"91",1954-10-01,30.2,NA,NA
"92",1954-11-01,30.3,NA,NA
"93",1954-12-01,30.3,NA,NA
"94",1955-01-01,30.4,NA,NA
"95",1955-02-01,30.5,NA,NA
"96",1955-03-01,30.3,NA,NA
"97",1955-04-01,30.4,NA,NA
"98",1955-05-01,30.4,NA,NA
"99",1955-06-01,30.5,NA,NA
"100",1955-07-01,30.4,NA,NA
"101",1955-08-01,30.4,NA,NA
"102",1955-09-01,30.5,NA,NA
"103",1955-10-01,30.6,NA,NA
"104",1955-11-01,30.6,NA,NA
"105",1955-12-01,30.7,NA,NA
"106",1956-01-01,30.7,NA,NA
"107",1956-02-01,30.8,NA,NA
"108",1956-03-01,30.9,NA,NA
"109",1956-04-01,31,NA,NA
"110",1956-05-01,31.2,NA,NA
"111",1956-06-01,31.4,NA,NA
"112",1956-07-01,31.3,NA,NA
"113",1956-08-01,31.4,NA,NA
"114",1956-09-01,31.6,NA,NA
"115",1956-10-01,31.8,NA,NA
"116",1956-11-01,31.9,NA,NA
"117",1956-12-01,31.9,NA,NA
"118",1957-01-01,32.1,NA,NA
"119",1957-02-01,32.2,NA,NA
"120",1957-03-01,32.1,NA,NA
"121",1957-04-01,32.3,NA,NA
"122",1957-05-01,32.3,NA,NA
"123",1957-06-01,32.5,NA,NA
"124",1957-07-01,32.6,NA,NA
"125",1957-08-01,32.6,NA,NA
"126",1957-09-01,32.6,NA,NA
"127",1957-10-01,32.7,NA,NA
"128",1957-11-01,32.9,NA,NA
"129",1957-12-01,33,NA,NA
"130",1958-01-01,33.2,NA,NA
"131",1958-02-01,33.2,NA,NA
"132",1958-03-01,33.4,NA,NA
"133",1958-04-01,33.2,NA,NA
"134",1958-05-01,33.2,NA,NA
"135",1958-06-01,33.3,NA,NA
"136",1958-07-01,33.2,NA,NA
"137",1958-08-01,33.2,NA,NA
"138",1958-09-01,33.2,NA,NA
"139",1958-10-01,33.2,NA,NA
"140",1958-11-01,33.2,NA,NA
"141",1958-12-01,33.1,NA,NA
"142",1959-01-01,33.1,NA,NA
"143",1959-02-01,33.2,NA,NA
"144",1959-03-01,33.2,NA,NA
"145",1959-04-01,33.2,NA,NA
"146",1959-05-01,33.3,NA,NA
"147",1959-06-01,33.2,NA,NA
"148",1959-07-01,33.1,NA,NA
"149",1959-08-01,33,NA,NA
"150",1959-09-01,33.4,NA,NA
"151",1959-10-01,33.1,NA,NA
"152",1959-11-01,33,NA,NA
"153",1959-12-01,33,NA,NA
"154",1960-01-01,33.1,NA,NA
"155",1960-02-01,33.1,NA,NA
"156",1960-03-01,33.4,NA,NA
"157",1960-04-01,33.4,NA,NA
"158",1960-05-01,33.4,NA,NA
"159",1960-06-01,33.4,NA,NA
"160",1960-07-01,33.5,NA,NA
"161",1960-08-01,33.4,NA,NA
"162",1960-09-01,33.4,NA,NA
"163",1960-10-01,33.7,NA,NA
"164",1960-11-01,33.7,NA,NA
"165",1960-12-01,33.6,NA,NA
"166",1961-01-01,33.6,NA,NA
"167",1961-02-01,33.7,NA,NA
"168",1961-03-01,33.6,NA,NA
"169",1961-04-01,33.4,NA,NA
"170",1961-05-01,33.3,NA,NA
"171",1961-06-01,33.3,NA,NA
"172",1961-07-01,33.3,NA,NA
"173",1961-08-01,33.4,NA,NA
"174",1961-09-01,33.3,NA,NA
"175",1961-10-01,33.3,NA,NA
"176",1961-11-01,33.4,NA,NA
"177",1961-12-01,33.4,NA,NA
"178",1962-01-01,33.5,NA,NA
"179",1962-02-01,33.6,NA,NA
"180",1962-03-01,33.5,NA,NA
"181",1962-04-01,33.5,NA,NA
"182",1962-05-01,33.4,NA,NA
"183",1962-06-01,33.4,NA,NA
"184",1962-07-01,33.4,NA,NA
"185",1962-08-01,33.5,NA,NA
"186",1962-09-01,33.8,NA,NA
"187",1962-10-01,33.6,NA,NA
"188",1962-11-01,33.6,NA,NA
"189",1962-12-01,33.5,NA,NA
"190",1963-01-01,33.4,NA,NA
"191",1963-02-01,33.4,NA,NA
"192",1963-03-01,33.3,NA,NA
"193",1963-04-01,33.3,NA,NA
"194",1963-05-01,33.4,NA,NA
"195",1963-06-01,33.5,NA,NA
"196",1963-07-01,33.4,NA,NA
"197",1963-08-01,33.4,NA,NA
"198",1963-09-01,33.4,NA,NA
"199",1963-10-01,33.5,NA,NA
"200",1963-11-01,33.5,NA,NA
"201",1963-12-01,33.4,NA,NA
"202",1964-01-01,33.5,NA,NA
"203",1964-02-01,33.5,NA,NA
"204",1964-03-01,33.4,NA,NA
"205",1964-04-01,33.5,NA,NA
"206",1964-05-01,33.5,NA,NA
"207",1964-06-01,33.5,NA,NA
"208",1964-07-01,33.5,NA,NA
"209",1964-08-01,33.6,NA,NA
"210",1964-09-01,33.6,NA,NA
"211",1964-10-01,33.6,NA,NA
"212",1964-11-01,33.6,NA,NA
"213",1964-12-01,33.6,NA,NA
"214",1965-01-01,33.6,NA,NA
"215",1965-02-01,33.7,NA,NA
"216",1965-03-01,33.7,NA,NA
"217",1965-04-01,34,NA,NA
"218",1965-05-01,34.1,NA,NA
"219",1965-06-01,34.2,NA,NA
"220",1965-07-01,34.1,NA,NA
"221",1965-08-01,34.2,NA,NA
"222",1965-09-01,34.3,NA,NA
"223",1965-10-01,34.4,NA,NA
"224",1965-11-01,34.5,NA,NA
"225",1965-12-01,34.7,NA,NA
"226",1966-01-01,34.7,NA,NA
