"date","MPCP00XXS","MPCP02XXS","MPCP03XXS","MPCP04XXS","MPCP05XXS","MPCP07XXS","MPCP08XXS","MPCP09XXS","MPCP11XXS","MPCP12XXS","MPCP13XXS","MPCP14XXS","MPCP15XXS","MPCPNRXXS","MPCPXXXXS","MPCT00XXS","MPCT01XXS","MPCT02XXS","MPCT03XXS","MPCT04XXS","MPCT05XXS","MPCT06XXS","MPCT07XXS","MPCT08XXS","MPCT09XXS","MPCT10XXS","MPCT11XXS","MPCT12XXS","MPCT13XXS","MPCT14XXS","MPCT15XXS","MPCT20IXS","MPCTNRXXS","MPCTXXXXS","MPCV00XXS","MPCV01XXS","MPCV02XXS","MPCV03XXS","MPCV04XXS","MPCV05XXS","MPCV06XXS","MPCV08XXS","MPCV09XXS","MPCV10XXS","MPCV11XXS","MPCV20IXS","MPCVNRXXS","MPCVXXXXS","PBAMUSCON","PBAMUSCONS","PBCADCON","PBCADCONS","PBCOMCON","PBCOMCONS","PBEDUCON","PBEDUCONS","PBHLTHCON","PBHLTHCONS","PBHWYCON","PBHWYCONS","PBNRESCON","PBNRESCONS","PBOFCON","PBOFCONS","PBPSCON","PBPSCONS","PBPWRCON","PBPWRCONS","PBRESCON","PBRESCONS","PBSWGCON","PBSWGCONS","PBTRANSCON","PBTRANSCONS","PBWSCON","PBWSCONS","PLODGCON","PLODGCONS","PNRESCON","PNRESCONS","PRAMUSCON","PRAMUSCONS","PRCMUCON","PRCMUCONS","PRCOMCON","PRCOMCONS","PREDUCON","PREDUCONS","PRHLTHCON","PRHLTHCONS","PRMFGCON","PRMFGCONS","PROFCON","PROFCONS","PRPWRCON","PRPWRCONS","PRRELCON","PRRELCONS","PRRESCON","PRRESCONS","PRTRANSCON","PRTRANSCONS","TLAMUSCON","TLAMUSCONS","TLCADCON","TLCADCONS","TLCMUCON","TLCMUCONS","TLCOMCON","TLCOMCONS","TLEDUCON","TLEDUCONS","TLHLTHCON","TLHLTHCONS","TLHWYCON","TLHWYCONS","TLLODGCON","TLLODGCONS","TLMFGCON","TLMFGCONS","TLNRESCON","TLNRESCONS","TLOFCON","TLOFCONS","TLPBLCON","TLPBLCONS","TLPRVCON","TLPRVCONS","TLPSCON","TLPSCONS","TLPWRCON","TLPWRCONS","TLRELCON","TLRELCONS","TLRESCON","TLRESCONS","TLSWDCON","TLSWDCONS","TLTRANSCON","TLTRANSCONS","TLWSCON","TLWSCONS","TTLCON","TTLCONS"
2014-05-01,-0.5,-1.8,13.7,-7.4,0.1,2.3,6.3,7,-11.3,1.3,1.3,6.5,2.6,1.2,1.1,0.6,-2.2,-0.9,3.7,-1.1,-0.1,-0.1,2.7,2.1,5.7,0,-4.1,1.3,1.3,6.7,2.3,-2.2,0,0.2,0.6,-1.7,-0.8,3.3,1.1,-0.9,-0.1,-2.9,2.4,0,-3.3,-2.3,-0.9,-0.1,822,9358,539,6799,165,1983,5311,63336,784,9236,7320,84463,22976,269496,656,7617,768,9352,921,10724,409,4730,1879,21840,2560,30326,1170,13503,1275,14938,30092,356332,630,7373,1420,17284,4983,58321,1533,16813,2455,28817,4411,52685,3243,38288,8683,105012,261,3177,32892,377661,1094,12444,1453,16731,548,6903,1432,17431,5148,60304,6844,80149,3239,38053,7329,84557,1300,15235,4453,53196,53067,625828,3898,45905,23385,274226,62984,733993,784,9520,9604,115736,261,3179,33301,382391,1902,22082,3654,42770,1219,14078,86368,1008219
2014-06-01,7.1,0,-1.1,6.7,2.4,-2.4,-0.8,-0.5,8.7,-4.5,8.9,-6.1,12.3,0.3,0.4,-1.4,3.1,2.1,2,0.2,2.4,1.6,-2.1,0.7,-0.5,-2.5,-2.9,-4.5,8.8,-5.8,13.7,10.7,0.7,-0.1,-1.5,2.6,2.6,2.1,-1.9,2.7,1.6,2.6,-0.4,-3,-4.1,11,1.1,-0.3,829,9285,629,7632,177,1961,6492,64835,868,9858,8022,80690,25696,270257,675,7619,785,9123,1138,11655,464,5066,2138,23775,2731,30175,1133,12685,1277,15329,31039,360221,648,7565,1411,16772,5256,59563,1642,17267,2404,28271,4987,58493,3383,39270,8543,100721,272,3229,34307,371860,1097,12396,1477,16850,647,7849,1429,16989,5433,61525,8134,82102,3272,38129,8030,80789,1308,15706,5018,58862,56735,630478,4058,46889,26159,275323,65346,732081,803,9316,9681,112376,272,3229,34771,376926,2160,24032,3828,42571,1186,13265,91505,1007404
2014-07-01,1.2,3.9,-5.7,-0.2,-0.6,6.7,-1,1.2,23.5,2.9,-0.7,2.8,-5,2.2,2.2,-0.1,6.9,0,2.1,2.1,-1.2,5.9,6.7,0.5,-0.6,-0.3,1,2.9,-0.6,2.5,-4.7,-0.7,0.9,0.5,-0.1,6.1,-0.8,2.4,2.9,-3.2,5.5,2.3,-4.8,-0.8,-1.6,-1,-0.1,-0.1,841,9191,601,7248,155,1850,6790,64424,853,9842,9308,83037,27417,276222,667,7915,808,9733,1262,14399,451,5129,2103,23611,2736,30525,1177,13040,1372,16259,30791,359962,676,7740,1407,16638,5387,60989,1562,16708,2471,29082,4902,57903,3351,38953,8199,99121,298,3407,34722,371532,1051,11800,1517,16931,620,7479,1432,16941,5542,62839,8353,81132,3324,38925,9318,83141,1416,16789,4949,58464,58208,636184,4019,46868,27869,281351,65512,731493,823,9936,9460,113520,299,3420,35173,376661,2125,23876,3787,42325,1225,13600,93381,1012845
2014-08-01,-1.2,-5.9,7.6,-1.5,2.9,-7.3,3,-2.3,-17.5,3.1,0.1,0.3,-4.4,0,0,0.4,0.8,-0.4,3.2,-1.5,2.5,-1.4,-6.5,-0.1,-2.3,0.3,-4.3,3.3,-0.1,0.6,-4.4,2.6,0.1,0.2,0.4,0.7,0.7,3.1,-1.5,0.9,-1.1,-3.7,-2.2,1.2,-2.3,2.4,0.2,0.3,888,9466,630,6928,178,1991,6872,66299,818,9691,9830,85604,27963,276290,655,7449,780,9024,1034,11873,454,5068,2205,23643,2772,29808,1181,13077,1381,16366,30956,360846,639,7455,1418,16840,5677,62855,1552,16859,2465,28646,5070,59266,3406,39223,7865,96819,307,3371,34728,373163,1037,11541,1527,16921,649,7153,1431,16997,5855,64846,8424,83158,3282,38337,9857,85912,1428,16929,5130,59985,58919,637136,4061,46673,28416,281358,65684,734008,802,9287,8898,108692,307,3371,35182,378231,2223,23850,3809,41349,1236,13676,94100,1015367
2014-09-01,4.4,2,9.5,-2.7,-4.9,1.2,-1.9,-0.4,-14.5,-0.9,-0.5,0.5,7.8,-2,-1.9,2.2,3.6,3.4,4.8,-0.7,-5,2,1.6,0,0.7,0.3,-6.6,-0.8,-0.5,-0.1,8.8,3.2,-0.6,0.4,2.2,3.9,3.6,4.7,0,-5.5,1.5,2.5,3.6,-0.1,-5.6,3.6,0.4,1.3,868,9283,802,7470,216,2180,5766,63057,869,9429,9658,84854,27012,270737,711,7598,887,9130,895,10149,500,5291,2206,23520,2832,29677,1200,13143,1446,17009,31759,362436,688,7641,1486,16826,5948,65791,1312,15935,2532,28646,5470,61412,3632,40651,7679,91399,318,3421,34791,381377,1088,11962,1556,16924,828,7785,1505,17053,6164,67971,7078,78992,3400,38075,9697,85246,1491,17544,5509,61880,58771,633173,4342,48248,27512,276029,66550,743813,913,9439,8573,101548,320,3437,35290,386668,2227,23734,3920,41638,1249,13659,94062,1019841
2014-10-01,-3.6,0.5,2.9,5,1.9,3.3,2.1,3,23.2,4.2,2.1,1.2,8.5,3.9,3.7,1.1,7.3,1.8,2.1,3.7,2.6,2.1,3.6,5,4.6,-1,-2.5,4,2.1,1.6,6.4,14.7,3.4,2.5,1.2,7.5,2,2.1,3.3,5.2,2.2,8.4,8.4,-1.1,-5.3,14.7,3,2.1,876,9479,686,8102,191,2243,5368,64283,841,9899,9568,88383,26604,281163,657,7635,819,9430,1114,12499,456,5102,2278,24016,2873,30570,1223,13301,1586,18292,33273,373295,739,8285,1491,16648,6053,67157,1377,16762,2612,29597,6238,70442,3688,41461,7811,86541,319,3495,35441,385996,1209,12970,1616,17764,701,8284,1511,16881,6244,69400,6744,81045,3453,39496,9598,88693,1630,18823,6283,70987,59877,654458,4345,49096,27060,286265,68714,759291,851,9780,8925,99040,321,3510,35897,391098,2297,24236,4083,43540,1278,13883,95774,1045556
2014-11-01,4.3,-2,-1.4,-1.7,-2.8,-5.2,1.1,-0.6,-24,-1.7,1.6,2.5,-8.7,-2.7,-2.6,1.7,-0.3,-2.3,-0.9,-0.2,-1.9,-0.1,-5,1.4,0.6,0.8,-5.5,-1.5,1.5,2.3,-7.9,4.6,-1,0,1.6,0.3,-2.4,-0.9,0.3,1.5,0.3,1.7,3.3,1.3,-2.8,4.7,0.2,0.9,808,9584,626,7394,189,2212,4779,62494,769,9734,7253,86840,22445,273603,626,7485,755,8939,760,9500,441,5323,2081,24403,2580,30389,1136,13629,1547,18355,31986,374073,692,8426,1492,16858,5551,66553,1300,17011,2513,29682,6086,73786,3442,40474,7663,84103,296,3506,32246,392280,1228,13393,1500,18010,645,7630,1506,17021,5740,68764,6078,79505,3282,39416,7308,87401,1581,18761,6122,74217,54431,647676,4068,47959,22886,278926,64232,766353,784,9294,8423,93603,296,3508,32687,397603,2099,24608,3808,43782,1190,14197,87118,1045279
2014-12-01,2.5,7.7,-7.7,-6.5,1.8,-3.2,-1.4,0.6,23.4,0.8,6.3,-4.2,5.4,1.8,1.9,2.6,0.8,4,-1.5,-1.1,0.7,-1.2,-3,0.7,0.7,-0.9,1.1,0.9,6.2,-3.6,4.3,-3.8,0.2,1.1,2.6,0.4,3.3,-1.3,0.7,-3.1,-1.2,3.1,0.9,-1,-1.4,-3.9,-0.9,0.8,710,9447,646,7794,168,2042,4488,63610,744,9104,5324,87506,19803,278642,653,8058,717,8649,934,11722,440,5455,2002,25931,2317,30566,1005,13055,1537,18431,31164,370560,702,8688,1592,16691,5151,65710,1250,16485,2475,29876,6372,70895,3381,41828,7118,82955,280,3465,29615,402301,1139,13509,1412,18135,660,7957,1606,16864,5319,67752,5738,80095,3219,38980,5379,88163,1577,18912,6414,71399,50967,649202,4034,49886,20243,284097,60779,772861,747,9016,8052,94677,280,3465,30055,407755,2018,26139,3456,44075,1057,13690,81022,1056957
2015-01-01,33.5,4.3,-6.3,-1.8,-3.3,-5.5,2.8,1.4,7.8,-1.1,-6.9,2,-5.5,-1.3,-0.7,1.2,1,2.9,-4.3,1.5,-3,-3.7,-5.3,-0.2,0.9,8.8,7,-1.5,-5.8,1.3,-6.2,8.7,1.2,1.2,0.8,0.7,2.6,-4.2,2.5,-1.9,-3.8,-3.4,-0.2,9,6.8,8.8,3.1,1.9,656,9709,515,7364,130,1914,4135,61535,671,8944,4058,86577,17124,274925,621,8403,621,8175,903,12631,507,7284,1650,24141,2124,31004,939,13318,1431,18560,28788,382113,647,8396,1270,18194,4543,62947,1183,16172,2326,30624,5884,77115,3253,42931,6955,88634,240,3332,27387,405483,934,13486,1303,18104,524,7463,1284,18352,4673,64861,5318,77707,2996,39568,4073,86818,1476,19102,5926,77620,45911,657038,3874,51333,17631,282208,56175,787596,650,8534,7858,101264,241,3337,27894,412766,1682,24615,3058,44490,979,13870,73805,1069804
2015-02-01,0.7,-2.6,6.8,-0.7,1.1,-0.6,3,0.9,-3.2,-0.4,0.9,-12.4,6.1,-0.3,-0.3,1.5,1.2,1.7,-3.4,-0.9,1,0.8,-1,5.6,-0.3,1.9,4,-0.4,0,-11.1,7,4.8,1.1,1.2,1.5,1.5,2.6,-3.7,-1,1,0.8,8.6,-3,2.3,5,4.8,2,1.8,677,9999,615,7816,149,2044,4193,62194,691,8883,4052,86197,17137,274149,605,8186,596,8122,889,12222,516,7335,1648,24351,2116,31285,808,11670,1483,18835,29214,389895,684,9120,1361,18618,4414,60606,1210,16327,2328,30320,5974,80784,3306,44027,7253,93109,243,3357,27591,411534,844,13083,1361,19118,629,7987,1368,18707,4563,62650,5403,78521,3019,39203,4068,86484,1525,19336,6023,81368,46351,664044,3911,52213,17653,281484,56805,801429,619,8448,8142,105331,244,3365,28107,418869,1669,24620,2959,44368,849,12327,74458,1082913
2015-03-01,7.5,-1.8,5.1,0.1,2.6,1.1,2,3,6.6,-1.8,0.5,6.9,-3,1.1,1.3,0.3,0.7,1.3,2.7,1.2,2.3,-2.5,1.3,-0.4,3,4.5,6.7,-1.8,0.5,6.3,-3.5,-0.2,1.9,1.3,0.1,0.6,1.8,2.6,1.5,1.2,-2.6,-3.1,3.1,3.5,6.7,-0.4,2.5,1.3,773,10197,590,7585,162,2148,4572,63812,731,8892,4657,84649,19007,277280,629,8039,649,8208,961,13025,575,7884,1828,24479,2391,32224,935,12470,1564,18945,31714,399573,699,8841,1541,19276,4853,62168,1308,16526,2440,30768,6400,80437,3572,44827,8029,99383,254,3271,32341,412105,933,13489,1471,19038,601,7710,1564,19550,5015,64316,5880,80338,3170,39660,4675,84910,1607,19465,6462,81187,50721,676853,4201,52866,19582,285165,64054,811678,679,8560,8989,112408,255,3281,32916,419989,1848,24748,3324,45713,979,13104,83636,1096842
2015-04-01,2,4.5,-6.3,-3,5.5,-1.9,4.2,0.7,-5.6,5.5,0.3,-0.7,7.9,2.9,2.9,0.8,5.3,3.6,3,0.5,5.2,8.1,-2.5,5.3,-0.9,7.6,4.2,5.5,0.4,-1.1,7.1,3,3.5,2.5,0.8,5.8,3.5,3.3,1.6,4,8.1,6.5,-4.5,8.6,5.5,3.1,3.9,2.3,860,10623,636,8185,160,2013,5217,67302,720,8623,6400,89265,22068,285423,693,8401,664,8050,1059,12296,676,8041,1937,24564,2603,32441,1015,12382,1673,20042,34018,415245,788,9415,1700,20925,5325,64223,1456,17188,2578,31250,6675,82959,3789,46377,8560,104860,289,3537,34668,415354,1059,12879,1648,20038,642,8257,1709,21036,5484,66237,6674,84490,3298,39873,6427,89622,1711,20499,6734,83661,56086,700668,4482,54778,22744,293464,68687,830599,690,8350,9619,117156,290,3546,35344,423395,1959,24848,3661,45319,1059,12959,91430,1124063
2015-05-01,0.6,4.4,17.7,5.7,1.8,-1.3,0.5,-1.5,-2,1.8,-2.7,-0.1,-6.5,0.7,0.7,2,7.2,6.2,1.4,1.6,2.1,3.5,-1.9,1.8,-1,5.1,1.8,1.8,-2.5,-0.1,-6.5,2.8,2,2,2,7.6,6.5,0.9,0.5,3.2,3.4,3.3,0.2,4.9,2.2,2.7,2.9,2.5,940,10679,613,7649,198,2369,5718,68503,758,9112,7741,90840,24353,287481,757,8771,648,7944,1015,12056,690,8088,2072,23891,2704,31948,1078,12368,1836,21575,36079,427188,817,9724,1771,21953,5549,64782,1604,17731,2667,31391,7023,85236,4178,49380,9044,107212,301,3658,36868,423855,1142,12899,1756,20403,619,7718,1784,22111,5747,67152,7321,86234,3424,40503,7778,91267,1870,21979,7088,86013,60431,714668,4935,58151,25043,295569,72947,851043,671,8189,10059,119267,302,3670,37558,431943,2105,24224,3846,44846,1127,12942,97990,1146611
2015-06-01,-23.8,-7.6,14.3,-2.5,3.2,5.7,3.9,1.5,-8.2,3.2,5.5,10.2,-2.9,2.6,1.9,1.5,7,3.6,-3.7,0.5,3.5,2.7,5.3,6,1.9,-2.1,-1.2,3.2,5.3,9.6,-3.1,2.6,1.7,1.6,1.9,6.5,5.6,-4.3,1.4,5,2.8,8.2,2.9,-2.3,-0.5,2.5,1.2,1.5,1001,11100,613,7426,245,2707,7112,70667,789,8886,9471,93787,28333,294983,720,8106,724,8397,1091,11070,566,6160,2266,25195,2918,32427,1253,13635,1949,22987,37521,432147,902,10520,1826,21458,5482,61966,1780,18609,2723,31837,7547,87373,4506,52149,9179,106729,319,3759,39941,432084,1176,13273,1903,21620,617,7476,1842,21655,5727,64673,8892,89276,3511,40723,9503,94146,1994,23527,7617,88209,65854,727130,5226,60255,28899,301143,77462,864231,744,8623,10270,117799,320,3768,40507,438244,2292,25496,4094,45701,1303,14185,106361,1165374
2015-07-01,6.4,3.1,3.6,-2.9,0.9,0.3,-2.9,-1.8,10.7,-2.8,-1.1,-4.3,10.1,-0.5,-0.4,1.3,-3.9,-7.1,2.4,-4.9,0.7,2.8,-0.5,-2.5,-0.1,3.8,0.9,-2.6,-1,-3.8,10.2,-5.5,-1.5,-0.4,1.3,-4.5,-8.7,2.3,-5.4,-0.1,2.9,-2,3.9,3.8,-0.1,-5.7,-2.2,-0.5,963,10778,672,8177,237,2805,7541,71271,748,8625,10199,91192,29257,293475,706,8356,699,8425,1072,12256,578,6555,2235,24913,2858,31844,1177,13044,1858,21945,36343,422584,913,10307,1874,22263,5553,63404,1732,18589,2560,30110,7028,82436,4101,47602,9027,106646,339,3869,40951,437549,1216,13795,1875,21085,677,8239,1891,22468,5790,66210,9273,89860,3309,38734,10246,91660,1914,22614,7104,83345,65600,716059,4807,55958,29835,300029,77294,860133,711,8583,10099,118903,339,3875,41529,444103,2262,25241,4074,45639,1230,13646,107129,1160162
2015-08-01,-2.2,-6,10.9,-0.8,-0.4,-0.9,0.8,-0.1,26.2,5.4,-5.2,-1,-1.2,2,1.9,0.2,6.5,2.2,2.8,3.9,0,-5.2,-1.1,0.3,0.6,2.7,-0.9,5.2,-4.8,-0.3,-1.4,1.3,1.4,1,0.2,7,3.7,2.5,5.3,1.4,-5.4,-0.2,2.2,2.7,-4,1.5,1,0.6,1002,10869,740,8078,277,3111,7382,71007,726,8553,10937,96092,30302,299345,695,7853,727,8350,1343,15463,577,6412,2222,23617,2952,31825,1166,12917,1983,23482,36743,426833,880,10289,1914,22861,5825,64970,1721,18852,2719,31701,7130,83656,4279,49348,8556,102343,338,3659,40543,438637,1258,14094,1883,21158,744,8127,1931,23069,6102,68081,9102,89859,3444,40255,10964,96392,2034,24089,7195,84437,67045,726178,4973,57201,30879,305756,77286,865471,738,8491,9899,117806,339,3672,41120,445049,2258,24022,4211,45919,1229,13599,108165,1171227
2015-09-01,1.9,-0.6,-13.5,-0.6,-2.5,1.7,-1.2,-0.1,-24.3,-4.2,3.1,-0.8,-9.5,-3.3,-3.2,1.8,-1,-1.3,0.3,-1.5,-2.7,5.6,1.8,1.5,0.3,0,-5.4,-4,3.2,-1.3,-9,2.3,-1.6,-0.3,1.8,-2.7,-1.4,1,-1.8,-3.8,5.5,4.3,1.3,-0.1,-2.5,2.3,-0.4,0.7,997,10734,792,7314,265,2690,6303,69252,775,8498,10591,92020,28996,289559,719,7803,834,8490,1041,11700,612,6536,2276,24341,3045,31795,1183,12811,1953,22852,37239,425183,942,10732,2004,22837,5947,65616,1493,18137,2747,31139,7558,85542,4337,48657,8439,99745,363,3862,40416,446379,1284,14283,1938,21466,799,7394,2023,23069,6211,68306,7796,87389,3522,39637,10640,92500,2037,23856,7630,86403,66234,714742,5057,56460,29607,296095,77655,871563,846,8642,9480,111445,364,3877,41028,452916,2321,24801,4329,46078,1241,13420,107262,1167658
2015-10-01,0.1,3.4,-9,-0.1,-4.6,5.3,-2,-1.9,-10,-0.5,-2,4,5.4,-1.7,-1.7,0.5,-2.5,-0.7,2.2,-0.3,-4.1,-3.5,5.2,0.1,-2.1,2.3,-5.5,-0.5,-2.2,3.2,6.5,-2.2,-1.6,-0.8,0.5,-1.1,-1.4,2.7,-0.3,-2.3,-3.4,2.3,-2.4,2.3,-5,-2.3,-1.5,-0.5,972,10519,645,7710,217,2448,5517,66056,714,8489,9763,91589,26776,284505,704,8065,761,8940,917,10529,583,6540,2274,23853,2923,31186,1220,13319,1938,22609,36790,418875,959,10979,2047,23367,6071,67392,1461,17720,2718,31031,7361,83605,4253,47990,8189,94807,340,3730,40666,448718,1298,13935,1931,21498,659,7878,2066,23589,6287,69840,6978,83775,3431,39520,9807,92052,1992,23254,7438,84531,63565,703381,4957,56055,27359,291045,77455,867593,774,9092,9105,105336,341,3740,41249,455257,2309,24247,4221,45122,1269,13851,104814,1158638
2015-11-01,-0.9,-3,-0.2,1.5,2.3,-9.9,-4.9,-2.4,-0.2,-1.3,-2.8,-2.4,1.5,-1.2,-1.1,-0.3,-1.7,3.4,-0.7,0.6,1.8,-7.4,-10.2,-1,-1.4,-1.9,1.8,-1.7,-2.1,-2.6,0.6,-1.1,-0.2,-0.2,-0.3,-1.2,4.4,-0.7,0.3,-0.2,-7.3,2.7,0.8,-1.7,2,-0.8,0.5,0.1,851,10007,657,7825,218,2443,5169,67567,702,8619,7463,90370,23016,281224,653,7821,691,8054,856,10504,539,6484,1975,23178,2589,30437,1076,13005,1884,22347,35637,420941,941,11274,2075,22959,5575,66900,1366,17676,2650,31124,6902,82903,4276,50119,8265,96740,291,3458,36974,447590,1286,14041,1792,21280,665,7927,2090,23138,5794,69343,6535,85242,3352,39743,7478,90521,1926,22853,6961,83607,58653,702165,4929,57940,23556,287708,72611,868531,700,8164,9122,107244,291,3465,37513,454074,2022,23727,3875,44478,1122,13493,96166,1156239
2015-12-01,-1.5,2.5,13.3,0.2,0.5,0.8,5.4,-0.8,-6,8.2,4,-3,-14.6,2.7,2.6,1.5,2.1,-0.1,2.8,-2.9,0.7,-2.7,1.7,-0.7,-2,-3.2,0.3,8.4,3.4,-6,-14.9,-6.9,0.1,0.7,1.5,2.1,-0.5,2.4,-3.8,1.3,-2.6,-6.1,-4.5,-3.3,1,-7.1,-1.6,0,806,10551,555,6680,226,2769,4801,67922,703,8633,6018,97822,20474,288820,649,8019,668,8117,799,9876,509,6388,1841,24112,2319,30190,961,12616,1884,22822,34541,414328,860,10584,2122,22201,5358,68509,1373,17904,2485,29940,6902,77013,4013,49850,8054,97669,272,3368,33424,454428,1134,13409,1667,21135,561,6742,2139,22400,5584,71278,6174,85827,3188,38572,6043,98144,1928,23340,6968,77805,55014,703148,4661,57869,20982,295208,67965,868756,683,8305,8853,107545,272,3372,33932,460815,1874,24526,3453,43599,967,12690,88947,1163964
2016-01-01,0.2,-4.3,8.6,-1,2.5,1.7,-1.6,-1.6,16.8,3.4,8.4,6.1,8.9,3.2,3.2,0.8,2.6,1.3,2.6,0.2,2.6,3.9,0.7,-0.8,-2.6,4.1,-3.7,3.3,8.6,7.4,8.5,2.4,1.4,1.2,0.9,2.9,2.2,2.3,0.5,2.9,4,0,-4.8,4.2,-5.8,2.5,0.2,0.5,699,10383,501,7273,212,3007,4619,69626,632,8549,4672,101141,18211,298116,565,7676,623,8253,813,11534,434,6401,1786,26149,2024,29693,946,13388,1795,23475,31211,415021,807,10584,1608,23126,5080,70098,1349,18425,2270,30099,5942,78902,3865,50949,7278,91991,249,3502,30972,458300,893,12764,1506,20967,504,7315,1624,23318,5292,73105,5968,88051,2902,38648,4686,101381,1834,23943,6007,79687,49422,713137,4430,58624,18645,304516,62183,873321,632,8365,8091,103524,249,3502,31406,464700,1818,26625,2917,42456,962,13624,80828,1177837
2016-02-01,-2.9,6.7,1.7,-1.5,1.3,0.3,2.1,3.8,9.1,-6.4,3.7,-1.1,6.8,-0.4,-0.5,0.2,-1,8.6,2.2,0.9,1.6,1.6,0.2,3.1,1.1,-9.5,1.8,-6.4,3.8,-1,7,0.3,0.6,0.4,0.2,-1.6,8.8,2.2,1.6,3,1.6,4.2,-5.3,-9.5,0.9,0.2,1.3,0.7,736,10597,609,7767,235,3059,4819,70497,686,8422,4620,94622,18922,296839,606,8190,616,8278,957,12586,458,6217,1817,27118,2136,30815,948,13246,1881,23103,32189,420407,859,11026,1608,20920,5296,71664,1439,18973,2405,30575,6073,79038,4162,55447,7336,92843,254,3559,31700,459376,793,12087,1594,21622,614,7825,1624,21108,5531,74724,6257,89470,3091,38997,4635,94869,1931,23704,6144,79890,51111,717246,4769,63637,19380,303055,63889,879783,623,8380,8293,105429,254,3559,32158,465592,1858,27649,2929,42902,963,13481,83269,1182838
2016-03-01,3.8,-2.7,12.8,5.7,1.8,-6.7,2,0.1,-21.4,-0.1,-5.4,2.5,3.4,-0.7,-0.6,2.8,11.9,-0.1,0.8,5.5,1.6,3.1,-6.7,3.7,0.6,-3.1,2.8,0,-6.2,2.2,3.1,1.5,1.4,1.9,2.8,12.5,0.3,0.3,5.4,1,3.1,5.3,1.9,-3.3,6,1.6,2.9,2.8,819,10809,624,8028,269,3451,5154,71747,738,8899,5409,94535,20379,294632,624,7965,615,7724,744,9889,481,6454,1893,25642,2345,30843,1019,13581,2161,25983,34543,432392,928,11614,1654,20238,5624,71859,1529,19163,2569,32236,6489,80333,4421,55586,7947,98459,284,3670,37529,472356,870,12319,1748,22423,627,8064,1672,20454,5893,75311,6683,90911,3307,41136,5431,94846,2206,26526,6552,81091,54922,727025,5046,63551,20860,301086,72072,904749,623,7818,8690,108348,284,3670,38010,478810,1915,25943,3214,43162,1033,13771,92932,1205835
2016-04-01,-1.9,-1.2,-0.7,-0.6,-0.8,2.2,5.3,-4.7,7,-2.8,-1,-3.3,1,-1.4,-1.4,-0.7,0.6,2.7,0.9,-3.4,-0.8,6.1,1.8,6.7,-2.3,0.7,0.1,-2.8,-0.7,-3.3,1,0.4,-0.2,-0.4,-0.6,1,3.3,1,-4.2,-1.1,6.1,8,3.8,1.2,-0.5,0.3,0.7,0,918,11382,627,8106,274,3427,5492,71193,727,8842,6407,91870,22181,290415,643,7871,640,7897,876,10580,527,6329,2006,25386,2367,29381,1091,13127,2180,26255,35671,435254,1029,12543,1634,20471,6030,72568,1601,18960,2525,30882,6459,80603,4709,57394,8055,97923,320,3894,39144,469303,1053,12785,1947,23926,631,8147,1644,20593,6304,75995,7093,90154,3251,39724,6430,92187,2216,26682,6526,81406,57852,725669,5352,65265,22708,296744,74815,904557,646,7959,8932,108503,320,3894,39671,475632,2035,25758,3421,42167,1105,13312,97523,1201301
2016-05-01,1.5,-0.6,3.8,-5.7,-1.1,2.4,-0.5,1.8,11.3,-2,-9.2,4.2,-1.5,-1.1,-1,-0.1,2.8,-0.3,2.5,-0.5,-0.9,-6.2,2.8,-0.2,3.5,3.5,2.9,-2,-9.1,4.1,-1.4,1.6,0.6,0.3,-0.2,2.6,-0.3,2.5,1,0.2,-6.2,0.1,7.6,3.2,2,1.8,1.7,0.7,1018,11322,649,7982,299,3557,5914,70397,704,8342,7677,90012,24482,287284,676,7824,667,8083,1018,11777,555,6427,2008,23041,2541,29904,1200,13683,2320,26948,37581,442749,1065,12551,1733,21118,6388,74363,1723,18989,2673,31200,6794,82028,4848,57241,8425,99893,301,3653,40859,468554,1217,13753,2083,23873,653,8032,1750,21323,6686,77920,7637,89387,3376,39541,7705,90324,2360,27419,6852,82713,62063,730034,5524,65065,25036,293712,78441,911303,676,8181,9443,111670,301,3653,41414,474981,2046,23421,3757,43656,1214,13855,103477,1205015
2016-06-01,-1.6,2.8,-9.4,5.5,7.1,-1,2.2,1.2,1.4,1.3,-0.6,7.5,2.7,2.9,2.8,0.8,1.3,4.6,-1.4,1.5,7,7.3,-0.8,3.1,7.7,0.9,1.9,1.2,-0.4,7.5,3.6,-0.2,2.5,1.8,0.8,1.6,4.9,-1,0.4,6.7,7.3,3.9,21.8,1.1,2,-0.3,2.2,1.5,1041,11572,675,8198,295,3224,7615,75422,774,8804,9442,91161,28647,295527,713,8040,696,8002,1168,11941,576,6322,2067,22893,2720,30256,1331,14704,2344,27391,39181,452462,1131,13045,1805,21345,6456,73607,1918,20260,2681,31326,7076,81807,5196,60032,8665,101860,336,3918,43472,472390,1477,16756,2172,24617,685,8318,1819,21516,6750,76831,9533,95682,3455,40130,9466,91416,2375,27769,7140,82569,67829,747988,5909,68072,29224,301848,82653,924851,706,8116,9834,113800,336,3918,44048,478711,2105,23334,4198,47011,1347,14889,111877,1226699
