"date","MPCP00XXS","MPCP02XXS","MPCP03XXS","MPCP04XXS","MPCP05XXS","MPCP07XXS","MPCP08XXS","MPCP09XXS","MPCP11XXS","MPCP12XXS","MPCP13XXS","MPCP14XXS","MPCP15XXS","MPCPNRXXS","MPCPXXXXS","MPCT00XXS","MPCT01XXS","MPCT02XXS","MPCT03XXS","MPCT04XXS","MPCT05XXS","MPCT06XXS","MPCT07XXS","MPCT08XXS","MPCT09XXS","MPCT10XXS","MPCT11XXS","MPCT12XXS","MPCT13XXS","MPCT14XXS","MPCT15XXS","MPCT20IXS","MPCTNRXXS","MPCTXXXXS","MPCV00XXS","MPCV01XXS","MPCV02XXS","MPCV03XXS","MPCV04XXS","MPCV05XXS","MPCV06XXS","MPCV08XXS","MPCV09XXS","MPCV10XXS","MPCV11XXS","MPCV20IXS","MPCVNRXXS","MPCVXXXXS","PBAMUSCON","PBAMUSCONS","PBCADCON","PBCADCONS","PBCOMCON","PBCOMCONS","PBEDUCON","PBEDUCONS","PBHLTHCON","PBHLTHCONS","PBHWYCON","PBHWYCONS","PBNRESCON","PBNRESCONS","PBOFCON","PBOFCONS","PBPSCON","PBPSCONS","PBPWRCON","PBPWRCONS","PBRESCON","PBRESCONS","PBSWGCON","PBSWGCONS","PBTRANSCON","PBTRANSCONS","PBWSCON","PBWSCONS","PLODGCON","PLODGCONS","PNRESCON","PNRESCONS","PRAMUSCON","PRAMUSCONS","PRCMUCON","PRCMUCONS","PRCOMCON","PRCOMCONS","PREDUCON","PREDUCONS","PRHLTHCON","PRHLTHCONS","PRMFGCON","PRMFGCONS","PROFCON","PROFCONS","PRPWRCON","PRPWRCONS","PRRELCON","PRRELCONS","PRRESCON","PRRESCONS","PRTRANSCON","PRTRANSCONS","TLAMUSCON","TLAMUSCONS","TLCADCON","TLCADCONS","TLCMUCON","TLCMUCONS","TLCOMCON","TLCOMCONS","TLEDUCON","TLEDUCONS","TLHLTHCON","TLHLTHCONS","TLHWYCON","TLHWYCONS","TLLODGCON","TLLODGCONS","TLMFGCON","TLMFGCONS","TLNRESCON","TLNRESCONS","TLOFCON","TLOFCONS","TLPBLCON","TLPBLCONS","TLPRVCON","TLPRVCONS","TLPSCON","TLPSCONS","TLPWRCON","TLPWRCONS","TLRELCON","TLRELCONS","TLRESCON","TLRESCONS","TLSWDCON","TLSWDCONS","TLTRANSCON","TLTRANSCONS","TLWSCON","TLWSCONS","TTLCON","TTLCONS"
2008-07-01,5,2,-7,1.2,0.5,5.4,-3.7,0.1,-3.1,1.1,1.7,4.4,8.5,0.9,1,-2.4,1,0.8,-0.2,2.3,1,3.8,4.9,-1.2,1.4,-1.9,2.6,1.1,1.6,3.9,9.6,-3.2,0.9,-0.3,-2.6,1.1,0.6,0.1,2.5,3.3,4.9,1.4,5.1,-1.8,3.7,-3.3,0.8,-0.8,989,10951,490,5696,315,3731,8845,87395,692,8207,8884,80068,29608,302727,1154,13208,1046,12227,1052,12098,694,7882,2196,24854,2342,25752,1531,17684,3098,37177,35174,411470,902,10714,2260,26131,7565,85398,1770,19008,3305,39444,4490,52515,4782,55728,5357,66344,625,7184,34757,364873,854,9864,1891,21665,497,5774,2270,26250,7881,89129,10615,106403,3997,47651,8900,80264,3122,37459,4528,52970,64782,714196,5936,68936,30303,310609,69931,776343,1101,12858,6409,78443,625,7184,35452,372755,2257,25553,3196,35616,1560,18042,100234,1086952
2008-08-01,-1.2,-0.8,-3.3,5.8,2.1,0.6,2.3,1,4.6,2.2,-2.4,-6.9,-3.7,1,1,-3.3,2,-0.8,-4.4,-1.1,1.6,-4.3,-0.1,-0.2,1.3,-8.1,-2,2.1,-2.4,-5.7,-3.8,3.6,-0.6,-1.6,-3.4,1.7,-0.9,-4.4,-2.5,-0.8,-4.7,-2.8,1.8,-8.2,-3.3,3.6,-1.9,-2.6,1021,11204,464,5485,312,3609,9292,89199,713,8679,9176,81821,30624,305899,1154,13104,1059,12300,1198,12658,684,7785,2224,24265,2439,26020,1481,16465,3149,37793,34665,403794,887,10410,1960,23988,7358,81618,1760,18861,3283,38453,4682,54380,4737,55254,5153,64184,612,6845,34392,352598,903,10045,1908,21614,469,5553,1972,24129,7670,85226,11053,108059,3996,47132,9188,81947,3184,38212,4724,54884,65290,709693,5891,68358,31309,313684,69057,756391,1109,12843,6351,76842,614,6874,35076,360382,2281,24939,3342,36066,1538,17016,100366,1070075
2008-09-01,0.3,5.5,-12.3,-5.8,-3.7,3.1,1.2,-1.4,-7.7,-0.2,1.8,-0.4,-16,-1.7,-1.6,-3.4,-1,2.3,-3,0.1,-2.7,6.6,2.4,-0.6,-1,1,4.9,-0.2,2.2,-1.1,-15.9,4.1,0.2,-1,-3.5,-0.6,1.6,-2.5,1.5,2,6.1,-2.5,0.2,1.1,7.3,4.2,1.7,-0.7,1056,11343,505,4606,334,3166,7979,85900,737,8175,9423,81638,29986,300748,1347,13828,1209,12684,1102,11678,757,7810,2280,24710,2463,25651,1472,16405,3132,37579,35379,410624,859,10145,2115,24242,7204,79537,1632,19243,3362,39023,5023,56654,4896,56122,5447,68898,649,7261,31180,340396,894,10064,1915,21488,510,4670,2126,24371,7539,82703,9611,105143,4098,47198,9435,81772,3153,37836,5065,57161,65365,711372,6244,69950,30743,308559,66560,751020,1252,13153,6549,80576,655,7329,31938,348206,2345,25484,3356,35715,1514,16821,97303,1059579
2008-10-01,-3.7,-2,6.9,8.3,1.9,3.4,-2,3,-3,1.6,5.1,2.1,9.4,2,1.9,-3.3,0,-2.7,-2.7,1.7,1.9,2.1,3.6,1.6,1.7,-3.9,3.8,1.6,4.9,2,9.2,3.6,1.1,-0.3,-3.3,0,-2.8,-3.1,0.3,2,3,5.5,-1.7,-3.8,5,3.6,0.4,-1.3,1012,11121,396,5037,278,3383,7421,87516,741,8852,8623,82927,28261,306812,1146,13550,1134,13115,973,11322,622,7520,2444,25977,2504,26427,1521,16747,3133,37596,36862,412323,917,10703,2114,23309,6929,77108,1648,19624,3435,39149,5216,58710,4770,54526,6973,72349,663,7480,30864,329304,886,9891,1929,21824,401,5099,2124,23429,7207,80491,9068,107141,4175,48001,8639,83075,3152,37826,5256,59197,65123,719135,5917,68076,28883,314332,67726,741627,1180,13623,7946,83671,663,7480,31486,336824,2513,26729,3390,36319,1563,17153,96609,1055959
2008-11-01,3,0.5,-5.7,-4.8,-0.8,9.6,2.4,-2.8,7.1,1.2,1.1,3.9,2.9,0.8,0.8,-4.9,-3.5,-0.2,-3.9,1.8,-1.1,-0.1,8.7,-3.4,-2.7,-0.7,-0.1,1.1,0.7,3.1,2.4,-0.8,-0.6,-2,-5.1,-3.5,-0.4,-3.8,3.3,-2.5,-0.4,-9.4,-2.3,-0.6,-1.2,-0.7,-1.6,-3.2,956,11389,421,5185,268,3191,6894,86849,708,8425,6895,83884,25446,309153,1082,13617,1240,14378,931,12130,628,7744,2263,26267,2262,25682,1463,17405,3024,36288,34567,405596,800,9699,1911,23168,6254,74155,1517,19125,3417,40437,4853,58318,4541,54308,6607,71451,655,7448,25452,312540,857,9665,1756,21088,423,5219,1919,23260,6522,77345,8411,105973,4125,48862,6908,84013,3042,36508,4888,58739,60013,714749,5623,67926,26073,316897,60020,718137,1276,14815,7538,83581,656,7469,26080,320284,2321,26924,3118,35347,1486,17682,86093,1035033
2008-12-01,-5.3,5.3,-2.1,0.7,-0.4,2.4,-0.6,-1.3,-15.4,-3.6,-0.7,-1.9,9.3,-1.5,-1.6,-5.9,-8.7,-4.8,-5.8,-1.9,-1,-0.2,2.2,-1.2,-1.4,-2.6,-0.1,-3.6,-1.1,-1.5,9.4,0.2,-2.4,-3.5,-5.9,-8.9,-7.3,-5.9,-2.4,-4,0,-1.8,-1.5,-2.5,2.5,0.1,-3.1,-4.3,870,11317,499,5666,258,3124,6300,86524,706,8480,5002,80885,22162,304622,1140,14337,1249,14721,731,10258,599,7334,2016,26091,2016,25342,1311,17070,2754,33050,33041,393186,763,9521,2280,22599,5406,69772,1392,18357,3197,39453,5139,58386,3980,50348,6621,73256,599,7451,21310,293997,796,9517,1633,20838,502,5709,2286,22665,5663,72896,7691,104881,3902,47933,5010,81003,2777,33329,5178,58850,55204,697808,5120,64685,22761,311957,54351,687183,1280,15143,7352,83514,599,7451,21909,301332,2059,26628,2812,34860,1339,17425,77112,999139
2009-01-01,4.3,3.4,0.2,2.3,1.5,-5.7,-7.8,3.4,7.1,-0.2,-5.9,-10.3,-18.1,-0.9,-0.8,-3.3,-8.8,-3.1,-5.8,-2.1,1.5,-4.2,-5,-6.7,0.4,-9.3,-2.6,-0.2,-5.6,-10.3,-18.4,9.4,-2,-2.4,-3.4,-8.4,-5,-6.1,-3.1,1.5,-4.3,-5.3,-7.5,-9.3,-4,9.4,-2.9,-3.1,699,10432,357,4638,237,3130,5994,87797,677,8677,3813,80732,19419,301899,1128,14826,1043,13879,777,10983,552,7653,1717,24542,1816,26211,1100,15315,2522,30258,28826,381677,704,9018,1367,20487,4768,65512,1354,18633,2980,38230,4803,63869,3654,47834,5373,70358,536,7133,18940,283870,659,8801,1403,19450,359,4660,1372,20551,5004,68643,7348,106430,3657,46907,3821,80846,2533,30390,4847,64403,48245,683576,4782,62660,19971,309552,47766,665547,1080,14383,6150,81341,537,7139,19492,291523,1757,25134,2475,35012,1121,15626,67736,975099
2009-02-01,6.8,-0.9,10.5,6.2,2.9,2.4,5.7,7.2,21.5,1.3,-1.1,4.9,29,3.7,3.8,-5.3,1.6,-5,-2,2.2,2,-1.2,2.1,5,6,-10.1,7.7,1.2,-1.2,4.9,28.7,4.1,1.8,-0.3,-5.6,1.6,-6.2,-2.6,1.3,-2.4,-1.3,4.1,2.6,-10,5.5,4.1,0.2,-2.3,742,11027,437,5982,260,3460,6081,90338,721,9213,3938,81762,20148,313191,1088,14699,1047,14213,943,13346,600,8176,1691,24261,1974,28088,1167,16072,2563,30751,28967,382404,736,9392,1337,18436,4710,63821,1322,18178,2991,38720,4910,66482,3469,44849,5639,74239,542,7037,17764,267938,644,9027,1478,20419,438,5999,1340,18469,4970,67281,7403,108516,3712,47933,3943,81852,2573,30874,4957,67038,49115,695595,4557,59548,20748,321367,46731,650342,1081,14684,6582,87585,544,7055,18365,276113,1732,24829,2619,37115,1189,16398,67479,971708
2009-03-01,-3.6,-0.5,11.9,0,3.3,-4.4,-1,-8.3,30.6,-2,8,-1.7,1.6,1.4,1.3,-4.9,-0.3,-3.8,-3.8,-0.2,2.6,-3.4,-4.3,0,-5.7,4.8,13.6,-2,7.6,-1.7,3.1,-3.3,0.8,-0.8,-5,-0.2,-4.8,-4.6,-0.3,-0.7,-3.2,1.1,2.3,4.8,10.6,-3.3,0.3,-1.8,823,10920,479,6079,304,3873,6745,93324,767,9212,4523,80107,22339,317598,1151,14624,1077,13592,1307,17434,597,7883,1954,26194,1906,25761,1247,15799,2558,30694,30330,383667,782,9499,1585,19322,4808,60863,1376,18050,3112,38617,5107,64284,3440,42690,6221,82088,538,6814,19182,254645,685,9231,1605,20419,488,6187,1588,19352,5112,64736,8121,111374,3879,47829,4530,80220,2565,30782,5153,64842,52669,701265,4591,57314,22936,325481,49511,638312,1114,14050,7528,99522,538,6817,19779,262528,1994,26711,2591,34992,1271,16118,72448,963793
2009-04-01,-7.7,-2.8,-13,-4.2,-2.5,1.3,0.3,-2.2,-4.7,0.2,-5.8,1.3,1,-1.9,-2,-4.3,1.3,-3.5,-4.5,-2.3,-2.5,-0.6,0.7,-0.9,-0.9,4.9,-10.4,0.3,-5.7,1.2,-0.4,-0.9,-2.9,-3.2,-4.2,1.3,-3.7,-4,-1.9,-2.6,-0.6,-2.2,2.8,4.9,-11.6,-0.8,-3.7,-3.9,915,10948,501,6141,269,3371,7096,90970,746,8821,5635,80229,24346,311619,1189,14221,1137,13773,1465,16617,607,7277,1978,24674,2047,25190,1315,16007,2592,31098,30194,369627,778,9290,1652,20268,4828,58443,1486,17577,3142,37889,5205,63750,3475,41091,5615,72552,544,6775,20353,243958,763,9494,1693,20237,503,6164,1655,20309,5097,61813,8581,108547,3889,46710,5649,80423,2599,31186,5249,64279,54540,681247,4664,55312,24953,318896,50547,613586,1170,14154,7080,89169,544,6776,20960,251235,2020,25180,2809,34684,1340,16304,75500,932482
2009-05-01,-0.9,0.8,7.1,9.1,-0.1,1.8,3.3,4.3,-16.9,0.2,-0.3,-6.7,-11.6,-0.6,-0.6,-2.7,-5.9,-0.3,-5.6,-1.2,0.2,-11.7,2.7,1.9,3.5,-1.6,1.8,0.1,-0.5,-6.7,-11.8,-0.8,-0.8,-1.3,-2.8,-5.9,-0.7,-6.3,-3.6,2.2,-11.7,0.3,1.5,-1.7,6.1,-0.8,-1,-1.7,985,11311,415,5427,295,3609,7488,90842,802,9623,6688,80409,25857,309864,1205,14339,1156,14018,1252,13807,610,7211,2069,24607,2171,26274,1276,14941,2439,29273,30389,365757,775,9316,1566,19920,4667,54754,1593,17964,3082,36539,5234,63219,3473,40822,6136,76986,493,5985,20369,237188,817,9639,1760,20627,416,5438,1571,19977,4962,58363,9081,108806,3884,46162,6695,80498,2445,29344,5279,63751,56246,675621,4678,55161,26466,317075,50758,602945,1203,14535,7388,90793,493,5985,20979,244399,2108,25053,2988,35913,1297,15217,77225,920020
2009-06-01,9.3,2.6,9.2,1.1,-0.5,1.3,3,2.9,-2,3.1,-3.1,1.8,-1.9,1,1.2,0.3,-7.3,-2.7,-7.1,0.2,-0.4,2.3,0.9,-0.6,1.6,-1,1.5,3.1,-3.2,1.8,-1.9,-6,-1.2,-0.8,0.1,-7.3,-4.6,-8.2,0,-0.1,2.2,-4.9,-1.9,-1,2.1,-6.1,-3.2,-1.9,1042,11650,443,5324,343,3940,8769,90419,836,9732,8504,82881,29546,313078,1290,14711,1223,14194,1238,13526,713,7883,2104,23838,2353,27023,1349,15208,2262,27142,30396,354227,743,8857,1774,19729,4400,50264,1681,17941,3157,36535,5126,59394,3356,38936,6453,78589,518,6118,21921,237343,815,9456,1785,20507,444,5333,1779,19785,4743,54204,10450,108359,3992,46267,8513,82980,2268,27214,5168,59897,59941,667304,4646,53647,30259,320961,52316,591569,1266,14665,7691,92115,518,6122,22634,245226,2143,24244,3168,36479,1369,15487,82575,912530
2009-07-01,7.8,1.2,-2,1.9,-1.6,-4.1,-2.1,7.1,-1.1,1.1,0.1,0.1,4.2,0.3,0.5,3,-7.5,-2.8,-3.5,-4,-2.4,-2,-4.1,0.7,4.9,-1.4,0.9,1.1,0.5,0.3,4.4,-2.8,-1.3,-0.1,2.9,-7.5,-4.4,-3.7,-5.6,-6.5,-2.1,4.3,-1.4,-1.2,1.3,-2.9,-2.7,-0.5,1024,11411,481,5550,314,3861,9087,89001,811,9915,9216,83780,30738,314092,1313,14894,1167,13609,1174,13371,770,8501,2134,23873,2647,28955,1316,15223,2093,25118,29581,344704,786,9237,1660,19483,4287,48420,1569,16770,2895,34491,4956,57699,3178,37238,6713,79580,514,5988,23263,244141,815,9323,1810,20648,482,5569,1663,19513,4601,52280,10656,105770,3706,44406,9222,83856,2098,25181,5002,58244,60319,658796,4491,52132,31507,322593,52844,588845,1207,14068,7888,92951,515,6000,24033,252642,2176,24368,3462,38278,1340,15531,84351,911438
2009-08-01,-5.8,-4.6,-3.1,-1.6,-4.1,-5.6,-3,0.7,-5.4,-0.6,-1.7,-3.2,0.4,-2.4,-2.5,2.4,-8.5,-4.4,-5.8,-0.8,-3.4,0.6,-5.3,-7.7,0,1.5,-0.5,-0.6,-1.6,-3.6,0.6,-3.7,-2.6,-1.2,2.7,-8.5,-4.4,-6,-0.6,0.7,0.6,-13.5,-1.9,1.6,0.4,-3.8,-2.8,-0.5,1016,11064,474,5574,332,3740,8770,85308,802,9755,9539,83239,30762,306447,1240,14207,1095,12841,1192,12654,688,8007,2156,23462,2766,29150,1321,14741,1915,22978,28906,334891,689,7994,1632,19790,4119,45498,1591,16890,2951,34282,4770,55482,3052,35610,6708,79868,532,6024,24520,250768,826,9146,1705,19058,476,5605,1633,19802,4451,49238,10360,102198,3754,44037,9547,83320,1919,23033,4823,56118,59668,641338,4291,49817,31450,314453,53426,585659,1139,13322,7900,92522,533,6034,25208,258774,2202,23971,3592,38296,1343,14969,84876,900112
2009-09-01,4.6,-0.6,-2.2,5.6,-3.9,-0.7,1.4,0,-8.6,0,1.6,-1,-4.7,-1.3,-1.1,1.4,-4.6,-8.1,-0.3,-0.8,-4.1,-1.4,-0.7,-1.7,-0.2,1.2,-3.6,0.1,1.5,-0.8,-4.8,-5.9,-2.6,-1.4,1.3,-4.6,-11,-0.1,-2.6,-5,-2.1,-6,-0.7,1.1,-2.8,-5.9,-3.8,-1.6,1051,11221,578,5310,373,3656,7639,81956,963,10297,9681,83271,30374,302497,1372,14116,1238,12753,1082,11569,814,8374,2209,23837,2823,29155,1301,14592,1827,21918,27896,322235,641,7517,1723,20017,4097,45435,1372,16043,2893,33397,4648,52194,2780,31681,6444,77660,530,5899,23358,254135,816,9082,1692,18738,580,5337,1725,20037,4470,49091,9011,97999,3856,43694,9694,83418,1831,21972,4701,52833,58270,624731,4152,45797,31188,310870,51254,576370,1280,13232,7526,89229,534,5949,24172,262509,2252,24321,3639,38237,1327,14847,82442,887241
2009-10-01,-1,2.8,-3.6,-2,-1.4,-2.4,0.6,-3.5,-14.1,0.4,-0.8,0,17.8,-1,-1,0.3,-8.8,-0.5,-7.4,-1.1,-2.3,-4.3,-2.6,0.3,-3.9,-4,-6.6,0.4,-1,-0.1,17.7,-0.6,-2.7,-1.8,0.3,-9.2,-2,-7.7,-0.8,-6.8,-3.7,-0.1,-5.3,-4.1,-5.5,-0.3,-4.2,-2.2,1026,11287,462,6256,280,3524,6807,80796,813,10087,8817,83639,27546,299576,1203,14517,1048,12451,861,9932,673,8290,2237,23650,2624,28136,1310,14597,1658,19898,28003,308583,655,7512,1709,19189,3710,41937,1262,14953,2911,33133,4589,52021,2705,31038,7408,73370,508,5680,24114,254942,770,8601,1681,18799,464,6282,1714,19243,3989,45461,8069,95749,3725,43221,8829,83753,1670,20042,4630,52513,55550,608159,3908,45555,28220,307866,52117,563525,1088,12893,8269,83302,510,5694,24787,263232,2277,24087,3394,36737,1334,14829,80337,871391
2009-11-01,-3.1,4.5,1.5,-8.2,-2.5,-0.6,-9.5,-0.8,0.9,-4,6.3,3,-3,-1.7,-1.7,0.3,-7,-2.9,-0.2,-5.6,-2.5,-1.6,-0.2,-9.8,-0.9,1.8,-1.8,-4,5.7,4.7,-2.7,-2.2,-2.2,-1.5,0.4,-7.5,-6.3,-0.3,-4.8,-2.6,-2,-10.4,-1.1,1.9,-2.1,-2.2,-2.8,-1.4,890,10220,524,6069,311,3576,6247,78778,777,9257,6858,80289,24640,294604,1239,15164,1059,12381,772,10020,668,8031,2195,25145,2422,27912,1283,15038,1533,18401,25981,299917,564,6730,1684,19555,3501,41799,1160,14558,2689,31548,4229,50901,2446,29079,6812,71810,496,5569,20593,255941,744,8503,1454,16949,528,6114,1688,19597,3812,45375,7407,93335,3466,40806,6871,80417,1553,18636,4266,51349,50621,594521,3685,44243,25308,302635,46574,555858,1098,12865,7584,81830,498,5601,21261,263973,2222,25456,3166,36415,1325,15532,71882,858493
2009-12-01,9.5,0.8,-2.3,6.5,-1.5,0.3,0,-2.8,0,-2.3,-1.5,0,6,-1,-0.8,0.2,-7,-1.2,0,-0.3,-1.6,-4.7,0.6,-0.2,-2.1,1.7,-2.9,-2.4,-1.2,0.3,5.7,-16.1,-2.8,-1.9,-0.1,-6.9,-2.2,0.3,-2.3,-2.2,-4.8,-0.5,0.1,1.7,-3.3,-16.4,-4.5,-2.4,790,10219,571,6431,290,3493,5630,77632,821,9861,4846,78431,21166,291538,1209,15288,1027,12424,734,10016,723,8792,1917,24759,2096,27137,1169,15042,1427,17126,24653,286479,550,6696,2023,19887,3235,41904,1086,14236,2505,30826,3780,42551,2255,28431,6543,69475,426,5299,18374,255801,702,8511,1340,16915,574,6462,2027,19937,3525,45397,6716,91868,3326,40687,4852,78511,1444,17333,3823,43060,45819,578017,3464,43719,21889,300330,43027,542280,1063,12936,7276,79492,429,5340,19097,264592,1948,25141,2797,35649,1214,15574,64916,842609
2010-01-01,0.7,-8.4,-14.6,-6.3,2.2,-4.5,2.5,-1.8,2.4,-0.3,9,-16.5,-3.8,-0.7,-0.7,-0.3,-10.1,-6.5,-4.4,-1.7,1.7,0.2,-5.6,-1.6,0.6,-12.6,-15.6,-0.3,8.9,-15.5,-4,5.8,-3.4,-2.4,-0.4,-10.2,-5.4,-3.5,-0.2,-1.5,0,-7.8,8.4,-12.5,-18.2,6,-6.1,-3.4,706,10470,463,6188,213,2983,5353,79360,716,9242,3576,78173,18321,289442,1037,14010,893,11860,716,10252,615,8854,1885,26991,1820,26650,883,12553,1172,15375,20007,268992,453,6173,1113,17397,2906,40418,1013,14029,2347,30771,3361,45115,2048,26888,4398,56850,401,5299,16705,254826,694,9225,1159,16643,465,6205,1115,17422,3119,43401,6366,93389,3062,40013,3584,78277,1190,15582,3397,45540,38328,558433,3085,40898,18936,298296,36711,523818,920,12215,5114,67102,405,5353,17320,263680,1912,27367,2514,35875,923,13153,55647,822114
2010-02-01,-3.7,-3.4,4,0.4,-2.2,-1,-5.8,4.7,-10,0.4,-14.4,4.2,-4.3,-2,-2,0,-8,1.9,-2.4,-4.3,-1.8,5.7,-0.2,-1.8,4.3,5.1,-2.2,0.4,-14,3.6,-4.4,0.3,-1.3,-0.9,0.1,-8.2,4.6,-2.9,-5.7,0.3,5.5,5,2.9,5.1,-0.8,0.3,-0.5,-0.2,675,9863,441,5922,231,3101,5178,77621,732,9276,3790,78487,18109,283667,985,13540,866,11746,654,9222,615,8529,1625,23107,1927,27914,939,13082,1113,14113,20040,267569,477,6484,1315,18277,2864,39263,1026,14072,2235,29020,3341,45228,2148,28137,4321,56378,429,5593,16505,255121,666,9492,1152,16347,441,5931,1318,18317,3095,42364,6205,91693,2967,38296,3796,78587,1132,14339,3379,45685,38148,551236,3133,41677,18724,292195,36545,522690,897,12187,4975,65600,435,5656,17120,263649,1658,23529,2593,37406,972,13623,55268,814885
2010-03-01,9,0.9,-10.1,4.3,-1.9,-0.1,-1.3,6.8,22.1,2.4,7.1,5.3,8.4,2.6,2.8,-0.2,-12.7,-4.7,-1.6,1,-1.2,-4.6,-0.2,4.7,5.2,-9.6,4.1,2.5,7.3,8.9,8.4,8.3,1.3,0.9,-0.5,-13.1,-7.4,-1,0,2.5,-4.8,13.8,0.5,-9.8,1.1,8.4,0,-0.2,732,9738,512,6419,220,2787,5485,76182,817,9671,4554,80394,20442,291016,1090,13660,934,11729,849,11260,696,9295,1891,24756,2199,29801,1090,13773,1012,12260,21256,267614,596,7379,1394,16491,3030,38878,1137,14425,2362,29016,3926,49045,2062,26066,4457,57023,425,5327,18880,253924,694,9543,1328,17117,513,6427,1400,16563,3250,41665,6622,90607,3179,38687,4564,80544,1034,12516,3963,49495,41698,558630,3152,39727,21138,300311,40136,521538,971,12164,5306,68283,430,5396,19576,263220,1928,25257,2893,39344,1167,14839,61274,821849
2010-04-01,7.8,3.6,-12.5,-2.2,-1,0.8,7.8,2.1,6.1,2.4,6.1,4.8,18.2,2.4,2.5,0.5,-3.2,-0.3,-3,0.4,-1.5,1.4,0.2,3.6,1.2,7.2,7.9,2.4,5.7,1.1,18.3,-6.2,1.2,1,0.3,-3.7,-2.3,-2.3,1.3,-4.3,1.4,-2,-1.5,7.3,8.3,-6.7,-0.2,0,859,10498,606,7589,194,2440,5855,75422,806,9460,5718,82327,23112,297886,1205,14157,966,11822,1089,11952,824,10019,2081,26265,2454,30429,1187,14429,993,11811,21786,267185,608,7229,1443,17698,3181,37984,1162,13810,2450,29397,3751,45738,2100,25467,4791,61744,433,5402,21113,254574,751,9401,1467,17727,607,7600,1448,17752,3375,40424,7016,89232,3255,38857,5728,82460,1018,12112,3806,46406,44898,565071,3305,39624,23936,307905,42899,521759,997,12193,5880,73696,439,5473,21937,264593,2116,26689,3205,39830,1233,14996,66834,829664
2010-05-01,1,-4.4,11.6,0.9,0.1,-3,-4.9,-0.7,-15.6,2.2,-3.3,6,-7.3,-0.7,-0.6,-0.6,-6,-4.4,-1.2,1.6,-0.1,1.2,-3.7,-5.9,0,1.6,0.3,2.2,-3.1,6.2,-7.3,-5.9,-0.8,-0.7,-0.7,-6.1,-4.4,-2.1,1.9,-1.1,1.6,-7.4,2.3,1.5,3.4,-5.8,-1,-0.8,862,9988,564,7035,226,2724,6245,75468,788,9545,7043,84171,24712,295941,1131,13539,946,11468,884,10088,855,10124,2136,25398,2503,30218,1301,15301,932,11095,21963,264485,564,6694,1434,17968,3178,37203,1218,13661,2496,29941,3566,43094,2073,24354,5128,63839,443,5487,21750,252896,799,9621,1426,16682,564,7045,1439,18032,3404,39927,7463,89130,3284,39486,7055,84312,956,11384,3615,43685,46675,560427,3204,37892,25567,306066,43713,517381,971,11746,6012,73927,448,5540,22605,263020,2176,25868,3302,39839,1356,15931,69280,823447
2010-06-01,5.5,-0.2,-1.9,1.1,0.6,-2.9,1.9,-4.3,15.4,-2.4,1.8,1,15.4,0.1,0.3,-0.7,0,-0.3,2.6,-1.9,0.2,-2.7,-3.3,0.2,-2.2,-4.2,4.6,-2.4,1.6,0.7,16.2,-2.2,0.1,-0.2,-0.9,-1.9,-0.4,2.9,-2.9,-1.6,-2.7,-2.4,4.6,-4,2.9,-2.3,0,-0.5,914,10177,678,8118,235,2673,7486,75903,809,9654,8458,82149,28207,296372,1194,13509,962,11134,1126,11645,997,10684,2280,25859,2582,28907,1384,15460,910,10887,22805,264369,553,6532,1538,17243,3401,38298,1272,13447,2515,29079,3646,42111,2087,24263,5438,65693,448,5339,23174,250518,876,10062,1467,16709,684,8183,1540,17272,3636,40972,8758,89350,3325,38733,8468,82259,952,11384,3697,42717,51012,560741,3280,37772,29204,307056,45978,514886,982,11358,6564,77338,452,5391,24171,261202,2319,26287,3459,38969,1432,16047,75182,821943
2010-07-01,-0.7,-0.4,2.1,0.7,1.1,-4.5,4.9,-0.9,4.1,-6,1.9,-1.6,-11.2,-1.5,-1.5,-2.4,-1.3,-5,-6,0,0.5,-5.3,-4.5,0,-0.5,2.7,-5.7,-6,1.8,-1.1,-11.1,-3.5,-2.9,-2.7,-2.5,-1.4,-7.6,-6.6,-0.2,-3.2,-5.2,-7.7,0.9,2.7,-7.4,-3.5,-4.3,-3.4,945,10674,595,7205,221,2730,7932,76740,807,9721,8369,77216,28284,291847,1146,13453,889,10629,1055,12124,942,10610,2321,26344,2566,28636,1342,15219,897,10732,21823,252883,532,6032,1470,17706,3203,35789,1207,13020,2430,29014,3446,40652,1920,22431,5264,60840,433,5063,23228,244354,898,10152,1477,16706,600,7271,1473,17743,3424,38519,9138,89760,3238,38735,8379,77325,939,11239,3493,41220,50107,544730,3066,35884,29226,302457,45051,497237,906,10842,6319,72964,437,5107,24170,254964,2354,26754,3465,38788,1398,15875,74277,799694
