"imcp_total.date","imcp_total.values","imcp_nacional.values","imcp_nacional_bienes.values","imcp_nacional_servicios.values","imcp_importado.values"
2001-08-01,80.378974068223,83.182794032945,90.835881604762,75.397955195323,55.086308255323
2001-07-01,79.87050940369,83.302421169189,89.690434500197,76.804435381386,48.911960539545
2001-06-01,80.743610147316,83.785660735254,92.360820784452,75.062875537336,53.301916360007
2001-05-01,80.972726569755,83.995038672993,91.472655729358,76.388691152859,53.709089470626
2001-04-01,76.948197674316,80.101625801624,84.019691989063,76.116108382919,48.501790703638
2001-03-01,80.838889923258,83.306819902076,91.941627819252,74.523359971919,58.576216502977
2001-02-01,74.34706145952,77.109668151871,81.426483986018,72.718536436055,49.426171844181
2001-01-01,77.682691419513,80.869202220263,87.163775109899,74.466265492093,48.937852661458
2000-12-01,82.055820164629,84.488927344714,95.117681585202,73.677194429021,60.107275833273
2000-11-01,81.093078305331,82.522955183066,93.187916701061,71.674391665672,68.19446196149
2000-10-01,81.498388483132,83.997690198753,96.917778758673,70.855176636361,58.952717272364
2000-09-01,77.55464134643,80.468367455726,89.879261864516,70.89546036394,51.270535490854
2000-08-01,78.443285907172,81.964972855307,90.543623122192,73.23863735407,46.674894142526
2000-07-01,78.684658901193,82.455137608984,90.223628180791,74.552909058012,44.671969388064
2000-06-01,78.541060094961,81.801101978563,90.973717124151,72.470576232211,49.13291301867
2000-05-01,78.995640846524,82.609810557196,91.23827581631,73.832802476746,46.392981676797
2000-04-01,74.250480361096,78.049270254231,82.762033426371,73.255374792992,39.982401643707
2000-03-01,77.743840965218,81.570176207988,91.480651266315,71.489087966236,43.227281485234
2000-02-01,72.526879173068,76.317244355896,82.31915091807,70.212012334632,38.334797982288
2000-01-01,73.287886414894,77.973903952726,84.538617107503,71.296176376035,31.016315105386
1999-12-01,78.482440738075,82.666473762744,94.143183516819,70.992187406651,40.739165358568
1999-11-01,74.693298834757,78.667262975622,88.006182731388,69.167569612141,38.845010345492
1999-10-01,74.709747037527,78.951230302026,89.329450664968,68.394344314683,36.448225217377
1999-09-01,72.505894540515,76.648508735361,84.973484967024,68.180214379343,35.136249648783
1999-08-01,72.634796950407,77.206365630866,83.685172458471,70.616023296522,31.395644533203
1999-07-01,74.132272498383,78.823059639013,85.595017865782,71.934519175339,31.817675612652
1999-06-01,72.898048529433,77.036842562731,84.307372326842,69.641147433596,35.562864505585
1999-05-01,72.866454564067,77.213879135266,83.619498308286,70.697984413143,33.649258663614
1999-04-01,71.253941529728,75.138000402082,79.947557505486,70.245644659515,36.216669418076
1999-03-01,73.511332066275,76.932778174353,85.198973637037,68.524276524084,42.647191680205
1999-02-01,67.567603665356,71.317560053123,75.415730044,67.148838264855,33.740041652782
1999-01-01,69.363410121657,73.640012146683,78.593348888895,68.601401535642,30.785089403949
1998-12-01,74.109359513247,78.521324228929,88.340352886882,68.533256677521,34.309960644532
1998-11-01,70.87012076066,75.114258849932,83.812776363603,66.265992534578,32.584650328758
1998-10-01,71.901428431897,75.98092594595,86.327907832883,65.455816218709,35.101145744089
1998-09-01,69.123741815499,73.032513694069,80.283247485127,65.656955334362,33.863538911093
1998-08-01,69.195444815897,73.760605274738,79.36236263939,68.062411195283,28.014099608102
1998-07-01,71.014199335037,75.359730555391,81.431914332079,69.183011466481,31.81408295138
1998-06-01,69.992662953431,74.226589669735,80.880640793008,67.457986132159,31.799307153433
1998-05-01,70.307538362468,74.509756555596,80.117850933772,68.805116368145,32.400218431457
1998-04-01,67.978050747279,72.059425759165,75.763575521248,68.291507431088,31.160831549335
1998-03-01,70.50819462414,74.279573273156,81.837584307927,66.591447756947,36.487386931908
1998-02-01,64.901048923852,68.94111247802,72.534790016089,65.285568201841,28.456491632684
1998-01-01,66.354096689075,70.550167271267,73.939387032679,67.102600602223,28.502233053724
1997-12-01,71.272414055359,74.6939598848,82.453321127033,66.801017828822,40.407374103998
1997-11-01,68.136877630876,71.985235685115,79.147446351321,64.699724414756,33.421655034951
1997-10-01,69.146130602669,73.056244734263,81.885715226888,64.074771026873,33.873819518141
1997-09-01,64.877181712898,69.021216741,74.749810063386,63.194003167059,27.494719785416
1997-08-01,65.340768307316,69.647641641432,73.770243065905,65.454067821701,26.489376524368
1997-07-01,66.383956874444,70.776771784502,74.975057928795,66.50621029924,26.757304344698
1997-06-01,65.51748040748,69.681895159652,74.097577337221,65.190195072863,27.951177307336
1997-05-01,65.473354171862,70.219363730518,73.992525621339,66.381245199578,22.660607553939
1997-04-01,65.426832535792,69.900993459845,73.588520140872,66.149984386469,25.06637484984
1997-03-01,62.192094716434,66.769511903262,69.900389400218,63.584734974288,20.900184162494
1997-02-01,60.680672595607,65.10140782149,67.275585314178,62.889800907792,20.802156812717
1997-01-01,62.266788913123,67.073888144472,69.742142009846,64.359699116204,18.902965301859
1996-12-01,66.333848744418,70.34500517583,76.300645780902,64.286835600452,30.15005648263
1996-11-01,63.917229622981,67.99362227502,73.702644959413,62.186316256206,27.14495523752
1996-10-01,63.735334588547,67.765857416527,74.053105254692,61.37037184381,27.376842166773
1996-09-01,59.515552604972,63.813012382748,67.09815941844,60.471310097133,20.74907851917
1996-08-01,60.922396006968,65.581819303529,68.84562827552,62.261822425758,18.890725713041
1996-07-01,61.426911097571,66.340430433084,69.139990781655,63.492674422805,17.103094275529
1996-06-01,59.759242950301,64.684214692066,67.026666751979,62.301436290518,15.332116398061
1996-05-01,60.749140971759,65.610199245735,68.05202856507,63.126332761572,16.898564270094
1996-04-01,58.636625545717,63.374026328502,63.815556828491,62.92489468692,15.901536870853
1996-03-01,60.445373574721,65.157109551532,68.907752581901,61.341897553123,17.941801676553
1996-02-01,57.366070050752,61.80273393269,63.059253296263,60.524583036079,17.343865236638
1996-01-01,59.275356439233,63.920118263631,65.492092513493,62.321081786232,17.375944179133
1995-12-01,62.352906770875,67.298182489594,71.522265371781,63.001380164258,17.742622344648
1995-11-01,59.633328999219,64.260429619965,67.702162274222,60.759446025547,17.893234715109
1995-10-01,58.801284884705,63.352455069552,66.608720558783,60.040131538912,17.746142974278
1995-09-01,57.003360700543,61.598428664156,63.300962704125,59.866584752487,15.552226229169
1995-08-01,58.619994700949,63.005236763648,64.720380116592,61.260566464139,19.061655222652
1995-07-01,57.475659417627,62.259465756193,61.702487230719,62.826032911756,14.321956056731
1995-06-01,58.552102328394,63.262039975624,64.728532378045,61.770301262025,16.064752780332
1995-05-01,58.015914406331,62.640834872248,62.665541200626,62.615703213568,16.295486836985
1995-04-01,56.414360718861,60.984113840198,59.554377362041,62.438463860144,15.191586075813
1995-03-01,59.476662385905,64.148526837529,66.175167959842,62.08699619766,17.332763068244
1995-02-01,56.179842920129,60.564003629248,59.869193281118,61.270775442866,16.631258103347
