"date","S42SMSM144SCEN","S423SMM144SCEN","S4231SM144SCEN","S4232SM144SCEN","S4233SM144SCEN","S42343M144SCEN","S4235SM144SCEN","S4236SM144SCEN","S4237SM144SCEN","S4238SM144SCEN","S4239SM144SCEN","S4241SM144SCEN","S4242SM144SCEN","S4243SM144SCEN","S4244SM144SCEN","S4245SM144SCEN","S4246SM144SCEN","S4247SM144SCEN","S4248SM144SCEN","S4249SM144SCEN","I42IMSM144SCEN","I4231IM144SCEN","I4232IM144SCEN","I4233IM144SCEN","I4234IM144SCEN","I42343M144SCEN","I4235IM144SCEN","I4236IM144SCEN","I4237IM144SCEN","I4238IM144SCEN","I4239IM144SCEN","I4241IM144SCEN","I4242IM144SCEN","I4243IM144SCEN","I4244IM144SCEN","I4245IM144SCEN","I4246IM144SCEN","I4247IM144SCEN","I4248IM144SCEN","I4249IM144SCEN","R42IRSM163SCEN","R423IRM163SCEN","R4231IM163SCEN","R4232IM163SCEN","R4233IM163SCEN","R4234IM163SCEN","R42343M163SCEN","R4235IM163SCEN","R4236IM163SCEN","R4237IM163SCEN","R4238IM163SCEN","R4239IM163SCEN","R424IRM163SCEN","R4241IM163SCEN","R4242IM163SCEN","R4243IM163SCEN","R4244IM163SCEN","R4245IM163SCEN","R4246IM163SCEN","R4247IM163SCEN","R4248IM163SCEN","R4249IM163SCEN"
2020-08-01,494668,245007,37728,8454,14671,23817,12004,52417,14910,38325,22448,6934,65050,11265,56972,16852,9048,42166,15529,25845,652615,63375,12571,20807,47164,16466,29407,54835,29120,103816,31443,8064,70538,26156,41227,24227,12085,19780,16222,41778,1.32,1.6,1.68,1.49,1.42,1.07,0.69,2.45,1.05,1.95,2.71,1.4,1.04,1.16,1.08,2.32,0.72,1.44,1.34,0.47,1.04,1.62
2020-09-01,496103,246861,40163,8675,15519,22354,11854,50306,15043,38478,23577,7036,63972,11449,57377,17600,9464,40891,15247,26206,657518,63336,12475,21282,47056,16342,29334,54474,29781,104594,31533,8224,72400,25516,41298,25849,11887,20145,16251,42083,1.33,1.6,1.58,1.44,1.37,1.09,0.73,2.47,1.08,1.98,2.72,1.34,1.06,1.17,1.13,2.23,0.72,1.47,1.26,0.49,1.07,1.61
2020-10-01,508331,255695,42476,8737,15461,22714,12549,53920,14982,39163,24007,7056,65303,11497,57358,17806,9486,42220,15671,26239,664616,63021,12515,21749,46953,15853,29081,56087,30883,103892,31885,8319,74439,25261,41682,28852,11757,19244,16619,42377,1.31,1.55,1.48,1.43,1.41,1.06,0.7,2.32,1.04,2.06,2.65,1.33,1.06,1.18,1.14,2.2,0.73,1.62,1.24,0.46,1.06,1.62
2020-11-01,509783,256079,40781,8619,15636,23015,12941,54316,14965,38842,24722,7052,66566,12137,57491,19195,9658,40412,14872,26321,666145,63086,13124,22295,47838,16900,29113,55398,31200,104226,32172,8190,71959,25176,41897,28798,11698,20877,17071,42027,1.31,1.56,1.55,1.52,1.43,1.06,0.73,2.25,1.02,2.08,2.68,1.3,1.06,1.16,1.08,2.07,0.73,1.5,1.21,0.52,1.15,1.6
2020-12-01,519238,255922,41793,8757,16371,23246,14384,49673,15482,39331,25361,7139,67210,12457,57427,20678,10231,48879,13037,26258,667974,61358,13640,22862,49030,17334,28769,56601,31295,104107,32712,8126,71293,24374,41058,29567,11876,21148,17870,42288,1.29,1.56,1.47,1.56,1.4,1.1,0.75,2,1.14,2.02,2.65,1.29,1.02,1.14,1.06,1.96,0.71,1.43,1.16,0.43,1.37,1.61
2021-01-01,542833,270101,42130,9105,16459,23421,14701,57535,15354,41095,27764,7418,66736,12304,58985,21092,10261,53766,15580,26590,676463,61310,13566,23579,50644,17980,29203,57303,31858,103535,33139,8169,74418,23841,41445,30336,12074,22066,17982,41995,1.25,1.5,1.46,1.49,1.43,1.1,0.77,1.99,1,2.07,2.52,1.19,1,1.1,1.12,1.94,0.7,1.44,1.18,0.41,1.15,1.58
2021-02-01,538296,261181,39503,8744,15869,23201,15219,55690,15043,38860,27020,7133,65703,11642,58401,20517,10325,62615,15140,25639,682344,61008,13726,24110,51376,18562,29894,57485,32283,103777,33541,8374,74233,25363,41463,29754,12335,23579,17767,42276,1.27,1.56,1.54,1.57,1.52,1.14,0.8,1.96,1.03,2.15,2.67,1.24,0.99,1.17,1.13,2.18,0.71,1.45,1.19,0.38,1.17,1.65
2021-03-01,561839,272111,41602,9148,17775,23501,16807,55991,15886,41103,27761,7317,68594,13616,60491,21005,11259,64613,15242,27591,688911,61063,14136,24785,52288,19079,30570,58070,32886,103418,33718,8491,75287,26181,41972,29040,12546,24207,17730,42523,1.23,1.51,1.47,1.55,1.39,1.14,0.81,1.82,1.04,2.07,2.52,1.21,0.96,1.16,1.1,1.92,0.69,1.38,1.11,0.37,1.16,1.54
2021-04-01,572105,279544,41524,9057,18323,24226,17871,59245,16181,41797,27706,7456,67959,14726,61649,20903,11486,64549,15711,28122,695058,61542,14319,25207,52474,18875,31322,58457,33253,103220,34196,8572,74491,25077,43111,32058,12634,24005,17458,43662,1.21,1.48,1.48,1.58,1.38,1.1,0.78,1.75,0.99,2.06,2.47,1.23,0.96,1.15,1.1,1.7,0.7,1.53,1.1,0.37,1.11,1.55
2021-05-01,575582,284128,42007,9237,19180,24753,18644,59735,16134,42563,28861,7629,67159,14117,62459,21702,11576,64705,15517,26590,704470,62119,14596,26838,52589,19049,32231,59272,33691,103392,34795,8734,76581,24707,44322,31837,12638,23290,17804,45034,1.22,1.48,1.48,1.58,1.4,1.1,0.77,1.73,0.99,2.09,2.43,1.21,0.98,1.14,1.14,1.75,0.71,1.47,1.09,0.36,1.15,1.69
2021-06-01,589404,288324,42420,9428,19122,24414,19404,60849,16460,43341,29393,7613,68049,14568,64173,21647,11778,70480,15511,27261,713342,61592,14770,28308,52744,19039,33377,61007,34045,103786,36060,8866,75006,24097,45596,31794,12945,25498,17999,45852,1.21,1.48,1.45,1.57,1.48,1.1,0.78,1.72,1,2.07,2.39,1.23,0.96,1.16,1.1,1.65,0.71,1.47,1.1,0.36,1.16,1.68
2021-07-01,605575,292126,43621,9669,18504,23237,20598,60849,16126,45863,30105,7953,71663,13876,64324,22343,11968,77451,15867,28004,721918,62045,15225,28967,53000,19126,34928,61771,34894,105546,36632,8883,75235,23628,46000,31121,13185,25222,18365,47271,1.19,1.48,1.42,1.57,1.57,1.13,0.82,1.7,1.02,2.16,2.3,1.22,0.92,1.12,1.05,1.7,0.72,1.39,1.1,0.33,1.16,1.69
2021-08-01,600616,290853,42339,9463,18399,24464,20880,60500,16300,44564,30025,8109,68336,13526,65025,22434,12467,75674,15696,28496,731050,62129,15347,29734,53748,20065,36166,63242,35723,106560,36891,8921,75003,24409,46815,30245,13390,26089,18651,47987,1.22,1.51,1.47,1.62,1.62,1.11,0.82,1.73,1.05,2.19,2.39,1.23,0.94,1.1,1.1,1.8,0.72,1.35,1.07,0.34,1.19,1.68
2021-09-01,609626,292084,41464,9728,18410,24845,21623,61812,16033,45512,28476,8171,72047,13731,66166,22237,12444,78396,15590,28760,740256,60762,15699,30232,54704,19984,37348,64708,36753,106974,36821,8906,75183,25265,47161,33216,13446,25622,18570,48886,1.21,1.52,1.47,1.61,1.64,1.12,0.8,1.73,1.05,2.29,2.35,1.29,0.93,1.09,1.04,1.84,0.71,1.49,1.08,0.33,1.19,1.7
2021-10-01,622134,294768,40686,9622,19088,25441,22503,60580,16793,45694,30309,8536,71017,14238,67573,24123,12505,83905,15835,29634,756562,62148,16239,30854,55309,20425,39837,64686,37967,108046,38375,8924,76119,26497,47393,34202,13910,28438,18560,49058,1.22,1.54,1.53,1.69,1.62,1.12,0.8,1.77,1.07,2.26,2.36,1.27,0.93,1.05,1.07,1.86,0.7,1.42,1.11,0.34,1.17,1.66
2021-11-01,632425,298108,40795,9622,19762,26117,22847,62057,16945,46683,29398,8355,70860,14502,68353,24935,12946,87908,16138,30320,770056,64627,17414,31092,55714,20774,40743,67354,39314,108969,40077,9034,76220,27558,48876,34003,13917,26740,18321,50083,1.22,1.56,1.58,1.81,1.57,1.11,0.8,1.78,1.09,2.32,2.33,1.36,0.91,1.08,1.08,1.9,0.72,1.36,1.08,0.3,1.14,1.65
2021-12-01,633158,300527,42325,9537,20496,26662,22525,62707,17220,45300,29744,8576,71351,14593,68411,24231,12941,87212,14465,30851,789049,68269,18159,32607,57546,21088,42626,69887,39809,109769,40677,9141,77305,28834,49745,33767,14186,27435,18934,50353,1.25,1.6,1.61,1.9,1.59,1.14,0.79,1.89,1.11,2.31,2.42,1.37,0.93,1.07,1.08,1.98,0.73,1.39,1.1,0.31,1.31,1.63
2022-01-01,664740,319308,45090,10046,21796,27282,23083,70897,18175,47217,30461,8752,73655,14498,68630,25435,13633,93298,16404,31127,798566,66689,18731,33976,58426,21567,43297,72290,40503,110594,40264,9179,76592,29250,50934,34589,14634,27872,18934,51812,1.2,1.52,1.48,1.86,1.56,1.11,0.79,1.88,1.02,2.23,2.34,1.32,0.91,1.05,1.04,2.02,0.74,1.36,1.07,0.3,1.15,1.66
2022-02-01,674911,316027,42733,10580,22658,27918,23402,66351,17950,48389,30868,8866,75358,14656,71560,26342,13794,100734,16319,31255,821111,67976,19398,35307,59782,21873,43516,73522,41941,111842,42036,9192,78207,32213,52530,37243,15110,28875,19371,53050,1.22,1.57,1.59,1.83,1.56,1.13,0.78,1.86,1.11,2.34,2.31,1.36,0.91,1.04,1.04,2.2,0.73,1.41,1.1,0.29,1.19,1.7
2022-03-01,687088,322639,45070,10934,23355,27513,24157,67247,18251,48133,32882,9040,72547,15443,70475,28318,14267,107220,16085,31054,843644,69634,20332,35052,60736,22530,43660,76291,43656,114562,43494,9205,79701,33509,54171,39095,15526,30134,19914,54972,1.23,1.57,1.55,1.86,1.5,1.15,0.82,1.81,1.13,2.39,2.38,1.32,0.92,1.02,1.1,2.17,0.77,1.38,1.09,0.28,1.24,1.77
2022-04-01,692466,323754,44358,11239,22552,26222,23310,69804,18282,48292,34358,9306,74274,14719,70987,29289,14321,108415,16133,31268,862896,71157,20758,35810,61496,22870,43805,78531,45285,117611,44579,9483,79949,35683,55171,40826,15707,30079,20105,56861,1.25,1.6,1.6,1.85,1.59,1.19,0.87,1.88,1.13,2.48,2.44,1.3,0.93,1.02,1.08,2.42,0.78,1.39,1.1,0.28,1.25,1.82
2022-05-01,697250,320832,43208,11054,22402,26428,23668,69197,18423,49601,32236,9300,75709,14691,71492,29761,14747,111925,16023,32770,879642,72915,21543,36125,62103,23208,45159,80397,46576,120166,44919,9671,80578,36831,56253,40494,15699,32102,20210,57901,1.26,1.65,1.69,1.95,1.61,1.22,0.88,1.91,1.16,2.53,2.42,1.39,0.93,1.04,1.06,2.51,0.79,1.36,1.06,0.29,1.26,1.77
2022-06-01,709584,323059,45648,10731,22383,26548,24057,68953,18593,50859,30925,9415,77384,14647,71946,31134,14675,118947,15487,32890,895401,74788,22094,36989,62845,23283,46011,82835,46932,123324,44911,9921,82547,38549,56883,39440,16126,31750,21037,58419,1.26,1.67,1.64,2.06,1.65,1.23,0.88,1.91,1.2,2.52,2.42,1.45,0.92,1.05,1.07,2.63,0.79,1.27,1.1,0.27,1.36,1.78
