"date","S42SMSM144SCEN","S423SMM144SCEN","S4231SM144SCEN","S4232SM144SCEN","S4233SM144SCEN","S42343M144SCEN","S4235SM144SCEN","S4236SM144SCEN","S4237SM144SCEN","S4238SM144SCEN","S4239SM144SCEN","S4241SM144SCEN","S4242SM144SCEN","S4243SM144SCEN","S4244SM144SCEN","S4245SM144SCEN","S4246SM144SCEN","S4247SM144SCEN","S4248SM144SCEN","S4249SM144SCEN","I42IMSM144SCEN","I4231IM144SCEN","I4232IM144SCEN","I4233IM144SCEN","I4234IM144SCEN","I42343M144SCEN","I4235IM144SCEN","I4236IM144SCEN","I4237IM144SCEN","I4238IM144SCEN","I4239IM144SCEN","I4241IM144SCEN","I4242IM144SCEN","I4243IM144SCEN","I4244IM144SCEN","I4245IM144SCEN","I4246IM144SCEN","I4247IM144SCEN","I4248IM144SCEN","I4249IM144SCEN","R42IRSM163SCEN","R423IRM163SCEN","R4231IM163SCEN","R4232IM163SCEN","R4233IM163SCEN","R4234IM163SCEN","R42343M163SCEN","R4235IM163SCEN","R4236IM163SCEN","R4237IM163SCEN","R4238IM163SCEN","R4239IM163SCEN","R424IRM163SCEN","R4241IM163SCEN","R4242IM163SCEN","R4243IM163SCEN","R4244IM163SCEN","R4245IM163SCEN","R4246IM163SCEN","R4247IM163SCEN","R4248IM163SCEN","R4249IM163SCEN"
2015-06-01,453770,212394,36145,6825,10298,19042,13742,45235,11198,33836,18081,7863,50079,13926,52138,19392,9947,54496,11109,22426,601125,61564,11858,15044,41958,15717,31610,51163,23067,97654,28645,8689,57678,28409,36325,21893,12244,22799,15388,35137,1.32,1.71,1.7,1.74,1.46,1.13,0.83,2.3,1.13,2.06,2.89,1.58,0.99,1.11,1.15,2.04,0.7,1.13,1.23,0.42,1.39,1.57
2015-07-01,453312,213619,37018,6724,10234,19368,13249,44556,11309,34613,18529,7711,50733,14274,53073,18533,9985,51731,11493,22160,600204,62191,12018,15241,41984,15752,30843,51361,23260,96860,28405,8685,57541,28542,36851,22112,12385,21509,15450,34966,1.32,1.7,1.68,1.79,1.49,1.12,0.81,2.33,1.15,2.06,2.8,1.53,0.99,1.13,1.13,2,0.69,1.19,1.24,0.42,1.34,1.58
2015-08-01,447843,211266,35681,6772,10340,18960,13259,44986,11372,33906,18215,7668,51452,14207,53521,17901,9739,48918,11351,21820,601358,61760,12032,15373,41985,15804,30252,51612,23456,96922,28786,8624,58001,28882,36775,22598,12456,21177,15477,35190,1.34,1.71,1.73,1.78,1.49,1.14,0.83,2.28,1.15,2.06,2.86,1.58,1.01,1.12,1.13,2.03,0.69,1.26,1.28,0.43,1.36,1.61
2015-09-01,449667,213519,36540,6689,10502,19730,12958,46241,11363,33942,17942,7714,51227,14449,53879,20033,9609,45817,11570,21850,603101,62486,12140,15416,41849,15490,29587,51256,23479,95760,28746,8623,59077,29415,36779,24245,12131,20934,15413,35765,1.34,1.69,1.71,1.81,1.47,1.12,0.79,2.28,1.11,2.07,2.82,1.6,1.03,1.12,1.15,2.04,0.68,1.21,1.26,0.46,1.33,1.64
2015-10-01,449268,211769,35572,6910,10542,19744,12559,46216,11177,33678,17532,7858,51774,14585,53132,20071,9280,47160,11465,22174,602483,62639,12145,15526,42250,15565,29363,51383,23519,95912,28544,8600,60227,29196,36435,22308,12083,20978,15361,36014,1.34,1.71,1.76,1.76,1.47,1.12,0.79,2.34,1.11,2.1,2.85,1.63,1.02,1.09,1.16,2,0.69,1.11,1.3,0.44,1.34,1.62
2015-11-01,443320,211296,35544,6937,10704,19573,12733,45888,11257,33465,17517,7735,51667,14432,53253,17484,9394,44614,11386,22059,600229,62242,12096,15610,42057,15543,28532,51427,23667,95627,28290,8576,60748,28681,36362,20695,12002,21988,15437,36192,1.35,1.7,1.75,1.74,1.46,1.13,0.79,2.24,1.12,2.1,2.86,1.62,1.04,1.11,1.18,1.99,0.68,1.18,1.28,0.49,1.36,1.64
2015-12-01,438147,210557,36155,6914,10930,19707,12235,44053,11359,33302,17581,7695,51969,13728,52717,17667,9212,41053,11457,22092,597666,62480,12127,15407,41843,15261,27438,51861,23629,94878,28446,8589,60658,29195,36606,21184,12192,19933,15324,35876,1.36,1.7,1.73,1.75,1.41,1.1,0.77,2.24,1.18,2.08,2.85,1.62,1.05,1.12,1.17,2.13,0.69,1.2,1.32,0.49,1.34,1.62
2016-01-01,432522,206906,35507,6676,10925,19022,12147,43550,11663,33417,16539,7844,52298,13831,53221,17604,9033,37289,11787,22709,597538,62741,12149,15552,41722,15236,26844,50173,23566,94920,28642,8788,62551,29286,36645,21496,12028,19358,15195,35882,1.38,1.72,1.77,1.82,1.42,1.14,0.8,2.21,1.15,2.02,2.84,1.73,1.07,1.12,1.2,2.12,0.69,1.22,1.33,0.52,1.29,1.58
2016-02-01,429344,208875,35460,6764,11219,18963,11752,44650,11540,32709,17708,7732,52358,14018,53451,17180,8969,32622,11793,22346,593744,61968,12155,15448,41491,14981,26692,50081,23694,94588,28808,8923,60840,28930,36776,20397,12068,19695,15436,35754,1.38,1.7,1.75,1.8,1.38,1.12,0.79,2.27,1.12,2.05,2.89,1.63,1.08,1.15,1.16,2.06,0.69,1.19,1.35,0.6,1.31,1.6
2016-03-01,433685,209214,35763,6902,11281,19405,11679,44172,11201,33182,17375,7771,52927,13339,52621,17082,9252,37332,11660,22487,594861,62162,12199,15423,41351,15033,26283,48924,23751,94680,28976,8747,61715,28989,36941,21134,11825,20651,15452,35658,1.37,1.69,1.74,1.77,1.37,1.1,0.77,2.25,1.11,2.12,2.85,1.67,1.07,1.13,1.17,2.17,0.7,1.24,1.28,0.55,1.33,1.59
2016-04-01,436758,208825,36282,6915,11176,19060,11672,43449,11283,32581,18074,7702,53154,13503,52336,17182,9086,40061,11785,23124,600545,62088,12198,15782,41262,14876,26288,49394,23780,95148,29351,8845,63715,29445,36366,22892,11931,21080,15496,35484,1.38,1.7,1.71,1.76,1.41,1.1,0.78,2.25,1.14,2.11,2.92,1.62,1.08,1.15,1.2,2.18,0.69,1.33,1.31,0.53,1.31,1.53
2016-05-01,438430,209809,35236,7017,11158,19576,11759,44233,11110,32872,18380,7650,53035,13804,52361,16897,9076,41817,11496,22485,602682,61227,12181,16017,41679,14802,26001,50320,23847,94936,29797,8776,62516,29928,36557,23780,11995,21716,15540,35869,1.37,1.7,1.74,1.74,1.44,1.1,0.76,2.21,1.14,2.15,2.89,1.62,1.08,1.15,1.18,2.17,0.7,1.41,1.32,0.52,1.35,1.6
2016-06-01,446865,213329,34754,6884,11162,19697,12036,45217,12085,34113,18825,7560,53767,13917,52928,17756,9276,43787,11600,22945,603025,61024,12155,16363,41576,14649,26124,50246,24225,94698,29117,8750,63278,29362,36313,24645,11911,22156,15567,35515,1.35,1.67,1.76,1.77,1.47,1.09,0.74,2.17,1.11,2,2.78,1.55,1.06,1.16,1.18,2.11,0.69,1.39,1.28,0.51,1.34,1.55
2016-07-01,444659,212980,34728,7147,11268,20031,12112,45421,11972,33190,18742,7648,53566,13838,52223,18821,9083,42629,11503,22368,602132,60895,12244,16547,42014,14823,26376,50011,24178,93966,29043,8631,62972,29374,36848,23726,12075,21954,15319,35959,1.35,1.67,1.75,1.71,1.47,1.09,0.74,2.18,1.1,2.02,2.83,1.55,1.07,1.13,1.18,2.12,0.71,1.26,1.33,0.52,1.33,1.61
2016-08-01,447771,211930,34975,7211,11385,19369,12190,44824,12122,32614,18901,7715,54067,14216,52810,19584,9308,43807,11715,22619,601120,60625,12336,16575,42116,14813,26566,50440,24084,94161,28640,8635,61876,29050,37366,22385,12125,22512,15545,36083,1.34,1.68,1.73,1.71,1.46,1.12,0.76,2.18,1.13,1.99,2.89,1.52,1.04,1.12,1.14,2.04,0.71,1.14,1.3,0.51,1.33,1.6
2016-09-01,447978,211969,35906,7286,11409,19698,12055,44885,11779,32437,17662,7670,54174,14205,53683,18092,9352,44529,11743,22561,602788,59095,12417,16785,42509,15006,26305,50685,24331,93866,28485,8696,63126,28718,37393,23038,12130,23135,15653,36421,1.35,1.67,1.65,1.7,1.47,1.1,0.76,2.18,1.13,2.07,2.89,1.61,1.05,1.13,1.17,2.02,0.7,1.27,1.3,0.52,1.33,1.61
2016-10-01,453026,214027,35809,7314,11373,19549,12488,45691,11930,32472,18658,7565,54158,14221,52725,19220,9453,47859,11885,21913,603984,59690,12633,16858,42569,15068,25964,51385,24174,92697,28386,8710,62732,28470,37319,24019,12060,23556,15713,37049,1.33,1.66,1.67,1.73,1.48,1.11,0.77,2.08,1.12,2.03,2.85,1.52,1.04,1.15,1.16,2,0.71,1.25,1.28,0.49,1.32,1.69
2016-11-01,454082,214708,35891,7668,11615,18990,12787,45144,11872,33041,18744,7609,55451,13631,53192,19099,9646,45835,12103,22808,608550,61292,12704,17019,43107,15307,26165,51540,24204,92474,29399,8716,62658,28363,37625,24366,12148,24322,15967,36481,1.34,1.67,1.71,1.66,1.47,1.14,0.81,2.05,1.14,2.04,2.8,1.57,1.05,1.15,1.13,2.08,0.71,1.28,1.26,0.53,1.32,1.6
2016-12-01,463608,220732,37887,7848,11715,20042,12976,46640,12360,33385,18816,7655,54399,14042,52860,18257,9594,51679,11837,22553,612125,62187,12576,17258,43412,15381,26425,51090,24276,92575,29953,8586,62839,28179,37757,23723,12512,26480,16020,36277,1.32,1.63,1.64,1.6,1.47,1.11,0.77,2.04,1.1,1.96,2.77,1.59,1.04,1.12,1.16,2.01,0.71,1.3,1.3,0.51,1.35,1.61
2017-01-01,466994,221792,38804,7581,11675,19434,13117,47028,12009,33780,19239,7539,54317,13927,53370,18452,9927,53122,11897,22651,611559,59587,12715,17402,44080,16279,26927,50924,24412,92654,30454,8498,62706,27833,38724,24042,12314,25871,16180,36236,1.31,1.62,1.54,1.68,1.49,1.14,0.84,2.05,1.08,2.03,2.74,1.58,1.03,1.13,1.15,2,0.73,1.3,1.24,0.49,1.36,1.6
2017-02-01,469012,221861,36499,7405,12429,19682,13465,46789,12007,34688,19715,7614,54660,13543,53681,18622,9992,53240,12355,23444,612702,59796,12719,17611,44079,16194,27497,51066,24563,92557,30015,8633,62299,27539,38049,24272,12397,27288,16336,35986,1.31,1.62,1.64,1.72,1.42,1.13,0.82,2.04,1.09,2.05,2.67,1.52,1.02,1.13,1.14,2.03,0.71,1.3,1.24,0.51,1.32,1.53
2017-03-01,466026,220775,37013,7433,12076,19792,13819,44646,12359,35039,19747,7459,54361,13199,54274,18513,9876,52284,12038,23247,614144,60716,12771,17708,44871,16518,27287,51964,24571,92175,30047,8714,63555,27636,37971,23027,12512,26049,16243,36327,1.32,1.64,1.64,1.72,1.47,1.16,0.83,1.97,1.16,1.99,2.63,1.52,1.03,1.17,1.17,2.09,0.7,1.24,1.27,0.5,1.35,1.56
2017-04-01,467536,225346,37084,7415,11911,20260,13870,49576,12307,34862,19274,7659,54418,12802,55105,17268,9760,50329,12183,22666,612237,59731,12876,17722,45087,16481,27431,53254,24530,92280,30254,8627,62667,27601,38535,22695,12521,24305,16219,35902,1.31,1.61,1.61,1.74,1.49,1.15,0.81,1.98,1.07,1.99,2.65,1.57,1.03,1.13,1.15,2.16,0.7,1.31,1.28,0.48,1.33,1.58
2017-05-01,462729,224125,36427,7655,11939,20321,13897,48352,12328,35227,19354,7740,54607,13398,55640,17327,9883,44779,12193,23037,615703,60100,12850,17758,45321,16765,28104,53225,24977,92792,30479,8624,62706,27858,38536,22080,12268,24322,16481,37222,1.33,1.63,1.65,1.68,1.49,1.16,0.83,2.02,1.1,2.03,2.63,1.57,1.05,1.11,1.15,2.08,0.69,1.27,1.24,0.54,1.35,1.62
2017-06-01,467525,224646,36422,7361,12129,20239,14034,49005,12334,34806,19991,7879,56518,13450,55783,17151,9640,46976,12367,23115,620872,60922,12929,17765,46060,17060,28231,52808,25261,93197,30347,8627,64140,28254,38837,23314,12353,23033,16537,38257,1.33,1.64,1.67,1.76,1.46,1.19,0.84,2.01,1.08,2.05,2.68,1.52,1.04,1.09,1.13,2.1,0.7,1.36,1.28,0.49,1.34,1.66
2017-07-01,467898,224591,35844,7634,12265,20794,14122,48063,12214,34806,19819,7835,55807,14117,55484,16753,10061,47771,12041,23438,623625,60569,12883,17830,45802,17035,28699,53728,25330,94331,30583,8460,62069,28139,38714,24346,12471,23418,16645,39608,1.33,1.65,1.69,1.69,1.45,1.15,0.82,2.03,1.12,2.07,2.71,1.54,1.04,1.08,1.11,1.99,0.7,1.45,1.24,0.49,1.38,1.69
2017-08-01,475876,229196,37433,7699,12207,21751,14019,49262,12486,35170,20338,7774,55932,14204,55219,16947,10004,50740,12128,23732,627895,61676,12979,18112,46188,17168,29269,54103,25538,94511,30795,8576,62558,27995,39098,24252,12489,23802,16593,39361,1.32,1.63,1.65,1.69,1.48,1.14,0.79,2.09,1.1,2.05,2.69,1.51,1.03,1.1,1.12,1.97,0.71,1.43,1.25,0.47,1.37,1.66
2017-09-01,481908,231518,37984,7736,12594,20982,14613,50469,12531,35654,20194,7504,54734,14267,55130,17710,10235,55481,11873,23456,631464,61245,13057,18210,45981,16832,29632,53827,25799,94902,31488,8694,63674,28051,39364,24846,12614,24678,16411,38991,1.31,1.62,1.61,1.69,1.45,1.16,0.8,2.03,1.07,2.06,2.66,1.56,1.03,1.16,1.16,1.97,0.71,1.4,1.23,0.44,1.38,1.66
2017-10-01,488673,235373,39277,7973,12977,19735,14574,50280,12951,36224,21331,7910,55823,14842,56118,18252,10333,53753,12189,24080,629365,60322,12998,18480,45559,16684,30360,53494,25858,95365,31584,8672,62689,28067,39192,24004,12736,25185,16320,38480,1.29,1.59,1.54,1.63,1.42,1.15,0.85,2.08,1.06,2,2.63,1.48,1.01,1.1,1.12,1.89,0.7,1.32,1.23,0.47,1.34,1.6
2017-11-01,495640,237623,39051,8097,13221,21068,14654,49849,13215,37362,21165,7645,56251,14738,55800,17958,10519,58749,12189,24168,632890,60634,12980,18436,45254,16627,30663,54172,25923,96489,31642,8755,62939,28090,38266,24678,12636,26537,16436,38360,1.28,1.58,1.55,1.6,1.39,1.1,0.79,2.09,1.09,1.96,2.58,1.5,0.99,1.15,1.12,1.91,0.69,1.37,1.2,0.45,1.35,1.59
2017-12-01,503539,240801,38792,7952,13196,20761,15201,52068,13517,38080,21369,7584,56495,14460,56106,17919,10838,62497,12125,24714,633371,61452,13024,18648,45362,16768,30476,53703,25982,96255,31309,8724,63046,27826,38572,25306,13091,25254,16873,38468,1.26,1.56,1.58,1.64,1.41,1.12,0.81,2,1.03,1.92,2.53,1.47,0.98,1.15,1.12,1.92,0.69,1.41,1.21,0.4,1.39,1.56
2018-01-01,492837,234685,38442,7456,12783,21357,15004,49320,13145,35937,21071,7438,56739,13298,55150,17143,10850,61549,11940,24045,639156,61149,13118,18718,45002,16566,30782,53627,26141,96249,31255,8663,67718,27885,38478,26291,12905,25903,16751,38521,1.3,1.6,1.59,1.76,1.46,1.08,0.78,2.05,1.09,1.99,2.68,1.48,1.02,1.16,1.19,2.1,0.7,1.53,1.19,0.42,1.4,1.6
2018-02-01,499182,239138,38778,7897,13316,21652,15625,49769,13232,37411,21845,7645,55787,14007,57043,17348,10845,60710,12219,24440,643772,61303,13312,19143,45859,16916,30989,54170,26382,97037,31822,8612,65897,27896,38948,28126,12921,25218,16733,39404,1.29,1.59,1.58,1.69,1.44,1.11,0.78,1.98,1.09,1.99,2.59,1.46,1.01,1.13,1.18,1.99,0.68,1.62,1.19,0.42,1.37,1.61
2018-03-01,497866,238507,38499,7726,13064,21217,15688,51201,13156,37244,21186,7671,56337,14227,56215,17839,10879,59393,12369,24429,645441,60818,13376,19338,45529,16676,32053,54627,26648,97280,32345,8660,64632,27580,38726,29188,12875,25454,16623,39689,1.3,1.6,1.58,1.73,1.48,1.12,0.79,2.04,1.07,2.03,2.61,1.53,1.02,1.13,1.15,1.94,0.69,1.64,1.18,0.43,1.34,1.62
2018-04-01,502653,240788,38403,8110,13610,21825,16150,49883,12880,37953,22424,7691,57127,13563,55667,19245,10898,61693,12262,23719,645325,60476,13332,19643,45654,16797,32350,54340,26903,97208,31946,8504,63028,27292,38767,30897,12686,25949,16611,39739,1.28,1.59,1.57,1.64,1.44,1.1,0.77,2,1.09,2.09,2.56,1.42,1.01,1.11,1.1,2.01,0.7,1.61,1.16,0.42,1.35,1.68
2018-05-01,515736,244698,38959,7920,13707,23343,16414,50492,13305,38387,22408,7688,57952,14024,56150,19924,10722,65826,12515,26237,645550,59348,13358,19986,45749,17006,32171,54357,26969,98657,32384,8644,63355,27017,38934,29370,12862,26575,16503,39311,1.25,1.57,1.52,1.69,1.46,1.06,0.73,1.96,1.08,2.03,2.57,1.45,0.97,1.12,1.09,1.93,0.69,1.47,1.2,0.4,1.32,1.5
2018-06-01,511861,243343,38769,8084,13478,22236,16141,50665,13292,39145,21737,7676,58114,14132,56009,19830,10951,65445,12614,23747,646219,59029,13355,20184,46070,16992,33131,54694,26976,99111,33443,8639,64076,26646,38963,27204,12995,25926,16464,39313,1.26,1.59,1.52,1.65,1.5,1.1,0.76,2.05,1.08,2.03,2.53,1.54,0.97,1.13,1.1,1.89,0.7,1.37,1.19,0.4,1.31,1.66
2018-07-01,513733,244985,38829,7812,13775,21560,16325,51958,13591,39285,22118,7720,57713,13605,56374,19277,11173,65967,12715,24204,648511,58198,13311,20615,46300,17344,33765,54775,27307,100345,33165,8711,64581,26695,38596,27391,13167,25070,16581,39938,1.26,1.58,1.5,1.7,1.5,1.12,0.8,2.07,1.05,2.01,2.55,1.5,0.97,1.13,1.12,1.96,0.68,1.42,1.18,0.38,1.3,1.65
2018-08-01,515764,246986,39203,8184,13849,23009,16728,52232,13403,39561,21381,7713,58087,14065,56806,18354,10881,65857,12665,24350,654800,60614,13322,20670,46805,17805,33881,54341,27543,100709,33454,8640,65161,26775,38449,28331,13403,25998,16665,40039,1.27,1.58,1.55,1.63,1.49,1.1,0.77,2.03,1.04,2.05,2.55,1.56,0.98,1.12,1.12,1.9,0.68,1.54,1.23,0.39,1.32,1.64
2018-09-01,515336,246574,39692,7915,13309,21696,16601,52197,13661,39460,21646,7710,58479,13591,56651,17364,11112,66275,12914,24666,658744,61831,13214,20670,46908,18076,33957,55167,27693,101666,33475,8585,64337,26993,39007,27449,13333,28259,16691,39509,1.28,1.6,1.56,1.67,1.55,1.11,0.83,2.05,1.06,2.03,2.58,1.55,0.98,1.11,1.1,1.99,0.69,1.58,1.2,0.43,1.29,1.6
2018-10-01,515008,246383,39986,7911,13415,21923,16729,51475,13614,39607,21353,7704,58307,13458,56542,15864,11237,67308,12775,25430,663055,63435,13390,20896,47907,18464,34116,55219,28123,103979,33399,8627,64880,27604,38994,26238,13241,25969,16872,40166,1.29,1.63,1.59,1.69,1.56,1.13,0.84,2.04,1.07,2.07,2.63,1.56,0.98,1.12,1.11,2.05,0.69,1.65,1.18,0.39,1.32,1.58
2018-11-01,510621,247326,40648,7890,13237,22622,16298,52072,13906,39035,21636,7854,59042,13844,56770,15499,11124,61634,12969,24559,664743,63939,13725,20940,48498,18349,34374,55413,28280,104218,33289,8640,64979,27897,39423,26126,13104,24161,16822,40915,1.3,1.63,1.57,1.74,1.58,1.14,0.81,2.11,1.06,2.03,2.67,1.54,1,1.1,1.1,2.02,0.69,1.69,1.18,0.39,1.3,1.67
2018-12-01,506052,248652,39394,8046,12936,22367,16245,53607,13237,40289,22156,7758,58769,13562,57097,15146,10736,56328,13276,24728,671681,65151,14047,21372,48914,18424,35448,56820,28705,105385,33359,8674,65013,28446,39879,25733,13338,22346,16957,42094,1.33,1.65,1.65,1.75,1.65,1.14,0.82,2.18,1.06,2.17,2.62,1.51,1.02,1.12,1.11,2.1,0.7,1.7,1.24,0.4,1.28,1.7
2019-01-01,500478,242833,40172,8071,13202,22001,16416,49643,13515,39228,20392,7754,58970,13808,56936,15991,10548,55640,13308,24690,676852,66029,14297,20904,49310,18324,35316,57778,28801,106206,33245,8623,65253,28970,39692,25326,13422,23987,16967,42726,1.35,1.7,1.64,1.77,1.58,1.17,0.83,2.15,1.16,2.13,2.71,1.63,1.03,1.11,1.11,2.1,0.7,1.58,1.27,0.43,1.27,1.73
2019-02-01,505011,244395,40558,8179,12854,22555,16275,50199,13746,39033,20296,7744,59283,14372,56502,16690,10771,57682,13179,24393,679946,66494,14424,20771,49101,17876,35167,57936,28820,106885,33626,8630,66788,29622,39897,25349,13263,23388,17133,42652,1.35,1.69,1.64,1.76,1.62,1.14,0.79,2.16,1.15,2.1,2.74,1.66,1.02,1.11,1.13,2.06,0.71,1.52,1.23,0.41,1.3,1.75
2019-03-01,509842,244304,39206,8085,13187,22764,15804,50456,13881,38869,20863,7610,59311,14457,56963,17165,10466,62159,13156,24251,679516,65657,14423,20645,48295,17692,35472,58118,28861,107613,33704,8486,65836,30398,39935,25459,13410,23634,17339,42231,1.33,1.69,1.67,1.78,1.57,1.1,0.78,2.24,1.15,2.08,2.77,1.62,1,1.12,1.11,2.1,0.7,1.48,1.28,0.38,1.32,1.74
2019-04-01,507000,240935,39552,7917,13096,21645,15571,48965,13846,39558,20260,7525,59493,14442,57220,16739,10638,62096,13048,24864,686757,67937,14266,21343,48319,17657,35581,58550,28967,108307,34074,8412,67021,30130,40383,25565,13436,24563,17408,42495,1.35,1.73,1.72,1.8,1.63,1.15,0.82,2.29,1.2,2.09,2.74,1.68,1.01,1.12,1.13,2.09,0.71,1.53,1.26,0.4,1.33,1.71
2019-05-01,510395,243745,41042,7971,12970,22558,15273,50140,14235,39238,19855,7537,60298,14177,56665,16660,10810,61597,13166,25740,688318,68934,14287,21230,49283,17729,35101,57679,29231,108845,34004,8373,66032,29871,40240,26551,13468,23649,17573,43967,1.35,1.72,1.68,1.79,1.64,1.15,0.79,2.3,1.15,2.05,2.77,1.71,1.01,1.11,1.1,2.11,0.71,1.59,1.25,0.38,1.33,1.71
2019-06-01,507691,243634,40673,8266,13310,22553,15279,49285,14125,38998,20173,7454,60140,13418,56826,16601,10629,60143,13195,25651,689372,69032,14342,21452,49716,18135,34733,57804,29268,109431,34071,8275,65381,29814,40262,27524,13299,24346,17603,43019,1.36,1.72,1.7,1.74,1.61,1.14,0.8,2.27,1.17,2.07,2.81,1.69,1.02,1.11,1.09,2.22,0.71,1.66,1.25,0.4,1.33,1.68
2019-07-01,510047,242452,40748,8072,13789,22391,14880,49300,14228,38542,18993,7399,60373,13757,57495,18830,10224,59422,13275,26820,688311,69422,14345,21341,50204,18495,33847,56793,29157,108939,34401,8256,66428,29608,40693,27490,13215,24053,17598,42521,1.35,1.73,1.7,1.78,1.55,1.14,0.83,2.27,1.15,2.05,2.83,1.81,1.01,1.12,1.1,2.15,0.71,1.46,1.29,0.4,1.33,1.59
2019-08-01,507227,241930,40815,8095,13813,22266,14867,48994,14220,38395,20217,7345,59988,13341,57408,18459,10492,59407,13287,25570,688099,69333,14250,21327,50092,18344,33773,56812,29550,109483,34214,8229,66662,30066,40796,27039,13069,23013,17850,42541,1.36,1.73,1.7,1.76,1.54,1.18,0.82,2.27,1.16,2.08,2.85,1.69,1.01,1.12,1.11,2.25,0.71,1.46,1.25,0.39,1.34,1.66
2019-09-01,506455,242176,40139,8097,13887,22605,14696,48281,14352,38359,20474,7313,60684,13688,57000,16844,10299,59149,13563,25739,683620,68334,13979,21471,50228,18738,33483,57230,29513,109823,33982,8128,64713,30162,40237,25313,13096,22756,18192,42980,1.35,1.73,1.7,1.73,1.55,1.14,0.83,2.28,1.19,2.06,2.86,1.66,1,1.11,1.07,2.2,0.71,1.5,1.27,0.38,1.34,1.67
2019-10-01,500077,239654,39365,8089,13903,22019,14254,48949,14070,38236,19700,7224,61123,12988,56953,14891,10518,58767,13460,24499,681040,68075,13934,21369,50172,18584,33144,56690,29503,109744,33333,8019,65984,29841,40590,24401,12847,21855,18251,43288,1.36,1.74,1.73,1.72,1.54,1.16,0.84,2.33,1.16,2.1,2.87,1.69,1.02,1.11,1.08,2.3,0.71,1.64,1.22,0.37,1.36,1.77
2019-11-01,505270,243070,41621,7904,13782,21563,14294,49619,14117,38174,21084,7373,60573,12974,57298,15936,10061,61282,13384,23319,681093,66717,13840,21538,50284,18418,32746,56512,29498,108868,32949,7949,68517,29719,40898,24582,12625,22064,18345,43442,1.35,1.7,1.6,1.75,1.56,1.18,0.85,2.29,1.14,2.09,2.85,1.56,1.02,1.08,1.13,2.29,0.71,1.54,1.25,0.36,1.37,1.86
2019-12-01,502513,238176,39289,8607,13569,21333,13903,47219,14148,37547,21301,7249,60966,13059,57849,16051,10534,61014,13601,24014,680181,66556,13799,21669,49764,17980,32516,56045,29643,108276,32829,8076,66409,29589,40987,25771,12655,24148,17991,43458,1.35,1.73,1.69,1.6,1.6,1.17,0.84,2.34,1.19,2.1,2.88,1.54,1.02,1.11,1.09,2.27,0.71,1.61,1.2,0.4,1.32,1.81
2020-01-01,505928,238880,38952,8351,13516,21982,13858,47792,14057,38183,21574,7191,61018,13032,58181,15421,10220,64207,13409,24369,674602,65985,13624,21271,49361,17288,32067,55609,29752,108412,32804,7942,67661,29156,41312,24058,12437,21970,17727,43454,1.33,1.71,1.69,1.63,1.57,1.16,0.79,2.31,1.16,2.12,2.84,1.52,1,1.1,1.11,2.24,0.71,1.56,1.22,0.34,1.32,1.78
2020-02-01,504203,242699,40551,8677,13940,21510,13438,48766,14279,39078,21123,7200,62009,13269,58023,15480,10131,57084,13624,24684,669498,64792,13527,20972,49019,16477,31405,55523,29833,107690,32452,7873,68237,28709,42170,23291,12335,20424,17964,43282,1.33,1.67,1.6,1.56,1.5,1.14,0.77,2.34,1.14,2.09,2.76,1.54,1.01,1.09,1.1,2.16,0.73,1.5,1.22,0.36,1.32,1.75
2020-03-01,477078,229861,34466,7852,13886,23181,12475,47662,13648,35897,21216,7185,67180,9868,56330,15080,10298,42340,13924,25012,664175,67364,13429,20568,48805,16335,30712,55040,29830,108499,32229,7667,66906,29745,41621,22669,12219,15106,18054,43712,1.39,1.77,1.95,1.71,1.48,1.14,0.7,2.46,1.15,2.19,3.02,1.52,1.04,1.07,1,3.01,0.74,1.5,1.19,0.36,1.3,1.75
2020-04-01,396020,190317,22810,5838,11245,21546,9987,42398,12217,33166,16372,6156,59647,5148,49510,15155,8422,26798,12208,22659,664221,64761,13199,20146,50869,17369,31675,54808,29793,108127,31966,7906,69567,30538,40354,22161,12473,15165,18181,42532,1.68,2.13,2.84,2.26,1.79,1.4,0.81,3.17,1.29,2.44,3.26,1.95,1.26,1.28,1.17,5.93,0.82,1.46,1.48,0.57,1.49,1.88
2020-05-01,420344,207920,27904,7151,12670,20201,9840,46835,13547,34815,18564,6312,57196,7586,52596,15079,8681,27135,13886,23953,656490,61400,12927,19968,50370,17510,31991,54906,29065,105825,31828,7813,68591,30599,40418,21793,12681,17167,17022,42126,1.56,1.92,2.2,1.81,1.58,1.38,0.87,3.25,1.17,2.15,3.04,1.71,1.22,1.24,1.2,4.03,0.77,1.45,1.46,0.63,1.23,1.76
2020-06-01,462108,228034,34618,7409,12853,21350,10992,49358,14713,37647,20056,6511,61430,10048,55569,15435,9271,36469,14010,25331,649791,60265,13039,20027,48442,17180,30860,54509,28637,104781,31215,7913,68552,28601,41053,22469,12446,18959,16090,41933,1.41,1.72,1.74,1.76,1.56,1.2,0.8,2.81,1.1,1.95,2.78,1.56,1.1,1.22,1.12,2.85,0.74,1.46,1.34,0.52,1.15,1.66
2020-07-01,485762,240612,37060,7982,14044,22397,11885,53028,15032,36990,21544,6828,63308,11104,57130,15552,9615,40489,15333,25791,649334,60849,12665,20309,47847,16911,29812,55194,28769,103559,30953,7900,69576,27262,41410,23412,12066,19953,15956,41842,1.34,1.62,1.64,1.59,1.45,1.11,0.76,2.51,1.04,1.91,2.8,1.44,1.06,1.16,1.1,2.46,0.72,1.51,1.25,0.49,1.04,1.62
