"SF43707.date","SF43707.value"
2018-07-20,173272.9
2018-07-27,173238.1
2018-08-03,173287
2018-08-10,173351.4
2018-08-17,173329
2018-08-24,173569.5
2018-08-31,173606.1
2018-09-07,173516.2
2018-09-14,173554.3
2018-09-21,173568.4
2018-09-28,173566.1
2018-10-05,173391.2
2018-10-12,173649.4
2018-10-19,173634.8
2018-10-26,173582.4
2018-11-01,173632.9
2018-11-09,173560.8
2018-11-16,173851.4
2018-11-23,173907.4
2018-11-30,173775.3
2018-12-07,174118
2018-12-14,174081.1
2018-12-21,174393.7
2018-12-28,174609.1
2019-01-04,174937.4
2019-01-11,175091
2019-01-18,175029.4
2019-01-25,175155.9
2019-02-01,175522.9
2019-02-08,175511
2019-02-15,175500.7
2019-02-22,175693.9
2019-03-01,175646.3
2019-03-08,175767.4
2019-03-15,176045.1
2019-03-22,176475.9
2019-03-29,176648.6
2019-04-05,176466.3
2019-04-12,176465
2019-04-17,176455.2
2019-04-26,176660.7
2019-05-03,176695.7
2019-05-10,176924.2
2019-05-17,177090.9
2019-05-24,177322.3
2019-05-31,177855.9
2019-06-07,178290.6
2019-06-14,178298.7
2019-06-21,178601.2
2019-06-28,178867.6
2019-07-05,178739.5
2019-07-12,178754.8
2019-07-19,179020.2
2019-07-26,178920.9
2019-08-02,179397.3
2019-08-09,179814.8
2019-08-16,180243
2019-08-23,180263.4
2019-08-30,180377
2019-09-06,180456
2019-09-13,179747.1
2019-09-20,180019.2
2019-09-27,180212.6
2019-10-04,180796.1
2019-10-11,180324.1
2019-10-18,180461.9
2019-10-25,180432.5
2019-11-01,180727.5
2019-11-08,180277.8
2019-11-15,180566.9
2019-11-22,180557.2
2019-11-29,180597.3
2019-12-06,180469.4
2019-12-13,180616.4
2019-12-20,180512.3
2019-12-27,180749.5
2020-01-03,181177.1
2020-01-10,181132.9
2020-01-17,181210.3
2020-01-24,182402.5
2020-01-31,182796.4
2020-02-07,182602.9
2020-02-14,182659.7
2020-02-21,183336.9
2020-02-28,184249.6
2020-03-06,185570.9
2020-03-13,184619
2020-03-20,184174.5
2020-03-27,185508.5
2020-04-03,185556.9
2020-04-08,185617.6
2020-04-17,185942.8
2020-04-24,186128.2
2020-04-30,186655.4
2020-05-08,186642.7
2020-05-15,186921.9
2020-05-22,187171.8
2020-05-29,187315.6
2020-06-05,187247.2
2020-06-12,188105.2
2020-06-19,188276.6
2020-06-26,188941.5
2020-07-03,190546.3
2020-07-10,191121.8
2020-07-17,191468.4
2020-07-24,192292.2
2020-07-31,192605.6
2020-08-07,192653.7
2020-08-14,192531
2020-08-21,193130.3
2020-08-28,193267.1
2020-09-04,193250.6
2020-09-11,193315.5
2020-09-18,193795.8
2020-09-25,193883.1
2020-10-02,193991.1
2020-10-09,194026
2020-10-16,194029.3
2020-10-23,194471
2020-10-30,194351.1
2020-11-06,194698.3
2020-11-13,194360.8
2020-11-20,194379.8
2020-11-27,194287.8
2020-12-04,194359.1
2020-12-11,195340.6
2020-12-18,195441.2
2020-12-24,195479.1
2020-12-31,195667.2
2021-01-08,195517.8
2021-01-15,195438.1
2021-01-22,195957.2
2021-01-29,195946.1
2021-02-05,195726.3
2021-02-12,195812.1
2021-02-19,195609.5
2021-02-26,195269.5
2021-03-05,195056.8
2021-03-12,194973.5
2021-03-19,194938.5
2021-03-26,194933.5
2021-03-31,194774.2
2021-04-09,195002.2
2021-04-16,195246.7
2021-04-23,195373.1
2021-04-30,195267.6
2021-05-07,195129.1
2021-05-14,194645
2021-05-21,194380.9
2021-05-28,194168.7
2021-06-04,193769.9
2021-06-11,193467.4
2021-06-18,192826.9
2021-06-25,192886
2021-07-02,193020.4
