"date","IURSA","ICSA","CCSA","IC4WSA"
2003-01-18,2.6,402000,3357000,395500
2003-01-25,2.7,407000,3475000,395000
2003-02-01,2.7,413000,3368000,4e+05
2003-02-08,2.7,390000,3457000,403000
2003-02-15,2.7,420000,3423000,407500
2003-02-22,2.8,421000,3500000,411000
2003-03-01,2.8,436000,3496000,416750
2003-03-08,2.8,424000,3559000,425250
2003-03-15,2.8,430000,3528000,427750
2003-03-22,2.8,411000,3585000,425250
2003-03-29,2.8,436000,3536000,425250
2003-04-05,2.8,417000,3583000,423500
2003-04-12,2.8,434000,3586000,424500
2003-04-19,2.9,450000,3674000,434250
2003-04-26,2.9,444000,3676000,436250
2003-05-03,2.9,428000,3730000,439000
2003-05-10,2.9,417000,3704000,434750
2003-05-17,2.9,425000,3716000,428500
2003-05-24,2.9,419000,3672000,422250
2003-05-31,3,431000,3774000,423000
2003-06-07,2.9,429000,3682000,426000
2003-06-14,2.9,421000,3695000,425000
2003-06-21,2.9,408000,3692000,422250
2003-06-28,3,429000,3737000,421750
2003-07-05,2.9,433000,3627000,422750
2003-07-12,2.8,412000,3599000,420500
2003-07-19,2.8,403000,3592000,419250
2003-07-26,2.9,398000,3647000,411500
2003-08-02,2.8,401000,3601000,403500
2003-08-09,2.8,404000,3596000,401500
2003-08-16,2.8,398000,3603000,400250
2003-08-23,2.8,391000,3574000,398500
2003-08-30,2.9,407000,3608000,4e+05
2003-09-06,2.8,422000,3598000,404500
2003-09-13,2.8,394000,3559000,403500
2003-09-20,2.8,379000,3588000,400500
2003-09-27,2.8,387000,3558000,395500
2003-10-04,2.8,386000,3570000,386500
2003-10-11,2.7,376000,3468000,382000
2003-10-18,2.7,387000,3466000,384000
2003-10-25,2.7,379000,3441000,382000
2003-11-01,2.7,363000,3427000,376250
2003-11-08,2.7,371000,3441000,375000
2003-11-15,2.6,370000,3331000,370750
2003-11-22,2.6,354000,3337000,364500
2003-11-29,2.6,357000,3331000,363000
2003-12-06,2.6,367000,3318000,362000
2003-12-13,2.6,363000,3251000,360250
2003-12-20,2.6,354000,3254000,360250
2003-12-27,2.6,349000,3258000,358250
2004-01-03,2.5,356000,3188000,355500
2004-01-10,2.5,354000,3154000,353250
2004-01-17,2.5,362000,3139000,355250
2004-01-24,2.5,353000,3142000,356250
2004-01-31,2.5,376000,3118000,361250
2004-02-07,2.5,380000,3179000,367750
2004-02-14,2.5,356000,3131000,366250
2004-02-21,2.4,359000,3092000,367750
2004-02-28,2.4,348000,3057000,360750
2004-03-06,2.4,344000,3072000,351750
2004-03-13,2.4,338000,3040000,347250
2004-03-20,2.4,346000,3066000,344000
2004-03-27,2.4,340000,3007000,342000
2004-04-03,2.4,335000,2990000,339750
2004-04-10,2.4,355000,3022000,344000
2004-04-17,2.4,364000,3031000,348500
2004-04-24,2.3,339000,2960000,348250
2004-05-01,2.4,324000,2998000,345500
2004-05-08,2.4,329000,2978000,339000
2004-05-15,2.4,349000,2976000,335250
2004-05-22,2.4,342000,3010000,336000
2004-05-29,2.3,337000,2916000,339250
2004-06-05,2.3,355000,2923000,345750
2004-06-12,2.4,339000,2990000,343250
2004-06-19,2.4,354000,2973000,346250
2004-06-26,2.3,348000,2917000,349000
2004-07-03,2.3,326000,2948000,341750
2004-07-10,2.3,345000,2852000,343250
2004-07-17,2.3,355000,2956000,343500
2004-07-24,2.3,348000,2935000,343500
2004-07-31,2.3,341000,2894000,347250
2004-08-07,2.3,336000,2920000,345000
2004-08-14,2.3,332000,2889000,339250
2004-08-21,2.3,343000,2877000,338000
2004-08-28,2.3,352000,2880000,340750
2004-09-04,2.3,326000,2872000,338250
2004-09-11,2.3,331000,2875000,338000
2004-09-18,2.3,341000,2865000,337500
2004-09-25,2.3,351000,2839000,337250
2004-10-02,2.2,335000,2799000,339500
2004-10-09,2.2,338000,2773000,341250
2004-10-16,2.2,327000,2781000,337750
2004-10-23,2.2,338000,2774000,334500
2004-10-30,2.2,332000,2763000,333750
2004-11-06,2.2,330000,2765000,331750
2004-11-13,2.1,337000,2707000,334250
2004-11-20,2.1,313000,2705000,328000
2004-11-27,2.2,335000,2761000,328750
2004-12-04,2.2,343000,2725000,332000
2004-12-11,2.1,316000,2692000,326750
2004-12-18,2.1,322000,2688000,329000
2004-12-25,2.2,320000,2771000,325250
2005-01-01,2.1,356000,2672000,328500
2005-01-08,2.1,369000,2720000,341750
2005-01-15,2.2,332000,2790000,344250
2005-01-22,2.1,329000,2706000,346500
2005-01-29,2.2,331000,2731000,340250
2005-02-05,2.1,307000,2710000,324750
2005-02-12,2.1,308000,2666000,318750
2005-02-19,2.1,318000,2667000,316000
2005-02-26,2.1,314000,2703000,311750
2005-03-05,2.1,333000,2658000,318250
2005-03-12,2.1,324000,2681000,322250
2005-03-19,2.1,329000,2616000,325000
2005-03-26,2.1,342000,2683000,332000
2005-04-02,2.1,335000,2653000,332500
2005-04-09,2.1,323000,2626000,332250
2005-04-16,2,307000,2559000,326750
2005-04-23,2,317000,2588000,320500
2005-04-30,2,334000,2596000,320250
2005-05-07,2,327000,2605000,321250
2005-05-14,2,321000,2568000,324750
2005-05-21,2,320000,2595000,325500
2005-05-28,2,340000,2577000,327000
2005-06-04,2.1,338000,2630000,329750
2005-06-11,2,333000,2599000,332750
2005-06-18,2,321000,2602000,333000
2005-06-25,2,311000,2569000,325750
2005-07-02,2,327000,2612000,323000
2005-07-09,2,338000,2583000,324250
2005-07-16,2.1,323000,2619000,324750
2005-07-23,2,318000,2592000,326500
2005-07-30,2,316000,2570000,323750
2005-08-06,2,311000,2584000,317000
2005-08-13,2,319000,2573000,316000
2005-08-20,2,315000,2598000,315250
2005-08-27,2,318000,2568000,315750
2005-09-03,2,326000,2575000,319500
2005-09-10,2.1,422000,2651000,345250
2005-09-17,2.2,424000,2787000,372500
2005-09-24,2.2,359000,2853000,382750
2005-10-01,2.2,384000,2841000,397250
2005-10-08,2.2,383000,2831000,387500
2005-10-15,2.2,348000,2821000,368500
2005-10-22,2.2,324000,2772000,359750
2005-10-29,2.1,322000,2752000,344250
2005-11-05,2.1,325000,2746000,329750
2005-11-12,2.2,309000,2760000,320000
2005-11-19,2.1,324000,2712000,320000
2005-11-26,2,311000,2587000,317250
2005-12-03,2,321000,2589000,316250
2005-12-10,2,327000,2620000,320750
2005-12-17,2.1,312000,2660000,317750
2005-12-24,2.1,320000,2668000,320000
2005-12-31,2.1,302000,2660000,315250
2006-01-07,2,326000,2561000,315000
2006-01-14,2,285000,2586000,308250
2006-01-21,2,290000,2516000,300750
2006-01-28,2,282000,2565000,295750
2006-02-04,2,289000,2520000,286500
2006-02-11,2,298000,2517000,289750
2006-02-18,1.9,283000,2488000,288000
2006-02-25,1.9,293000,2504000,290750
2006-03-04,1.9,302000,2453000,294000
2006-03-11,1.9,307000,2474000,296250
2006-03-18,1.9,303000,2456000,301250
2006-03-25,1.9,295000,2439000,301750
2006-04-01,1.9,291000,2405000,299000
2006-04-08,1.9,299000,2411000,297000
2006-04-15,1.9,299000,2408000,296000
2006-04-22,1.9,308000,2424000,299250
2006-04-29,1.8,321000,2357000,306750
2006-05-06,1.8,347000,2372000,318750
2006-05-13,1.8,335000,2383000,327750
2006-05-20,1.9,319000,2399000,330500
2006-05-27,1.8,330000,2381000,332750
2006-06-03,1.9,307000,2408000,322750
2006-06-10,1.9,298000,2412000,313500
2006-06-17,1.9,308000,2395000,310750
2006-06-24,1.9,309000,2419000,305500
2006-07-01,1.8,316000,2399000,307750
2006-07-08,1.9,343000,2491000,319000
2006-07-15,1.9,318000,2475000,321500
2006-07-22,1.9,306000,2422000,320750
2006-07-29,1.9,311000,2460000,319500
2006-08-05,1.9,318000,2477000,313250
2006-08-12,1.9,310000,2467000,311250
2006-08-19,1.9,315000,2464000,313500
2006-08-26,1.9,314000,2457000,314250
2006-09-02,1.9,315000,2467000,313500
2006-09-09,1.9,314000,2449000,314500
2006-09-16,1.9,324000,2438000,316750
2006-09-23,1.9,319000,2440000,318000
2006-09-30,1.9,309000,2437000,316500
2006-10-07,1.9,316000,2449000,317000
2006-10-14,1.9,305000,2459000,312250
2006-10-21,1.9,313000,2428000,310750
2006-10-28,1.9,328000,2449000,315500
2006-11-04,1.8,319000,2414000,316250
2006-11-11,1.9,311000,2467000,317750
2006-11-18,1.9,326000,2506000,321000
2006-11-25,1.9,349000,2517000,326250
2006-12-02,1.9,327000,2472000,328250
2006-12-09,1.9,311000,2517000,328250
2006-12-16,1.9,318000,2513000,326250
2006-12-23,1.9,323000,2449000,319750
2006-12-30,1.9,341000,2455000,323250
2007-01-06,1.9,330000,2518000,328000
2007-01-13,1.9,296000,2507000,322500
2007-01-20,1.9,335000,2552000,325500
2007-01-27,1.9,308000,2520000,317250
2007-02-03,2,310000,2575000,312250
2007-02-10,1.9,338000,2527000,322750
2007-02-17,2,321000,2626000,319250
2007-02-24,1.9,322000,2549000,322750
2007-03-03,2,320000,2581000,325250
2007-03-10,1.9,308000,2511000,317750
2007-03-17,1.9,309000,2515000,314750
2007-03-24,1.9,303000,2489000,310000
2007-03-31,1.9,307000,2499000,306750
2007-04-07,1.9,332000,2497000,312750
2007-04-14,1.9,327000,2538000,317250
2007-04-21,1.9,321000,2463000,321750
2007-04-28,1.9,301000,2486000,320250
2007-05-05,1.8,3e+05,2429000,312250
2007-05-12,1.9,297000,2465000,304750
2007-05-19,1.8,310000,2417000,302000
2007-05-26,1.9,310000,2480000,304250
2007-06-02,1.9,313000,2452000,307500
2007-06-09,1.9,313000,2484000,311500
2007-06-16,1.9,320000,2453000,314000
2007-06-23,1.9,313000,2520000,314750
2007-06-30,1.9,317000,2501000,315750
2007-07-07,1.9,321000,2563000,317750
2007-07-14,1.9,317000,2555000,317000
2007-07-21,1.9,310000,2514000,316250
2007-07-28,1.9,305000,2537000,313250
2007-08-04,1.9,314000,2531000,311500
2007-08-11,1.9,316000,2556000,311250
2007-08-18,1.9,321000,2556000,314000
2007-08-25,1.9,329000,2569000,320000
2007-09-01,1.9,314000,2565000,320000
2007-09-08,1.9,321000,2537000,321250
2007-09-15,1.9,313000,2536000,319250
2007-09-22,1.9,302000,2530000,312500
2007-09-29,1.9,317000,2518000,313250
2007-10-06,1.9,316000,2521000,312000
2007-10-13,1.9,335000,2541000,317500
2007-10-20,2,334000,2598000,325500
2007-10-27,2,328000,2587000,328250
2007-11-03,2,327000,2617000,331000
2007-11-10,2,333000,2607000,330500
2007-11-17,2,332000,2609000,330000
2007-11-24,2,352000,2634000,336000
2007-12-01,2,344000,2639000,340250
2007-12-08,2,332000,2672000,340000
2007-12-15,2.1,350000,2737000,344500
2007-12-22,2.1,355000,2752000,345250
2007-12-29,2.1,360000,2760000,349250
2008-01-05,2.1,346000,2828000,352750
2008-01-12,2.1,322000,2752000,345750
2008-01-19,2.1,321000,2770000,337250
2008-01-26,2.1,366000,2845000,338750
2008-02-02,2.1,350000,2810000,339750
2008-02-09,2.1,344000,2846000,345250
2008-02-16,2.1,339000,2837000,349750
2008-02-23,2.2,354000,2884000,346750
2008-03-01,2.2,345000,2867000,345500
2008-03-08,2.2,348000,2895000,346500
2008-03-15,2.2,369000,2897000,354000
2008-03-22,2.2,368000,2938000,357500
2008-03-29,2.2,387000,2967000,368000
2008-04-05,2.2,354000,2969000,369500
2008-04-12,2.2,365000,2937000,368500
2008-04-19,2.2,349000,2964000,363750
2008-04-26,2.2,370000,2986000,359500
2008-05-03,2.2,370000,2993000,363500
2008-05-10,2.2,366000,2997000,363750
2008-05-17,2.3,367000,3016000,368250
2008-05-24,2.3,369000,3007000,368000
2008-05-31,2.3,362000,3055000,366000
2008-06-07,2.3,382000,3010000,370000
2008-06-14,2.3,378000,3057000,372750
2008-06-21,2.3,381000,3054000,375750
2008-06-28,2.3,392000,3110000,383250
2008-07-05,2.3,371000,3113000,380500
2008-07-12,2.3,385000,3104000,382250
2008-07-19,2.4,402000,3227000,387500
2008-07-26,2.4,434000,3261000,398000
2008-08-02,2.5,448000,3330000,417250
2008-08-09,2.5,430000,3327000,428500
2008-08-16,2.5,424000,3385000,434000
2008-08-23,2.5,421000,3384000,430750
2008-08-30,2.6,442000,3464000,429250
2008-09-06,2.6,441000,3420000,432000
2008-09-13,2.6,449000,3493000,438250
2008-09-20,2.7,483000,3551000,453750
2008-09-27,2.7,483000,3623000,464000
2008-10-04,2.7,482000,3676000,474250
2008-10-11,2.8,461000,3696000,477250
2008-10-18,2.8,478000,3729000,476000
2008-10-25,2.9,480000,3823000,475250
2008-11-01,2.9,490000,3928000,477250
2008-11-08,3,512000,4011000,490000
2008-11-15,3,536000,4002000,504500
2008-11-22,3.1,532000,4095000,517500
2008-11-29,3.3,529000,4447000,527250
2008-12-06,3.3,570000,4417000,541750
2008-12-13,3.3,566000,4445000,549250
2008-12-20,3.4,587000,4548000,563000
2008-12-27,3.5,533000,4679000,564000
2009-01-03,3.5,503000,4692000,547250
2009-01-10,3.6,551000,4760000,543500
2009-01-17,3.6,591000,4864000,544500
2009-01-24,3.7,586000,4980000,557750
2009-01-31,3.7,629000,5010000,589250
2009-02-07,3.9,637000,5157000,610750
2009-02-14,3.9,632000,5279000,621000
2009-02-21,4,655000,5307000,638250
2009-02-28,4.1,652000,5445000,644000
2009-03-07,4.2,660000,5600000,649750
2009-03-14,4.3,651000,5699000,654500
2009-03-21,4.4,661000,5829000,656000
2009-03-28,4.4,665000,5935000,659250
2009-04-04,4.5,653000,6044000,657500
2009-04-11,4.6,599000,6130000,644500
2009-04-18,4.7,639000,6264000,639000
2009-04-25,4.7,620000,6300000,627750
2009-05-02,4.8,602000,6416000,615000
2009-05-09,4.9,625000,6516000,621500
2009-05-16,4.9,620000,6539000,616750
2009-05-23,4.9,606000,6522000,613250
2009-05-30,5,607000,6635000,614500
2009-06-06,4.9,596000,6506000,607250
2009-06-13,4.9,595000,6525000,601000
2009-06-20,4.9,608000,6488000,601500
2009-06-27,5,594000,6618000,598250
2009-07-04,4.6,573000,6145000,592500
2009-07-11,4.6,546000,6136000,580250
2009-07-18,4.6,560000,6118000,568250
2009-07-25,4.6,587000,6157000,566500
2009-08-01,4.6,555000,6111000,562000
2009-08-08,4.6,555000,6090000,564250
2009-08-15,4.5,562000,6008000,564750
2009-08-22,4.6,560000,6060000,558000
2009-08-29,4.5,564000,5970000,560250
2009-09-05,4.6,558000,6079000,561000
2009-09-12,4.5,542000,6006000,556000
2009-09-19,4.5,536000,5942000,550000
2009-09-26,4.4,554000,5912000,547500
2009-10-03,4.5,533000,5900000,541250
2009-10-10,4.4,511000,5828000,533500
2009-10-17,4.4,531000,5746000,532250
2009-10-24,4.3,530000,5705000,526250
2009-10-31,4.3,522000,5649000,523500
2009-11-07,4.2,512000,5568000,523750
2009-11-14,4.1,507000,5462000,517750
2009-11-21,4.2,482000,5489000,505750
2009-11-28,4,475000,5323000,494000
2009-12-05,4,497000,5289000,490250
2009-12-12,3.9,498000,5191000,488000
2009-12-19,3.9,479000,5100000,487250
2009-12-26,3.8,468000,4987000,485500
2010-01-02,3.7,456000,4870000,475250
2010-01-09,3.7,469000,4879000,468000
2010-01-16,3.7,507000,4809000,475000
2010-01-23,3.7,471000,4841000,475750
2010-01-30,3.7,496000,4796000,485750
2010-02-06,3.7,466000,4838000,485000
2010-02-13,3.7,489000,4815000,480500
2010-02-20,3.7,5e+05,4767000,487750
2010-02-27,3.7,488000,4755000,485750
2010-03-06,3.7,472000,4766000,487250
2010-03-13,3.7,478000,4750000,484500
2010-03-20,3.6,472000,4743000,477500
2010-03-27,3.6,459000,4668000,470250
2010-04-03,3.7,479000,4755000,472000
2010-04-10,3.7,479000,4746000,472250
2010-04-17,3.7,469000,4721000,471500
2010-04-24,3.7,449000,4690000,469000
2010-05-01,3.7,451000,4695000,462000
2010-05-08,3.7,451000,4707000,455000
2010-05-15,3.7,474000,4688000,456250
2010-05-22,3.7,463000,4731000,459750
2010-05-29,3.5,458000,4553000,461500
2010-06-05,3.6,459000,4624000,463500
2010-06-12,3.6,467000,4606000,461750
2010-06-19,3.6,452000,4619000,459000
2010-06-26,3.5,464000,4484000,460500
2010-07-03,3.6,454000,4620000,459250
2010-07-10,3.5,439000,4482000,452250
2010-07-17,3.6,462000,4545000,454750
2010-07-24,3.6,465000,4529000,455000
2010-07-31,3.5,476000,4467000,460500
2010-08-07,3.5,483000,4478000,471500
2010-08-14,3.5,486000,4432000,477500
2010-08-21,3.5,464000,4426000,477250
2010-08-28,3.6,467000,4509000,475000
2010-09-04,3.6,452000,4501000,467250
2010-09-11,3.5,444000,4487000,456750
2010-09-18,3.5,459000,4452000,455500
2010-09-25,3.5,459000,4431000,453500
2010-10-02,3.5,446000,4407000,452000
2010-10-09,3.5,459000,4403000,455750
2010-10-16,3.5,444000,4348000,452000
2010-10-23,3.4,432000,4331000,445250
2010-10-30,3.4,453000,4328000,447000
2010-11-06,3.4,434000,4270000,440750
2010-11-13,3.3,432000,4176000,437750
2010-11-20,3.4,407000,4218000,431500
2010-11-27,3.3,432000,4118000,426250
2010-12-04,3.3,428000,4137000,424750
2010-12-11,3.2,425000,4062000,423000
2010-12-18,3.3,424000,4113000,427250
2010-12-25,3.2,404000,4088000,420250
2011-01-01,3.1,413000,3898000,416500
2011-01-08,3.1,434000,3907000,418750
2011-01-15,3.2,421000,3974000,418000
2011-01-22,3.1,446000,3926000,428500
2011-01-29,3.1,420000,3887000,430250
2011-02-05,3.1,402000,3928000,422250
2011-02-12,3.1,425000,3839000,423250
2011-02-19,3,394000,3821000,410250
2011-02-26,3,385000,3809000,401500
2011-03-05,3,414000,3772000,404500
2011-03-12,3,404000,3772000,399250
2011-03-19,3,407000,3752000,402500
2011-03-26,3,399000,3766000,406000
2011-04-02,3,395000,3756000,401250
2011-04-09,3,416000,3751000,404250
2011-04-16,3,402000,3717000,403000
2011-04-23,3,422000,3796000,408750
2011-04-30,3.1,468000,3834000,427000
2011-05-07,3,435000,3787000,431750
2011-05-14,3,414000,3781000,434750
2011-05-21,3,423000,3799000,435000
2011-05-28,3,418000,3728000,422500
2011-06-04,3,423000,3750000,419500
2011-06-11,3,413000,3746000,419250
2011-06-18,3,416000,3752000,417500
2011-06-25,3,421000,3719000,418250
2011-07-02,3,418000,3733000,417000
2011-07-09,3,408000,3724000,415750
2011-07-16,3,420000,3734000,416750
2011-07-23,3,411000,3741000,414250
2011-07-30,2.9,406000,3676000,411250
2011-08-06,2.9,405000,3709000,410500
2011-08-13,3,409000,3717000,407750
2011-08-20,3,415000,3715000,408750
2011-08-27,3,409000,3723000,409500
2011-09-03,3,414000,3759000,411750
2011-09-10,3,429000,3758000,416750
2011-09-17,3,422000,3747000,418500
2011-09-24,2.9,406000,3707000,417750
2011-10-01,2.9,405000,3697000,415500
2011-10-08,3,410000,3731000,410750
2011-10-15,2.9,395000,3704000,404000
2011-10-22,2.9,403000,3699000,403250
2011-10-29,2.9,399000,3677000,401750
2011-11-05,2.9,392000,3603000,397250
2011-11-12,2.9,383000,3676000,394250
2011-11-19,3,385000,3739000,389750
2011-11-26,2.8,397000,3592000,389250
2011-12-03,2.8,387000,3595000,388000
2011-12-10,2.8,368000,3543000,384250
2011-12-17,2.8,368000,3588000,380000
2011-12-24,2.8,386000,3575000,377250
2011-12-31,2.8,376000,3566000,374500
2012-01-07,2.7,391000,3421000,398750
2012-01-14,2.8,367000,3511000,384500
2012-01-21,2.7,381000,3419000,378750
2012-01-28,2.7,372000,3454000,377750
2012-02-04,2.7,368000,3391000,372000
2012-02-11,2.7,361000,3362000,370500
2012-02-18,2.7,359000,3382000,365000
2012-02-25,2.7,365000,3392000,363250
2012-03-03,2.7,375000,3367000,365000
2012-03-10,2.6,369000,3353000,367000
2012-03-17,2.6,368000,3342000,369250
2012-03-24,2.6,363000,3336000,368750
2012-03-31,2.6,358000,3286000,364500
2012-04-07,2.6,387000,3325000,369000
2012-04-14,2.6,381000,3355000,372250
2012-04-21,2.6,387000,3316000,378250
2012-04-28,2.6,372000,3296000,381750
2012-05-05,2.6,373000,3326000,378250
2012-05-12,2.6,369000,3334000,375250
2012-05-19,2.6,371000,3301000,371250
2012-05-26,2.6,381000,3351000,373500
2012-06-02,2.6,377000,3327000,374500
2012-06-09,2.6,383000,3343000,378000
2012-06-16,2.6,384000,3323000,381250
2012-06-23,2.6,380000,3325000,381000
2012-06-30,2.6,372000,3304000,379750
2012-07-07,2.6,360000,3314000,374000
2012-07-14,2.6,390000,3307000,375500
2012-07-21,2.6,368000,3290000,372500
2012-07-28,2.6,372000,3312000,372500
2012-08-04,2.6,371000,3302000,375250
2012-08-11,2.6,369000,3296000,370000
2012-08-18,2.6,376000,3306000,372000
2012-08-25,2.6,377000,3321000,373250
2012-09-01,2.6,371000,3327000,373250
2012-09-08,2.6,393000,3312000,379250
2012-09-15,2.6,392000,3316000,383250
2012-09-22,2.6,377000,3308000,383250
2012-09-29,2.6,376000,3309000,384500
2012-10-06,2.6,350000,3295000,373750
2012-10-13,2.6,386000,3302000,372250
2012-10-20,2.6,374000,3285000,371500
2012-10-27,2.5,364000,3223000,368500
2012-11-03,2.6,365000,3368000,372250
2012-11-10,2.6,446000,3364000,387250
2012-11-17,2.6,406000,3325000,395250
2012-11-24,2.5,388000,3248000,401250
2012-12-01,2.5,375000,3195000,403750
2012-12-08,2.5,340000,3229000,377250
2012-12-15,2.5,356000,3179000,364750
2012-12-22,2.5,362000,3221000,358250
2012-12-29,2.4,362000,3127000,355000
2013-01-05,2.4,363000,3147000,369750
2013-01-12,2.4,344000,3108000,363750
2013-01-19,2.4,339000,3138000,352000
2013-01-26,2.4,366000,3138000,353000
2013-02-02,2.4,361000,3075000,352500
2013-02-09,2.4,347000,3081000,353250
2013-02-16,2.4,362000,3036000,359000
2013-02-23,2.4,342000,3043000,353000
2013-03-02,2.3,340000,3011000,347750
2013-03-09,2.4,343000,3024000,346750
2013-03-16,2.4,343000,3028000,342000
2013-03-23,2.4,358000,3046000,346000
2013-03-30,2.4,375000,3080000,354750
2013-04-06,2.4,359000,3076000,358750
2013-04-13,2.3,356000,3024000,362000
2013-04-20,2.3,343000,3027000,358250
2013-04-27,2.4,331000,3039000,347250
2013-05-04,2.4,335000,3042000,341250
2013-05-11,2.3,360000,2975000,342250
2013-05-18,2.3,343000,3020000,342250
2013-05-25,2.3,353000,3012000,347750
2013-06-01,2.3,346000,2999000,350500
2013-06-08,2.3,337000,3004000,344750
2013-06-15,2.3,353000,2996000,347250
2013-06-22,2.3,347000,2962000,345750
2013-06-29,2.3,340000,3003000,344250
2013-07-06,2.4,351000,3113000,347750
2013-07-13,2.3,344000,3011000,345500
2013-07-20,2.3,355000,2947000,347500
2013-07-27,2.3,334000,3010000,346000
2013-08-03,2.3,339000,2944000,343000
2013-08-10,2.3,327000,2987000,338750
2013-08-17,2.3,340000,2968000,335000
2013-08-24,2.3,336000,2934000,335500
2013-08-31,2.2,325000,2839000,332000
2013-09-07,2.2,3e+05,2822000,325250
2013-09-14,2.2,323000,2863000,321000
2013-09-21,2.3,314000,2954000,315500
2013-09-28,2.3,319000,2944000,314000
2013-10-05,2.2,368000,2929000,331000
2013-10-12,2.2,368000,2925000,342250
2013-10-19,2.2,351000,2933000,351500
2013-10-26,2.2,347000,2927000,358500
2013-11-02,2.2,342000,2873000,352000
2013-11-09,2.2,340000,2925000,345000
2013-11-16,2.2,331000,2837000,340000
2013-11-23,2.2,316000,2813000,332250
2013-11-30,2.2,312000,2808000,324750
2013-12-07,2.2,354000,2892000,328250
2013-12-14,2.2,364000,2903000,336500
2013-12-21,2.2,334000,2832000,341000
2013-12-28,2.2,332000,2807000,346000
2014-01-04,2.2,322000,2903000,338000
2014-01-11,2.2,318000,2907000,326500
2014-01-18,2.2,327000,2847000,324750
2014-01-25,2.2,340000,2850000,326750
2014-02-01,2.2,331000,2852000,329000
2014-02-08,2.2,337000,2859000,333750
2014-02-15,2.2,332000,2861000,335000
2014-02-22,2.2,341000,2823000,335250
2014-03-01,2.1,319000,2787000,332250
2014-03-08,2.2,322000,2816000,328500
2014-03-15,2.1,321000,2764000,325750
2014-03-22,2.1,313000,2800000,318750
2014-03-29,2.1,330000,2729000,321500
2014-04-05,2.1,311000,2730000,318750
2014-04-12,2,308000,2680000,315500
2014-04-19,2.1,327000,2767000,319000
2014-04-26,2.1,345000,2707000,322750
2014-05-03,2.1,325000,2702000,326250
2014-05-10,2,303000,2691000,325000
2014-05-17,2,324000,2657000,324250
2014-05-24,2,305000,2646000,314250
2014-05-31,2,312000,2641000,311000
2014-06-07,2,317000,2598000,314500
2014-06-14,2,314000,2595000,312000
2014-06-21,2,315000,2583000,314500
2014-06-28,2,308000,2579000,313500
2014-07-05,1.9,302000,2540000,309750
2014-07-12,1.9,308000,2528000,308250
2014-07-19,1.9,294000,2542000,303000
2014-07-26,1.9,303000,2524000,301750
2014-08-02,1.9,295000,2530000,3e+05
2014-08-09,1.9,309000,2508000,300250
2014-08-16,1.9,303000,2517000,302500
2014-08-23,1.9,3e+05,2483000,301750
2014-08-30,1.9,303000,2486000,303750
2014-09-06,1.9,307000,2452000,303250
2014-09-13,1.9,288000,2465000,299500
2014-09-20,1.9,295000,2447000,298250
2014-09-27,1.8,290000,2427000,295000
2014-10-04,1.8,293000,2441000,291500
2014-10-11,1.8,281000,2409000,289750
2014-10-18,1.8,290000,2437000,288500
2014-10-25,1.8,291000,2406000,288750
2014-11-01,1.8,280000,2436000,285500
2014-11-08,1.8,291000,2384000,288000
2014-11-15,1.8,293000,2351000,288750
2014-11-22,1.8,303000,2389000,291750
2014-11-29,1.9,291000,2484000,294500
2014-12-06,1.8,291000,2381000,294500
2014-12-13,1.8,286000,2379000,292750
2014-12-20,1.8,276000,2338000,286000
2014-12-27,1.8,285000,2422000,284500
2015-01-03,1.8,294000,2381000,285250
2015-01-10,1.8,304000,2400000,289750
2015-01-17,1.8,298000,2336000,295250
2015-01-24,1.8,261000,2335000,289250
2015-01-31,1.7,281000,2297000,286000
2015-02-07,1.8,298000,2344000,284500
2015-02-14,1.7,285000,2319000,281250
2015-02-21,1.8,305000,2341000,292250
2015-02-28,1.8,317000,2357000,301250
2015-03-07,1.8,293000,2361000,3e+05
2015-03-14,1.8,290000,2361000,301250
2015-03-21,1.7,284000,2306000,296000
2015-03-28,1.7,269000,2278000,284000
2015-04-04,1.7,282000,2273000,281250
2015-04-11,1.7,298000,2320000,283250
2015-04-18,1.7,295000,2279000,286000
2015-04-25,1.7,269000,2254000,286000
2015-05-02,1.7,267000,2261000,282250
2015-05-09,1.7,271000,2253000,275500
2015-05-16,1.7,276000,2258000,270750
2015-05-23,1.7,281000,2236000,273750
2015-05-30,1.7,275000,2294000,275750
2015-06-06,1.7,278000,2250000,277500
2015-06-13,1.7,269000,2268000,275750
2015-06-20,1.7,273000,2265000,273750
2015-06-27,1.7,275000,2312000,273750
2015-07-04,1.7,292000,2233000,277250
2015-07-11,1.7,285000,2226000,281250
2015-07-18,1.7,265000,2267000,279250
2015-07-25,1.7,269000,2253000,277750
2015-08-01,1.7,270000,2257000,272250
2015-08-08,1.7,274000,2247000,269500
2015-08-15,1.7,279000,2256000,273000
2015-08-22,1.7,274000,2252000,274250
2015-08-29,1.7,279000,2258000,276500
2015-09-05,1.7,273000,2243000,276250
2015-09-12,1.7,264000,2255000,272500
2015-09-19,1.7,269000,2234000,271250
2015-09-26,1.7,272000,2240000,269500
2015-10-03,1.6,267000,2207000,268000
2015-10-10,1.6,265000,2214000,268250
2015-10-17,1.6,264000,2194000,267000
2015-10-24,1.6,264000,2218000,265000
2015-10-31,1.6,275000,2205000,267000
2015-11-07,1.6,276000,2209000,269750
2015-11-14,1.6,272000,2185000,271750
2015-11-21,1.6,261000,2181000,271000
2015-11-28,1.7,265000,2259000,268500
