"date","IURSA","ICSA","CCSA","IC4WSA"
1971-01-02,3.9,303000,2102000,304750
1971-01-09,4,288000,2124000,300250
1971-01-16,3.9,299000,2100000,302750
1971-01-23,3.9,312000,2091000,300500
1971-01-30,3.9,292000,2086000,297750
1971-02-06,4,296000,2120000,299750
1971-02-13,3.9,282000,2079000,295500
1971-02-20,4,268000,2120000,284500
1971-02-27,3.9,290000,2081000,284000
1971-03-06,4,297000,2132000,284250
1971-03-13,4,287000,2126000,285500
1971-03-20,4,291000,2140000,291250
1971-03-27,4.1,3e+05,2157000,293750
1971-04-03,4,299000,2135000,294250
1971-04-10,4.1,279000,2156000,292250
1971-04-17,4.1,284000,2163000,290500
1971-04-24,4,288000,2127000,287500
1971-05-01,4.1,290000,2157000,285250
1971-05-08,4.1,293000,2179000,288750
1971-05-15,4.1,284000,2179000,288750
1971-05-22,4.1,295000,2167000,290500
1971-05-29,4.1,299000,2171000,292750
1971-06-05,4.1,301000,2194000,294750
1971-06-12,4.1,295000,2199000,297500
1971-06-19,4.1,299000,2182000,298500
1971-06-26,4.1,291000,2172000,296500
1971-07-03,4,277000,2116000,290500
1971-07-10,4,264000,2130000,282750
1971-07-17,4,313000,2087000,286250
1971-07-24,4,304000,2129000,289500
1971-07-31,4.1,308000,2150000,297250
1971-08-07,4.1,349000,2174000,318500
1971-08-14,4.2,325000,2202000,321500
1971-08-21,4.1,320000,2186000,325500
1971-08-28,4.1,307000,2188000,325250
1971-09-04,4.2,359000,2228000,327750
1971-09-11,4.3,312000,2250000,324500
1971-09-18,4.3,302000,2246000,320000
1971-09-25,4.2,308000,2233000,320250
1971-10-02,4.2,299000,2216000,305250
1971-10-09,4.3,313000,2247000,305500
1971-10-16,4.2,299000,2190000,304750
1971-10-23,4.1,294000,2176000,301250
1971-10-30,4.2,283000,2194000,297250
1971-11-06,4.2,301000,2204000,294250
1971-11-13,4.1,295000,2134000,293250
1971-11-20,4.1,274000,2134000,288250
1971-11-27,4,278000,2111000,287000
1971-12-04,4,299000,2117000,286500
1971-12-11,4,280000,2085000,282750
1971-12-18,4,269000,2109000,281500
1971-12-25,3.9,244000,2037000,273000
1972-01-01,3.7,279000,1934000,268000
1972-01-08,3.7,295000,1931000,271750
1972-01-15,3.7,250000,1923000,267000
1972-01-22,3.6,263000,1907000,271750
1972-01-29,3.6,269000,1921000,269250
1972-02-05,3.7,276000,1941000,264500
1972-02-12,3.7,266000,1960000,268500
1972-02-19,3.6,258000,1902000,267250
1972-02-26,3.6,254000,1903000,263500
1972-03-04,3.6,257000,1905000,258750
1972-03-11,3.6,264000,1906000,258250
1972-03-18,3.6,266000,1907000,260250
1972-03-25,3.6,264000,1877000,262750
1972-04-01,3.6,258000,1913000,263000
1972-04-08,3.6,274000,1910000,265500
1972-04-15,3.6,259000,1891000,263750
1972-04-22,3.5,259000,1855000,262500
1972-04-29,3.5,265000,1870000,264250
1972-05-06,3.6,271000,1893000,263500
1972-05-13,3.6,266000,1874000,265250
1972-05-20,3.5,267000,1863000,267250
1972-05-27,3.5,267000,1871000,267750
1972-06-03,3.5,264000,1857000,266000
1972-06-10,3.5,268000,1870000,266500
1972-06-17,3.5,275000,1855000,268500
1972-06-24,3.5,286000,1871000,273250
1972-07-01,3.6,350000,1935000,294750
1972-07-08,3.7,297000,1977000,302000
1972-07-15,3.7,318000,1947000,312750
1972-07-22,3.7,276000,1962000,310250
1972-07-29,3.6,247000,1928000,284500
1972-08-05,3.5,250000,1855000,272750
1972-08-12,3.4,246000,1812000,254750
1972-08-19,3.4,256000,1794000,249750
1972-08-26,3.4,262000,1792000,253500
1972-09-02,3.5,258000,1838000,255500
1972-09-09,3.4,259000,1802000,258750
1972-09-16,3.4,258000,1799000,259250
1972-09-23,3.4,255000,1791000,257500
1972-09-30,3.3,251000,1763000,255750
1972-10-07,3.3,263000,1771000,256750
1972-10-14,3.2,250000,1760000,254750
1972-10-21,3.2,257000,1733000,255250
1972-10-28,3.2,234000,1750000,251000
1972-11-04,3.2,255000,1722000,249000
1972-11-11,3.2,242000,1736000,247000
1972-11-18,3.2,271000,1727000,250500
1972-11-25,3.2,235000,1743000,250750
1972-12-02,3.1,226000,1676000,243500
1972-12-09,3.1,252000,1681000,246000
1972-12-16,3.2,263000,1756000,244000
1972-12-23,3.1,246000,1697000,246750
1972-12-30,3.1,225000,1663000,246500
1973-01-06,2.9,226000,1617000,240000
1973-01-13,2.9,245000,1660000,235500
1973-01-20,2.9,229000,1607000,231250
1973-01-27,2.8,214000,1601000,228500
1973-02-03,2.8,228000,1596000,229000
1973-02-10,2.8,226000,1594000,224250
1973-02-17,2.8,216000,1582000,221000
1973-02-24,2.8,218000,1582000,222000
1973-03-03,2.8,225000,1579000,221250
1973-03-10,2.8,229000,1584000,222000
1973-03-17,2.8,228000,1578000,225000
1973-03-24,2.8,232000,1562000,228500
1973-03-31,2.7,222000,1547000,227750
1973-04-07,2.6,247000,1552000,232250
1973-04-14,2.6,230000,1539000,232750
1973-04-21,2.7,243000,1573000,235500
1973-04-28,2.6,236000,1551000,239000
1973-05-05,2.7,248000,1560000,239250
1973-05-12,2.7,238000,1557000,241250
1973-05-19,2.6,237000,1553000,239750
1973-05-26,2.7,238000,1567000,240250
1973-06-02,2.7,232000,1556000,236250
1973-06-09,2.7,246000,1563000,238250
1973-06-16,2.7,237000,1576000,238250
1973-06-23,2.7,242000,1570000,239250
1973-06-30,2.7,237000,1571000,240500
1973-07-07,2.6,248000,1605000,241000
1973-07-14,2.6,232000,1605000,239750
1973-07-21,2.6,241000,1594000,239500
1973-07-28,2.6,250000,1603000,242750
1973-08-04,2.7,256000,1633000,244750
1973-08-11,2.8,265000,1679000,253000
1973-08-18,2.7,258000,1672000,257250
1973-08-25,2.8,254000,1675000,258250
1973-09-01,2.8,242000,1681000,254750
1973-09-08,2.8,252000,1688000,251500
1973-09-15,2.7,245000,1666000,248250
1973-09-22,2.7,246000,1658000,246250
1973-09-29,2.7,249000,1658000,248000
1973-10-06,2.7,236000,1657000,244000
1973-10-13,2.7,246000,1679000,244250
1973-10-20,2.7,249000,1646000,245000
1973-10-27,2.7,235000,1675000,241500
1973-11-03,2.7,246000,1669000,244000
1973-11-10,2.8,282000,1702000,253000
1973-11-17,2.8,254000,1698000,254250
1973-11-24,2.8,233000,1755000,253750
1973-12-01,2.7,256000,1692000,256250
1973-12-08,2.8,266000,1717000,252250
1973-12-15,2.9,272000,1779000,256750
1973-12-22,3,326000,1836000,280000
1973-12-29,2.9,3e+05,1805000,291000
1974-01-05,3.1,269000,1934000,291750
1974-01-12,3.1,340000,1949000,308750
1974-01-19,3.2,321000,1995000,307500
1974-01-26,3.1,291000,1950000,305250
1974-02-02,3.1,302000,1963000,313500
1974-02-09,3.2,369000,2010000,320750
1974-02-16,3.3,311000,2049000,318250
1974-02-23,3.2,292000,2027000,318500
1974-03-02,3.2,301000,2020000,318250
1974-03-09,3.3,305000,2054000,302250
1974-03-16,3.3,315000,2068000,303250
1974-03-23,3.3,314000,2074000,308750
1974-03-30,3.3,323000,2062000,314250
1974-04-06,3.2,296000,2066000,312000
1974-04-13,3.2,297000,2072000,307500
1974-04-20,3.3,296000,2081000,303000
1974-04-27,3.2,283000,2045000,293000
1974-05-04,3.2,287000,2056000,290750
1974-05-11,3.2,296000,2041000,290500
1974-05-18,3.2,298000,2053000,291000
1974-05-25,3.2,309000,2057000,297500
1974-06-01,3.3,278000,2079000,295250
1974-06-08,3.2,314000,2067000,299750
1974-06-15,3.3,303000,2095000,301000
1974-06-22,3.2,308000,2066000,300750
1974-06-29,3.2,325000,2074000,312500
1974-07-06,3.3,311000,2160000,311750
1974-07-13,3.3,304000,2125000,312000
1974-07-20,3.3,303000,2109000,310750
1974-07-27,3.2,320000,2097000,309500
1974-08-03,3.3,335000,2147000,315500
1974-08-10,3.4,347000,2171000,326250
1974-08-17,3.4,332000,2168000,333500
1974-08-24,3.4,343000,2172000,339250
1974-08-31,3.4,350000,2211000,343000
1974-09-07,3.5,350000,2265000,343750
1974-09-14,3.5,357000,2274000,350000
1974-09-21,3.5,370000,2273000,356750
1974-09-28,3.6,366000,2306000,360750
1974-10-05,3.6,371000,2360000,366000
1974-10-12,3.7,413000,2396000,380000
1974-10-19,3.9,389000,2519000,384750
1974-10-26,3.9,414000,2520000,396750
1974-11-02,4,406000,2623000,405500
1974-11-09,4.1,441000,2699000,412500
1974-11-16,4.4,449000,2862000,427500
1974-11-23,4.2,518000,2748000,453500
1974-11-30,4.7,474000,3086000,470500
1974-12-07,4.9,528000,3178000,492250
1974-12-14,5,510000,3291000,507500
1974-12-21,5.1,521000,3300000,508250
1974-12-28,5.2,537000,3396000,524000
1975-01-04,5.4,456000,3554000,506000
1975-01-11,5.4,554000,3557000,517000
1975-01-18,5.6,575000,3658000,530500
1975-01-25,5.6,555000,3708000,535000
1975-02-01,5.7,559000,3738000,560750
1975-02-08,5.9,545000,3856000,558500
1975-02-15,5.9,530000,3863000,547250
1975-02-22,6,544000,3969000,544500
1975-03-01,6.1,546000,4023000,541250
1975-03-08,6.3,551000,4147000,542750
1975-03-15,6.4,531000,4195000,543000
1975-03-22,6.4,550000,4201000,544500
1975-03-29,6.5,555000,4310000,546750
1975-04-05,6.7,537000,4428000,543250
1975-04-12,6.7,520000,4449000,540500
1975-04-19,6.8,531000,4497000,535750
1975-04-26,6.8,513000,4520000,525250
1975-05-03,6.9,505000,4604000,517250
1975-05-10,6.9,507000,4597000,514000
1975-05-17,6.9,514000,4592000,509750
1975-05-24,6.7,493000,4461000,504750
1975-05-31,7,475000,4637000,497250
1975-06-07,6.8,529000,4484000,502750
1975-06-14,6.8,497000,4529000,498500
1975-06-21,6.6,497000,4406000,499500
1975-06-28,6.2,459000,4090000,495500
1975-07-05,6.4,423000,4239000,469000
1975-07-12,6.1,446000,4057000,456250
1975-07-19,6.3,445000,4208000,443250
1975-07-26,6.1,454000,4075000,442000
1975-08-02,6,454000,4015000,449750
1975-08-09,6,459000,4028000,453000
1975-08-16,5.9,444000,3934000,452750
1975-08-23,5.9,457000,3940000,453500
1975-08-30,5.8,446000,3854000,451500
1975-09-06,6,447000,3969000,448500
1975-09-13,5.8,456000,3880000,451500
1975-09-20,5.8,433000,3880000,445500
1975-09-27,5.8,445000,3851000,445250
1975-10-04,5.8,426000,3868000,440000
1975-10-11,5.5,429000,3675000,433250
1975-10-18,5.6,404000,3720000,426000
1975-10-25,5.5,426000,3662000,421250
1975-11-01,5.4,414000,3607000,418250
1975-11-08,5.3,415000,3546000,414750
1975-11-15,5.3,386000,3551000,410250
1975-11-22,5.1,401000,3377000,404000
1975-11-29,5.1,387000,3391000,397250
1975-12-06,5,373000,3331000,386750
1975-12-13,4.9,368000,3266000,382250
1975-12-20,4.7,365000,3124000,373250
1975-12-27,4.6,391000,3072000,374250
1976-01-03,4.9,362000,3214000,371500
1976-01-10,4.7,402000,3084000,380000
1976-01-17,4.6,370000,3026000,381250
1976-01-24,4.5,363000,2957000,374250
1976-01-31,4.4,359000,2895000,373500
1976-02-07,4.4,353000,2912000,361250
1976-02-14,4.4,344000,2867000,354750
1976-02-21,4.3,347000,2862000,350750
1976-02-28,4.3,349000,2822000,348250
1976-03-06,4.3,348000,2853000,347000
1976-03-13,4.3,360000,2837000,351000
1976-03-20,4.3,368000,2852000,356250
1976-03-27,4.3,366000,2830000,360500
1976-04-03,4.4,380000,2859000,368500
1976-04-10,4.3,373000,2840000,371750
1976-04-17,4.4,361000,2890000,370000
1976-04-24,4.4,367000,2900000,370250
1976-05-01,4.5,385000,2940000,371500
1976-05-08,4.5,395000,2941000,377000
1976-05-15,4.5,382000,2947000,382250
1976-05-22,4.5,394000,2961000,389000
1976-05-29,4.4,402000,2916000,393250
1976-06-05,4.5,382000,2970000,390000
1976-06-12,4.5,407000,2950000,396250
1976-06-19,4.6,399000,3003000,397500
1976-06-26,4.6,387000,3035000,393750
1976-07-03,4.5,394000,2958000,396750
1976-07-10,4.6,372000,2995000,388000
1976-07-17,4.6,406000,3011000,389750
1976-07-24,4.6,394000,3019000,391500
1976-07-31,4.6,388000,2996000,390000
1976-08-07,4.6,378000,3007000,391500
1976-08-14,4.6,382000,2990000,385500
1976-08-21,4.6,4e+05,2983000,387000
1976-08-28,4.7,394000,3081000,388500
1976-09-04,4.6,421000,2988000,399250
1976-09-11,4.7,383000,3092000,399500
1976-09-18,4.7,403000,3097000,400250
1976-09-25,4.7,423000,3103000,407500
1976-10-02,4.7,408000,3104000,404250
1976-10-09,4.7,411000,3119000,411250
1976-10-16,4.7,403000,3074000,411250
1976-10-23,4.7,409000,3088000,407750
1976-10-30,4.7,414000,3080000,409250
1976-11-06,4.7,390000,3079000,404000
1976-11-13,4.7,383000,3064000,399000
1976-11-20,4.6,408000,3061000,398750
1976-11-27,4.6,377000,3019000,389500
1976-12-04,4.5,402000,2994000,392500
1976-12-11,4.5,395000,2978000,395500
1976-12-18,4.4,365000,2900000,384750
1976-12-25,4.3,333000,2822000,373750
1977-01-01,4.2,380000,2818000,368250
1977-01-08,4.1,416000,2764000,373500
1977-01-15,4.3,368000,2841000,374250
1977-01-22,4.3,423000,2834000,396750
1977-01-29,4.3,422000,2879000,407250
1977-02-05,4.4,565000,2956000,444500
1977-02-12,4.4,477000,2904000,471750
1977-02-19,4.2,399000,2772000,465750
1977-02-26,4.1,362000,2764000,450750
1977-03-05,4.1,361000,2717000,399750
1977-03-12,4.1,355000,2728000,369250
1977-03-19,4,369000,2695000,361750
1977-03-26,4,356000,2671000,360250
1977-04-02,3.9,350000,2655000,357500
1977-04-09,4,376000,2717000,362750
1977-04-16,4,361000,2680000,360750
1977-04-23,4,375000,2660000,365500
1977-04-30,3.9,375000,2644000,371750
1977-05-07,3.9,384000,2618000,373750
1977-05-14,3.9,381000,2635000,378750
1977-05-21,3.9,375000,2647000,378750
1977-05-28,3.9,381000,2625000,380250
1977-06-04,3.9,363000,2650000,375000
1977-06-11,3.8,358000,2589000,369250
1977-06-18,3.9,359000,2622000,365250
1977-06-25,3.9,365000,2616000,361250
1977-07-02,3.8,350000,2572000,358000
1977-07-09,3.8,361000,2563000,358750
1977-07-16,3.8,366000,2591000,360500
1977-07-23,3.8,365000,2584000,360500
1977-07-30,3.8,365000,2605000,364250
1977-08-06,3.8,378000,2605000,368500
1977-08-13,3.9,359000,2618000,366750
1977-08-20,3.8,367000,2612000,367250
1977-08-27,3.8,365000,2607000,367250
1977-09-03,3.8,374000,2571000,366250
1977-09-10,3.8,359000,2601000,366250
1977-09-17,3.8,362000,2605000,365000
1977-09-24,3.8,380000,2581000,368750
1977-10-01,3.8,348000,2583000,362250
1977-10-08,3.8,365000,2575000,363750
1977-10-15,3.8,358000,2575000,362750
1977-10-22,3.7,375000,2561000,361500
1977-10-29,3.8,349000,2587000,361750
1977-11-05,3.7,366000,2535000,362000
1977-11-12,3.8,334000,2592000,356000
1977-11-19,3.7,360000,2527000,352250
1977-11-26,3.8,354000,2620000,353500
1977-12-03,3.7,367000,2505000,353750
1977-12-10,3.7,364000,2529000,361250
1977-12-17,3.7,359000,2558000,361000
1977-12-24,3.6,344000,2482000,358500
1977-12-31,3.6,364000,2461000,357750
1978-01-07,3.5,346000,2456000,353250
1978-01-14,3.5,343000,2418000,349250
1978-01-21,3.6,352000,2522000,351250
1978-01-28,3.7,363000,2578000,351000
1978-02-04,3.6,360000,2468000,354500
1978-02-11,3.8,373000,2656000,362000
1978-02-18,3.7,429000,2545000,381250
1978-02-25,3.7,371000,2553000,383250
1978-03-04,3.7,355000,2529000,382000
1978-03-11,3.6,359000,2526000,378500
1978-03-18,3.6,347000,2471000,358000
1978-03-25,3.6,335000,2473000,349000
1978-04-01,3.5,333000,2453000,343500
1978-04-08,3.4,345000,2397000,340000
1978-04-15,3.3,309000,2339000,330500
1978-04-22,3.3,319000,2287000,326500
1978-04-29,3.2,324000,2272000,324250
1978-05-06,3.2,334000,2246000,321500
1978-05-13,3.2,322000,2231000,324750
1978-05-20,3.2,334000,2238000,328500
1978-05-27,3.2,318000,2211000,327000
1978-06-03,3.2,310000,2224000,321000
1978-06-10,3.1,331000,2189000,323250
1978-06-17,3.2,326000,2225000,321250
1978-06-24,3.2,330000,2249000,324250
1978-07-01,3.2,348000,2242000,333750
1978-07-08,3.3,356000,2331000,340000
1978-07-15,3.3,352000,2328000,346500
1978-07-22,3.3,349000,2321000,351250
1978-07-29,3.3,346000,2344000,350750
1978-08-05,3.4,365000,2395000,353000
1978-08-12,3.4,354000,2422000,353500
1978-08-19,3.4,343000,2405000,352000
1978-08-26,3.3,333000,2370000,348750
1978-09-02,3.3,313000,2336000,335750
1978-09-09,3.2,337000,2278000,331500
1978-09-16,3.2,322000,2271000,326250
1978-09-23,3.2,323000,2247000,323750
1978-09-30,3.1,318000,2217000,325000
1978-10-07,3,343000,2219000,326500
1978-10-14,3.1,316000,2274000,325000
1978-10-21,3,338000,2207000,328750
1978-10-28,3,316000,2222000,328250
1978-11-04,3,317000,2188000,321750
1978-11-11,3,304000,2200000,318750
1978-11-18,2.9,342000,2158000,319750
1978-11-25,3.2,359000,2349000,330500
1978-12-02,3,377000,2248000,345500
1978-12-09,3.1,344000,2292000,355500
1978-12-16,3.2,347000,2328000,356750
1978-12-23,3.1,352000,2276000,355000
1978-12-30,3.1,358000,2289000,350250
1979-01-06,3.1,359000,2366000,354000
1979-01-13,3.1,392000,2368000,365250
1979-01-20,3.1,337000,2403000,361500
1979-01-27,3.1,342000,2393000,357500
1979-02-03,3.1,348000,2411000,354750
1979-02-10,3.1,359000,2412000,346500
1979-02-17,3.1,367000,2383000,354000
1979-02-24,3.2,360000,2451000,358500
1979-03-03,3.2,355000,2451000,360250
1979-03-10,3.1,363000,2413000,361250
1979-03-17,3.1,359000,2377000,359250
1979-03-24,3.1,353000,2353000,357500
1979-03-31,3,360000,2335000,358750
1979-04-07,3,465000,2368000,384250
1979-04-14,3.1,457000,2467000,408750
1979-04-21,3,383000,2408000,416250
1979-04-28,2.9,357000,2351000,415500
1979-05-05,2.9,353000,2292000,387500
1979-05-12,2.8,344000,2261000,359250
1979-05-19,2.8,346000,2238000,350000
1979-05-26,2.8,349000,2246000,348000
1979-06-02,2.8,336000,2260000,343750
1979-06-09,2.8,365000,2207000,349000
1979-06-16,2.8,351000,2234000,350250
1979-06-23,2.8,379000,2275000,357750
1979-06-30,2.9,369000,2282000,366000
1979-07-07,2.8,368000,2368000,366750
1979-07-14,2.8,368000,2356000,371000
1979-07-21,2.8,395000,2335000,375000
1979-07-28,2.9,386000,2375000,379250
1979-08-04,2.9,412000,2422000,390250
1979-08-11,3,386000,2466000,394750
1979-08-18,3,387000,2474000,392750
1979-08-25,3,390000,2471000,393750
1979-09-01,2.9,389000,2448000,388000
1979-09-08,2.9,378000,2432000,386000
1979-09-15,2.9,384000,2431000,385250
1979-09-22,2.9,388000,2404000,384750
1979-09-29,2.9,390000,2426000,385000
1979-10-06,2.9,412000,2428000,393500
1979-10-13,3,393000,2535000,395750
1979-10-20,2.9,406000,2475000,400250
1979-10-27,3,398000,2522000,402250
1979-11-03,3,395000,2569000,398000
1979-11-10,3,414000,2537000,403250
1979-11-17,3.1,430000,2656000,409250
1979-11-24,3.1,414000,2648000,413250
1979-12-01,3.2,416000,2698000,418500
1979-12-08,3.2,415000,2685000,418750
1979-12-15,3.2,411000,2712000,414000
1979-12-22,3.2,471000,2674000,428250
1979-12-29,3.2,428000,2725000,431250
1980-01-05,3.2,394000,2749000,426000
1980-01-12,3.3,405000,2778000,424500
1980-01-19,3.3,446000,2783000,418250
1980-01-26,3.3,412000,2817000,414250
1980-02-02,3.4,404000,2864000,416750
1980-02-09,3.4,425000,2867000,421750
1980-02-16,3.4,415000,2877000,414000
1980-02-23,3.4,428000,2866000,418000
1980-03-01,3.3,409000,2848000,419250
1980-03-08,3.4,418000,2883000,417500
1980-03-15,3.4,432000,2888000,421750
1980-03-22,3.4,435000,2921000,423500
1980-03-29,3.4,475000,2866000,440000
1980-04-05,3.5,464000,3007000,451500
1980-04-12,3.6,544000,3085000,479500
1980-04-19,3.7,548000,3188000,507750
1980-04-26,3.7,563000,3226000,529750
1980-05-03,3.9,572000,3334000,556750
1980-05-10,4,601000,3417000,571000
1980-05-17,4.1,642000,3544000,594500
1980-05-24,4.3,627000,3698000,610500
1980-05-31,4.3,637000,3731000,626750
1980-06-07,4.4,610000,3781000,629000
1980-06-14,4.4,592000,3779000,616500
1980-06-21,4.5,599000,3858000,609500
1980-06-28,4.5,627000,3912000,607000
1980-07-05,4.4,579000,3823000,599250
1980-07-12,4.4,533000,3836000,584500
1980-07-19,4.5,567000,3872000,576500
1980-07-26,4.4,558000,3851000,559250
1980-08-02,4.4,569000,3789000,556750
1980-08-09,4.5,533000,3862000,556750
1980-08-16,4.4,525000,3813000,546250
1980-08-23,4.3,512000,3754000,534750
1980-08-30,4.4,502000,3808000,518000
1980-09-06,4.3,511000,3698000,512500
1980-09-13,4.3,492000,3699000,504250
1980-09-20,4.3,465000,3698000,492500
1980-09-27,4.2,463000,3679000,482750
1980-10-04,4.2,462000,3672000,470500
1980-10-11,4.1,447000,3549000,459250
1980-10-18,4,425000,3477000,449250
1980-10-25,4.1,418000,3527000,438000
1980-11-01,3.9,419000,3391000,427250
1980-11-08,3.9,407000,3380000,417250
1980-11-15,3.7,427000,3260000,417750
1980-11-22,3.8,398000,3303000,412750
1980-11-29,3.6,412000,3169000,411000
1980-12-06,3.7,416000,3185000,413250
1980-12-13,3.6,413000,3125000,409750
1980-12-20,3.5,412000,3056000,413250
1980-12-27,3.6,399000,3136000,410000
1981-01-03,3.6,410000,3123000,408500
1981-01-10,3.5,419000,3082000,410000
1981-01-17,3.5,421000,3023000,412250
1981-01-24,3.4,396000,2988000,411500
1981-01-31,3.4,419000,2975000,413750
1981-02-07,3.4,420000,2945000,414000
1981-02-14,3.5,423000,3043000,414500
1981-02-21,3.5,438000,3023000,425000
1981-02-28,3.3,434000,2901000,428750
1981-03-07,3.4,409000,2931000,426000
1981-03-14,3.3,408000,2905000,422250
1981-03-21,3.3,401000,2885000,413000
1981-03-28,3.3,412000,2876000,407500
1981-04-04,3.3,417000,2875000,409500
1981-04-11,3.2,396000,2800000,406500
1981-04-18,3.3,392000,2860000,404250
1981-04-25,3.3,436000,2893000,410250
1981-05-02,3.4,413000,2944000,409250
1981-05-09,3.3,423000,2887000,416000
1981-05-16,3.3,414000,2865000,421500
1981-05-23,3.3,415000,2862000,416250
1981-05-30,3.4,417000,2962000,417250
1981-06-06,3.3,428000,2877000,418500
1981-06-13,3.3,425000,2867000,421250
1981-06-20,3.3,435000,2886000,426250
1981-06-27,3.4,444000,2983000,433000
1981-07-04,3.3,460000,2886000,441000
1981-07-11,3.3,426000,2845000,441250
1981-07-18,3.3,430000,2902000,440000
1981-07-25,3.3,407000,2899000,430750
1981-08-01,3.3,476000,2867000,434750
1981-08-08,3.4,448000,2998000,440250
1981-08-15,3.4,442000,2966000,443250
1981-08-22,3.4,434000,2957000,450000
1981-08-29,3.4,451000,2954000,443750
1981-09-05,3.4,473000,2914000,450000
1981-09-12,3.5,454000,3051000,453000
1981-09-19,3.5,475000,3014000,463250
1981-09-26,3.5,491000,3073000,473250
1981-10-03,3.5,489000,3069000,477250
1981-10-10,3.6,491000,3098000,486500
1981-10-17,3.6,487000,3104000,489500
1981-10-24,3.7,483000,3181000,487500
1981-10-31,3.7,514000,3183000,493750
1981-11-07,3.8,514000,3282000,499500
1981-11-14,3.8,517000,3291000,507000
1981-11-21,3.9,464000,3416000,502250
1981-11-28,3.9,552000,3360000,511750
1981-12-05,4,558000,3517000,522750
1981-12-12,3.9,551000,3397000,531250
1981-12-19,4.1,539000,3551000,550000
1981-12-26,4.2,556000,3636000,551000
1982-01-02,4,495000,3523000,535250
1982-01-09,3.9,545000,3398000,533750
1982-01-16,4.2,489000,3624000,521250
1982-01-23,4.1,564000,3602000,523250
1982-01-30,4,583000,3521000,545250
1982-02-06,4.1,556000,3617000,548000
1982-02-13,4,507000,3490000,552500
1982-02-20,4.1,544000,3562000,547500
1982-02-27,4.1,528000,3553000,533750
1982-03-06,4.1,556000,3619000,533750
1982-03-13,4.1,539000,3605000,541750
1982-03-20,4.2,557000,3684000,545000
1982-03-27,4.3,574000,3714000,556500
1982-04-03,4.2,578000,3720000,562000
1982-04-10,4.4,585000,3841000,573500
1982-04-17,4.5,597000,3967000,583500
1982-04-24,4.5,588000,3930000,587000
1982-05-01,4.5,576000,3960000,586500
1982-05-08,4.5,584000,3972000,586250
1982-05-15,4.5,585000,3968000,583250
1982-05-22,4.7,586000,4103000,582750
1982-05-29,4.5,588000,3956000,585750
1982-06-05,4.7,611000,4094000,592500
1982-06-12,4.7,614000,4121000,599750
1982-06-19,4.7,591000,4105000,601000
1982-06-26,4.6,582000,4057000,599500
1982-07-03,4.7,6e+05,4139000,596750
1982-07-10,4.6,572000,4025000,586250
1982-07-17,4.7,567000,4148000,580250
1982-07-24,4.7,536000,4155000,568750
1982-07-31,4.6,605000,4040000,570000
1982-08-07,4.8,606000,4191000,578500
1982-08-14,4.8,637000,4234000,596000
1982-08-21,4.9,628000,4300000,619000
1982-08-28,4.9,647000,4316000,629500
1982-09-04,5,651000,4356000,640750
1982-09-11,5.1,641000,4445000,641750
1982-09-18,5.1,680000,4468000,654750
1982-09-25,5.2,671000,4542000,660750
1982-10-02,5.3,695000,4629000,671750
1982-10-09,5.4,651000,4689000,674250
1982-10-16,5.3,656000,4599000,668250
1982-10-23,5.3,623000,4686000,656250
1982-10-30,5.2,637000,4595000,641750
1982-11-06,5.4,589000,4713000,626250
1982-11-13,5.2,599000,4554000,612000
1982-11-20,5.4,577000,4695000,600500
1982-11-27,5.1,612000,4442000,594250
1982-12-04,5.1,557000,4509000,586250
1982-12-11,5,533000,4339000,569750
1982-12-18,5,516000,4371000,554500
1982-12-25,5,489000,4381000,523750
1983-01-01,4.6,534000,4010000,518000
1983-01-08,4.5,510000,3885000,512250
1983-01-15,4.5,479000,3950000,503000
1983-01-22,4.4,479000,3860000,500500
1983-01-29,4.5,503000,3890000,492750
1983-02-05,4.4,501000,3877000,490500
1983-02-12,4.4,486000,3865000,492250
1983-02-19,4.4,487000,3819000,494250
1983-02-26,4.4,481000,3876000,488750
1983-03-05,4.4,495000,3797000,487250
1983-03-12,4.3,475000,3787000,484500
1983-03-19,4.3,470000,3752000,480250
1983-03-26,4.3,481000,3734000,480250
1983-04-02,4.3,491000,3759000,479250
1983-04-09,4.4,496000,3814000,484500
1983-04-16,4.3,515000,3744000,495750
1983-04-23,4.3,488000,3762000,497500
1983-04-30,4.3,490000,3722000,497250
1983-05-07,4.3,494000,3714000,496750
1983-05-14,4.2,464000,3625000,484000
1983-05-21,4.3,460000,3701000,477000
1983-05-28,4,454000,3457000,468000
1983-06-04,4.1,459000,3548000,459250
1983-06-11,4,442000,3453000,453750
1983-06-18,4,434000,3452000,447250
1983-06-25,3.9,442000,3369000,444250
1983-07-02,3.8,422000,3239000,435000
1983-07-09,3.7,412000,3226000,427500
1983-07-16,3.7,396000,3216000,418000
1983-07-23,3.7,395000,3155000,406250
1983-07-30,3.6,415000,3112000,404500
1983-08-06,3.6,415000,3106000,405250
1983-08-13,3.6,457000,3107000,420500
1983-08-20,3.6,445000,3131000,433000
1983-08-27,3.6,426000,3079000,435750
1983-09-03,3.5,411000,3055000,434750
1983-09-10,3.5,403000,3007000,421250
1983-09-17,3.5,405000,2993000,411250
1983-09-24,3.5,416000,2973000,408750
1983-10-01,3.4,413000,2926000,409250
1983-10-08,3.4,406000,2929000,410000
1983-10-15,3.4,394000,2913000,407250
1983-10-22,3.4,394000,2886000,401750
1983-10-29,3.3,404000,2860000,399500
