"inpcgeneral.date.sq.","inpcgeneral.values.sq.","inpcsub_total.values.sq.","inpcmerc.values.sq.","inpcserv.values.sq.","inpcnosub.values.sq.","inpcagro.values.sq.","inpcenerg.values.sq."
2017-03-01,94.5917723420879,95.0893501983675,94.563210014703,95.5501932215213,93.1527486110199,91.9773597572478,93.8443555203501
2017-02-01,94.2612236312278,94.7933102620912,94.1514760367653,95.3554890006493,92.7207268596383,90.703184864387,93.9078624865126
2017-02-01,94.0283370394855,94.5752004611893,93.795878047666,95.2578042769664,92.4476453592536,90.3003865950775,93.711107227786
2017-01-01,93.7158182583088,94.1395224120897,93.1548293509731,95.0020091432875,92.4889050894008,91.0807638562621,93.3174651042285
2017-01-01,93.4919466314081,93.7927515251634,92.7383475833312,94.7162975975534,92.6214344022656,91.6383781629421,93.1998714746063
2016-12-01,92.0983833163051,93.4501966417242,92.2049498661666,94.5409008046175,88.1858558893369,92.5835788629627,85.5982053565011
2016-12-01,91.9804375262936,93.4004819194649,91.9794213717941,94.6451803081551,87.8702067755047,91.7628063562572,85.5797743314322
2016-11-01,91.5995552617345,92.9658980792691,91.6454953412398,94.1224308977759,87.6451706135721,91.3409428151765,85.4705527570128
2016-11-01,91.6341126269608,93.0549525570609,91.9034172309766,94.0635754247232,87.5233154543746,91.2406762788949,85.3359947031525
2016-10-01,90.9324478634533,92.8394009397281,91.710733851138,93.8279936557496,85.4129937048867,90.6321395278717,82.3420123014525
2016-10-01,90.8798605685438,92.7648969093841,91.6081227539385,93.7781084362356,85.4236926803536,90.6280308546329,82.3614241995021
2016-09-01,90.4336198088827,92.611498657851,91.4216191647773,93.6537069508351,84.1305461961044,90.7576517525783,80.231111573511
2016-09-01,90.2818679007152,92.4753031544292,91.1584260799367,93.6287478653231,83.9357761791869,90.5850195809572,80.0233154957202
2016-08-01,89.7988160346175,92.1419401297949,90.7771086232381,93.3373878393678,83.0185466611387,88.4848404146891,79.8021417105013
2016-08-01,89.8198509525813,92.0674923642461,90.6184455138699,93.3367037870623,83.3155621294482,87.4120283229718,80.9051731641476
2016-07-01,89.5388845483503,91.9469870913394,90.3747652761059,93.3240867251674,82.569681386411,87.3479405209083,79.7581207515707
2016-07-01,89.5756956547869,91.9140597343839,90.3192490685421,93.310944806699,82.8092335259368,87.9344031828318,79.7935483467862
2016-06-01,89.3277841216419,91.808919543671,90.3255204805686,93.1082198631686,82.1476388635648,88.1273206379238,78.6291528602306
2016-06-01,89.3202716509406,91.7387761885718,90.3059539438334,92.9937765770252,82.3224741794594,88.517201347958,78.6774539828057
2016-05-01,89.2999879800469,91.5898292870221,90.121279866153,92.8761228941539,82.6734027591109,89.8709048584563,78.438342876073
2016-05-01,89.1504898130897,91.4921716700574,90.0207740075987,92.7809600348323,82.3752702250974,89.3156817849567,78.2914841888184
2016-04-01,89.5839593725584,91.4165371657189,89.9546732461927,92.6969749824231,84.280616341604,89.5671426953143,81.1699877690572
2016-04-01,89.6673477973436,91.2749663108911,89.7276262106933,92.6302722002724,85.0151106983161,91.0024777830724,81.4921026053183
2016-03-01,89.9776128373099,91.1408945693968,89.5091734966449,92.5701092451753,86.6110010389938,92.1056046329243,83.3779383829847
2016-03-01,89.8416371176152,91.1486051391668,89.4298219683376,92.654076983199,86.0612424924817,91.0073957518175,83.1508917964899
2016-02-01,89.7552437045495,90.8754798125383,89.2288604820814,92.3177437827093,86.5145585592715,91.9447479351489,83.3193976735575
2016-02-01,89.7995672816876,90.7633807574204,89.0999449494281,92.220374179212,87.0121340862928,93.0188429002435,83.4777451863601
2016-01-01,89.5441432778412,90.5586553420838,88.7560981090089,92.1375043834982,86.6090814711845,91.7356535322294,83.5925711078254
2016-01-01,89.2286195083839,90.431318048976,88.7125491403363,91.9367774008561,85.7482206366489,90.0111484116911,83.2398845285291
2015-12-01,89.2045796021395,90.3607064575634,88.5421894099412,91.9535346045983,85.860040739824,89.8039910362463,83.5393931803053
2015-12-01,88.8883045856121,90.2806669552411,88.4711377962651,91.8656226646404,84.8587979626715,87.1910664447762,83.4864750999868
2015-11-01,88.6599254762906,90.0360206411314,88.3304463190558,91.5299229339748,84.6785898050767,86.2900615747314,83.7303887000501
2015-11-01,88.7117615241301,90.0543420549158,88.3076878079198,91.5842260068609,84.8259336872229,86.6766777278259,83.7369431274251
2015-10-01,88.2519983172066,90.0524909487071,88.2031693560112,91.6723006114613,83.0415380414165,86.4308808861482,81.0472253321485
2015-10-01,88.1565899392992,89.9745599727374,88.1090868279833,91.608516682736,82.8946224202527,85.7891006586308,81.1914914589006
2015-09-01,87.7509165214256,89.8344615825718,87.9326670085739,91.5002320141416,81.7202481848602,85.7862905340084,79.3277608193538
2015-09-01,87.7539215097061,89.7410619850088,87.7646214178445,91.4722143930819,82.0031069111203,86.3577200336934,79.4408225121048
2015-08-01,87.4737063525452,89.4982037039757,87.4695591282538,91.2750812892743,81.6143523544369,85.5196583753051,79.3164433533228
2015-08-01,87.3760442334275,89.4137892693112,87.3586641885366,91.2138609697294,81.4780773336028,85.1050037558231,79.3439688085712
2015-07-01,87.2753771260292,89.3051754430758,87.1196655245087,91.2194504388494,81.4011889437617,85.2220878072924,79.1529456962642
2015-07-01,87.2070136426468,89.2483021248787,87.1152768154168,91.1166061671345,81.2994480904516,85.009692347749,79.1163147765216
2015-06-01,87.1251277120019,89.1601453153865,87.1604878988812,90.9116332222476,81.2348754553175,84.8086308816626,79.1320531109414
2015-06-01,87.1003365586874,89.0857417293735,87.1708412651145,90.7629915314294,81.3563629609167,85.2624483403794,79.057995379797
2015-05-01,86.9853957569565,88.9739761957416,87.0167068298556,90.6883366638726,81.2311968895683,85.0519130311039,78.9830611569569
2015-05-01,86.9485846505199,88.9002371310714,86.9519918144419,90.6066934888066,81.301878850288,85.4341569295222,78.870417924383
2015-04-01,87.412104092794,88.8700982954322,86.9314464333387,90.5681518038951,83.1933130613405,86.1815217049661,81.43503048307
2015-04-01,87.3963279043212,88.798422245945,86.8986153075237,90.4624517195387,83.3386915261171,86.6724707754019,81.3770728197195
2015-03-01,87.7922351102831,88.7755605869935,86.6939894271186,90.5987962489882,84.9483737673317,87.1415363039437,83.6579018025364
2015-03-01,87.4684476230543,88.6167607230024,86.6540238579966,90.3359101407054,84.1450222112219,85.261661203278,83.4879841258486
2015-02-01,87.3114369853957,88.4863726123242,86.5401996422795,90.1910138140428,83.9121162595528,85.3816215552173,83.0474492070896
2015-02-01,87.2385660195925,88.4419802518829,86.5566254473816,90.0933511881028,83.756534114156,85.7600290871561,82.5776638520927
2015-01-01,87.1469138770359,88.1956428399219,86.2437869503768,89.9052616768307,84.1133769754604,86.6047163127936,82.6474557243764
2015-01-01,87.0725404170924,88.133213611433,86.288133503772,89.7493081830193,84.0036000461019,86.0481135816144,82.8005941789111
2014-12-01,87.235561031312,88.2141492080712,86.1070430404897,90.059750829796,84.4046822835052,87.4005825391745,82.6418739076511
2014-12-01,87.1431576416852,88.1728476719652,86.0509229266598,90.0314287968662,84.162811818987,86.6022741094267,82.7274153801041
2014-11-01,86.7833102950898,87.988681204669,85.8793522874537,89.8362297194176,83.2952682278969,84.5354149258815,82.5655573563383
2014-11-01,86.7449966945129,87.9898055596587,85.960435235196,89.7673188238552,83.1417757930786,83.8781166117891,82.7085077761056
2014-10-01,86.1101929202476,87.8795735885552,85.8512017775813,89.6562122608453,80.9911016026103,83.1078406674162,79.7455977358312
2014-10-01,86.0290582366729,87.8153979237804,85.7807960336443,89.5974934848926,80.8583919102401,82.6252503283224,79.818760229365
