"date","TOTALSL","REVOLSL","NONREVSL"
2012-07-01,2840.09463,837.49026,2002.60437
2012-08-01,2857.10779,841.40915,2015.69863
2012-09-01,2865.78973,841.56754,2024.22219
2012-10-01,2881.76267,843.40968,2038.35299
2012-11-01,2903.31606,845.82777,2057.48829
2012-12-01,2912.90502,839.98084,2072.92418
2013-01-01,2930.70325,843.72743,2086.97582
2013-02-01,2950.55705,847.27161,2103.28544
2013-03-01,2961.00546,846.63157,2114.3739
2013-04-01,2972.09059,846.66533,2125.42526
2013-05-01,2986.93636,849.34512,2137.59124
2013-06-01,3000.13761,849.50176,2150.63585
2013-07-01,3015.14301,850.15552,2164.98748
2013-08-01,3029.98525,850.57573,2179.40952
2013-09-01,3045.91769,851.75667,2194.16103
2013-10-01,3062.67334,854.7094,2207.96394
2013-11-01,3076.9589,852.92523,2224.03367
2013-12-01,3090.46778,854.1388,2236.32897
2014-01-01,3110.22039,858.10326,2252.11714
2014-02-01,3127.59853,860.96271,2266.63581
2014-03-01,3145.2723,863.03648,2282.23582
2014-04-01,3169.33472,870.4561,2298.87862
2014-05-01,3187.75716,872.66969,2315.08747
2014-06-01,3205.13244,873.768,2331.36444
2014-07-01,3227.40499,879.42615,2347.97884
2014-08-01,3243.46835,880.57929,2362.88906
2014-09-01,3259.48813,881.67424,2377.8139
2014-10-01,3269.65745,883.65403,2386.00341
2014-11-01,3283.68655,883.15117,2400.53538
2014-12-01,3309.53985,887.38164,2422.15821
2015-01-01,3316.71672,878.23228,2438.48444
2015-02-01,3332.9446,879.6435,2453.30109
2015-03-01,3357.4702,886.51291,2470.95729
2015-04-01,3379.35387,893.68491,2485.66896
2015-05-01,3396.24822,895.3759,2500.87232
2015-06-01,3420.42657,901.36374,2519.06283
2015-07-01,3439.28145,906.14811,2533.13334
2015-08-01,3453.86482,909.38577,2544.47905
2015-09-01,3481.2455,915.90834,2565.33716
2015-10-01,3497.67601,917.51711,2580.1589
2015-11-01,3512.73828,920.51786,2592.22042
2015-12-01,3400.22322,898.08265,2502.14057
2016-01-01,3418.76263,901.99258,2516.77006
2016-02-01,3436.24154,904.63656,2531.60498
2016-03-01,3464.86358,916.77904,2548.08454
2016-04-01,3484.75416,921.44495,2563.3092
2016-05-01,3502.63631,924.3537,2578.28261
2016-06-01,3520.78974,931.65026,2589.13947
2016-07-01,3539.34564,936.50481,2602.84083
2016-08-01,3561.04875,941.68757,2619.36118
2016-09-01,3581.72467,945.85351,2635.87116
2016-10-01,3597.62748,946.93506,2650.69242
2016-11-01,3619.27278,956.09162,2663.18117
2016-12-01,3636.43566,960.09549,2676.34017
2017-01-01,3653.34721,962.85924,2690.48797
2017-02-01,3669.97675,968.18062,2701.79612
2017-03-01,3685.36911,972.75123,2712.61788
2017-04-01,3700.00266,975.90992,2724.09274
2017-05-01,3714.14277,980.39989,2733.74287
2017-06-01,3727.13111,982.62607,2744.50504
2017-07-01,3743.42625,985.30416,2758.12208
2017-08-01,3755.18326,989.77192,2765.41134
2017-09-01,3770.17252,995.67006,2774.50247
2017-10-01,3794.37975,1004.3605,2790.01925
2017-11-01,3816.53782,1013.13061,2803.40722
2017-12-01,3830.7516,1016.8066,2813.94499
2018-01-01,3848.40498,1022.87917,2825.52581
2018-02-01,3864.42182,1024.90688,2839.51494
2018-03-01,3876.81378,1028.27776,2848.53602
2018-04-01,3885.88106,1025.66687,2860.21418
2018-05-01,3902.72837,1028.85703,2873.87134
2018-06-01,3901.81229,1023.5697,2878.24259
2018-07-01,3924.34812,1034.15515,2890.19297
2018-08-01,3943.09734,1040.38562,2902.71172
2018-09-01,3955.67622,1042.5921,2913.08412
2018-10-01,3974.99595,1049.49876,2925.49719
2018-11-01,3992.03819,1053.07088,2938.96731
2018-12-01,4007.04192,1053.84741,2953.19451
2019-01-01,4027.30516,1061.13848,2966.16668
2019-02-01,4040.91476,1063.4662,2977.44856
2019-03-01,4053.38213,1064.05415,2989.32797
2019-04-01,4072.88953,1073.16375,2999.72578
2019-05-01,4085.97845,1075.45118,3010.52727
2019-06-01,4094.05554,1070.07517,3023.98037
2019-07-01,4117.32358,1081.54724,3035.77634
2019-08-01,4131.68886,1083.01858,3048.67029
2019-09-01,4144.27761,1083.14497,3061.13264
2019-10-01,4162.38074,1086.60713,3075.77361
2019-11-01,4164.56602,1077.39386,3087.17216
2019-12-01,4192.19141,1091.98895,3100.20246
2020-01-01,4208.14529,1096.30385,3111.84144
2020-02-01,4220.87962,1100.09087,3120.78875
2020-03-01,4208.19841,1082.55319,3125.64521
2020-04-01,4146.96379,1028.30587,3118.65792
2020-05-01,4127.30503,1001.78097,3125.52406
2020-06-01,4137.15766,991.39477,3145.76289
2020-07-01,4152.1851,989.64537,3162.53974
2020-08-01,4146.75756,980.85338,3165.90417
2020-09-01,4161.81818,982.72737,3179.09081
2020-10-01,4166.67937,978.12867,3188.5507
2020-11-01,4172.50029,973.06822,3199.43207
2020-12-01,4184.92179,974.59443,3210.32736
2021-01-01,4193.32357,970.11042,3223.21315
2021-02-01,4212.34188,972.38305,3239.95884
2021-03-01,4228.56778,972.93581,3255.63198
2021-04-01,4247.52782,975.08889,3272.43893
2021-05-01,4274.43243,980.42918,3294.00325
2021-06-01,4297.80991,989.16718,3308.64273
2021-07-01,4313.83624,994.6058,3319.23044
2021-08-01,4332.09353,1000.67825,3331.41528
2021-09-01,4355.84288,1009.68908,3346.15381
2021-10-01,4377.01726,1018.47738,3358.53989
2021-11-01,4409.03155,1033.629,3375.40255
2021-12-01,4431.93894,1041.69445,3390.24449
2022-01-01,4447.18976,1049.75052,3397.43924
2022-02-01,4481.33444,1059.78711,3421.54733
2022-03-01,4528.6742,1085.41445,3443.25976
2022-04-01,4566.74358,1103.18306,3463.56053
