"date","PI","W209RC1","A576RC1","A132RC1","B202RC1","B040RC1M027SBEA","A041RC1","B042RC1","A045RC1","A048RC1","PIROA","PII","PDI","PCTR","A063RC1","W823RC1","W825RC1","B931RC1","A061RC1","W055RC1","DSPI","A068RC1","PCE","B069RC1","W875RX1","PMSAVE","PSAVERT","A229RC0","POPTHM"
2001-02-01,9010.9,6055.4,4984.4,4182.4,802,712.8,808.1,34,774.1,197,1528.7,1156.6,372.1,1154.7,1106.8,420.5,25.4,48,733,1303.4,7707.4,7321.7,7001.8,231,9896.1,385.8,5,27123,284166
2001-03-01,9041.2,6072.4,4997.3,4191.8,805.4,715.6,819.7,33.2,786.4,198.8,1521.9,1152.8,369.1,1164.3,1116,422.7,23.7,48.3,735.8,1313.1,7728.1,7316.3,6996.7,230.4,9921.3,411.8,5.3,27175,284380
2001-04-01,9033.8,6048.8,4972,4162.7,809.3,718.6,819,32.7,786.3,201.1,1516.7,1146.6,370.1,1181.8,1133.3,423,27.3,48.4,733.5,1315.1,7718.7,7324.5,7004.2,230,9872.7,394.2,5.1,27121,284602
2001-05-01,9030.6,6037.4,4958,4145,813,721.6,827.5,32.4,795.1,202.8,1507,1140,367.1,1188.7,1140.4,422.9,29.1,48.4,732.8,1310.9,7719.8,7372.3,7052.8,229,9834.1,347.4,4.5,27103,284834
2001-06-01,9032.9,6036.5,4954.2,4134.6,819.7,724.5,836.7,32.4,804.2,203.9,1497.2,1132.8,364.3,1191.7,1143.6,422.2,28.8,48.1,733,1300.6,7732.3,7388.8,7069.7,228.1,9815.8,343.5,4.4,27123,285076
2001-07-01,9028.1,6028.8,4943.1,4118.6,824.6,728.1,845.2,32.7,812.5,204.5,1489.1,1125.2,363.9,1193,1145.3,432.3,33.1,47.7,732.5,1185.6,7842.5,7402.6,7082.3,228.1,9811.4,439.9,5.6,27486,285324
2001-08-01,9013.6,6022.9,4934.5,4105.5,829,731.2,853.9,32.7,821.2,204.9,1477.6,1111.2,366.4,1186.4,1139.4,426.6,30.6,47,732.1,1043.2,7970.4,7440.7,7121.7,226.5,9802.7,529.7,6.6,27909,285584
2001-09-01,8987.3,6022,4930.2,4097,833.2,734.3,837.8,32.3,805.4,205,1458,1090.8,367.1,1197.1,1150.9,426.2,35.7,46.2,732.5,1112.1,7875.3,7323.8,7007,223.9,9789.6,551.5,7,27551,285842
2001-10-01,9000,6026.2,4930.2,4092,838.2,738,842.8,31.6,811.2,204.3,1434,1064,370,1226,1180.7,425.8,39.2,45.3,733.3,1236.1,7763.9,7526,7212.9,219.4,9735,237.9,3.1,27138,286086
2001-11-01,8997.6,6038.8,4938.8,4094.9,843.9,741.2,840.4,29.6,810.8,204.9,1414.3,1042.7,371.6,1234.3,1190.2,427.7,40.2,44,735,1230.1,7767.5,7492.7,7182.3,216.4,9728.2,274.8,3.5,27129,286315
2001-12-01,9002.1,6048.4,4944.2,4096.4,847.8,744.6,839.4,26.3,813.2,206,1399.6,1026.8,372.8,1245.2,1202.8,431.9,42.6,42.5,736.6,1229.2,7772.8,7474.9,7166.7,213.8,9730.2,298,3.8,27127,286533
2002-01-01,9025.1,6049,4938.3,4086.8,851.6,749.8,861.4,21.5,839.9,206.6,1390.1,1016.3,373.7,1259.7,1219,443,40.8,40.6,741.6,1084.4,7940.7,7489.6,7184.6,210.2,9732.3,451.1,5.7,27693,286739
2002-02-01,9040.4,6053.6,4939.5,4084.7,854.8,752.9,860.1,17.3,842.8,207.3,1400.6,1010.1,390.5,1261.1,1222.1,445.6,41.8,39,742.3,1074.7,7965.7,7528.1,7225.2,207.8,9733.3,437.5,5.5,27761,286935
2002-03-01,9059,6079.7,4959.8,4100.7,859.1,757.1,857,14.4,842.6,208,1400.5,1008,392.4,1259.3,1221.8,440,45.9,37.6,745.5,1066.3,7992.7,7544.1,7243.4,205.3,9732.4,448.6,5.6,27836,287131
2002-04-01,9108.7,6102.8,4977.2,4114.4,862.8,761.2,860.6,12.7,847.9,208.8,1405.8,1010.2,395.6,1279.1,1242.8,445.4,59,36.3,748.4,1055.3,8053.4,7612.7,7312.5,204.7,9729.1,440.7,5.5,28027,287343
2002-05-01,9140.4,6125.6,4995.2,4126.6,868.6,764.7,863.9,12.9,850.9,209,1409,1011,397.9,1284,1248.8,445.3,62.8,35.2,751,1049,8091.4,7587,7288.9,202.3,9756.1,504.4,6.2,28137,287571
2002-06-01,9174.8,6159,5022.6,4149.5,873.1,768.6,868.9,15.2,853.7,208.7,1409.6,1010.5,399,1283.7,1249.6,445.8,59.7,34.1,755.1,1048.6,8126.2,7618.8,7322.5,200.2,9787,507.4,6.2,28235,287808
2002-07-01,9168.1,6139.8,5000.6,4124.5,876,772.7,875.1,19,856.1,207.9,1410.5,1008.8,401.8,1287.2,1254.1,446.4,57.9,33.1,752.5,1044.2,8123.9,7682.1,7387.3,198.6,9752.8,441.7,5.4,28203,288051
2002-08-01,9186.9,6158.1,5012.7,4131.9,880.9,777.9,872.1,22,850.1,207.5,1412,1009.9,402.2,1291.4,1259.2,448.3,56.4,32.2,754.3,1044.5,8142.3,7706.4,7412.6,197.3,9751.7,435.9,5.4,28242,288303
2002-09-01,9210.1,6172.8,5023.1,4140.6,882.4,781.2,871.5,24.3,847.3,207.6,1416.6,1013.9,402.7,1297.8,1266.3,449.5,56.5,31.4,756.2,1043.6,8166.5,7684.5,7391.5,196.1,9754.9,482,5.9,28301,288554
2002-10-01,9244.4,6186.5,5024.2,4138.9,885.4,793.6,879.2,26.2,853,208,1426.5,1020.8,405.7,1300.5,1269.8,446.9,55.4,30.7,756.5,1039.5,8204.8,7730.5,7435.2,196.2,9776.1,474.3,5.8,28411,288794
2002-11-01,9273.3,6195.3,5029,4140.5,888.5,797.3,884,27.9,856.1,209.6,1437.3,1026.7,410.6,1304.3,1274.2,450.5,52,30.2,757.2,1038.3,8235,7758.4,7463.8,195.1,9797.2,476.6,5.8,28494,289012
2002-12-01,9300.2,6199.2,5028,4136.7,891.3,801.9,886.7,29.3,857.5,212.2,1445,1031.5,413.5,1314.4,1284.6,456.2,53.7,29.8,757.4,1037.5,8262.6,7813,7519.9,193.3,9808.5,449.6,5.4,28569,289214
2003-01-01,9297.2,6193,5012.4,4116.6,895.8,807.9,881.3,28.8,852.5,216.1,1447.8,1035.3,412.5,1320.2,1290.3,456.4,51.1,29.9,761.1,1022.1,8275.1,7832.2,7541.3,193.3,9768.7,442.9,5.4,28593,289412
2003-02-01,9302,6206.5,5021.3,4120,901.3,811.7,872.4,29.4,843,219,1443.7,1036,407.7,1322.9,1293.2,457.6,51.1,29.7,762.5,1021.5,8280.4,7841.4,7548.6,194.6,9730.1,439.1,5.3,28592,289606
2003-03-01,9341.7,6240,5047.3,4140.9,906.5,817,875.2,31.4,843.8,221,1442.1,1033.5,408.6,1329.7,1300.4,460.4,53.1,29.3,766.3,1020.4,8321.4,7905.5,7611.5,195.3,9745.3,415.9,5,28713,289809
2003-04-01,9369.8,6264.7,5065.7,4156.2,909.4,821.9,881.6,35.1,846.5,222.3,1437.3,1027.9,409.4,1332.9,1304.2,460.2,54.8,28.7,768.9,1013.5,8356.4,7929.9,7634.5,195.8,9792.2,426.5,5.1,28813,290024
2003-05-01,9431.9,6314.7,5108.4,4197.3,911.1,826,894.8,37.7,857.1,223.3,1433.2,1024.4,408.8,1341,1313,465.1,54.8,28,775,1019.6,8412.3,7946.6,7650.3,196.3,9869.2,465.7,5.5,28983,290250
2003-06-01,9475.2,6342.5,5130,4214.7,915.3,830.6,900.8,39.2,861.6,224,1437.8,1022.8,415,1347.9,1320.6,464,56.1,27.3,777.8,1029.3,8445.9,7996.7,7699.6,196.7,9903,449.2,5.3,29075,290484
2003-07-01,9512.4,6361.1,5142.3,4224.1,918.2,835.8,902.3,39.8,862.5,224.9,1449.2,1023.3,425.9,1354.9,1328.5,462.8,54.7,26.4,779.9,939.4,8573,8051.7,7757,195.9,9910.7,521.3,6.1,29488,290726
2003-08-01,9560.2,6394.2,5169.5,4252.1,917.5,839.6,904.6,39.9,864.7,227,1456.1,1021.5,434.6,1362.1,1336.6,466.1,53.6,25.5,783.8,898.6,8661.5,8148.3,7852.1,196.8,9926.5,513.3,5.9,29767,290974
2003-09-01,9604.3,6425.8,5194.3,4276.8,917.5,844.4,908.9,39.5,869.3,230.7,1460.6,1017.5,443.2,1366,1341.5,465.5,54.4,24.5,787.6,1014,8590.4,8151.2,7853.7,197.7,9944.2,439.1,5.1,29498,291222
2003-10-01,9642.4,6471.3,5233,4311,922,848.6,908.8,38.6,870.3,235.7,1460.6,1011.2,449.4,1358.7,1335.4,465.7,52.8,23.4,792.8,1018.3,8624,8170.7,7867.4,197.1,9997.6,453.3,5.3,29589,291463
2003-11-01,9710.1,6515.9,5271,4346.9,924.1,852.4,914,40.6,873.4,239.5,1480.5,1001.2,479.2,1358.4,1336.4,466.2,50.5,22,798.2,1023.3,8686.8,8227.5,7922.6,198.1,10067,459.3,5.3,29782,291677
2003-12-01,9734.9,6513.5,5264,4335.3,928.7,857.5,925.4,45.5,880,241.8,1479.1,987.7,491.4,1372.4,1351.9,472.6,51.1,20.5,797.3,1022.4,8712.6,8258.2,7950.4,200.3,10058,454.4,5.2,29851,291868
2004-01-01,9753.2,6526.5,5264.9,4332.3,932.6,863.6,933.6,52.7,880.9,242.4,1472.9,970.6,502.3,1385.5,1366.7,474.2,46.2,18.8,807.7,1012.2,8741.1,8315.6,8007.1,201.7,10025.5,425.4,4.9,29930,292046
2004-02-01,9786.7,6533.5,5267.5,4331.3,936.2,867.6,945.7,57.3,888.4,243.1,1473.1,958.4,514.7,1399.7,1382.3,482.2,42,17.4,808.4,1011.5,8775.1,8348.8,8040.4,201,10027.2,426.3,4.9,30028,292230
2004-03-01,9837.2,6563.8,5291.1,4350.1,941,872.8,960.4,58.8,901.5,243.5,1474.8,951.2,523.6,1406.2,1389.8,482.6,38.5,16.4,811.5,1013.1,8824.2,8405.5,8098.8,198.8,10064.3,418.7,4.7,30175,292434
2004-04-01,9887.5,6610.4,5331.2,4385.5,945.7,876.8,958.3,57.3,901.1,243.7,1479.6,949.1,530.6,1411.9,1396.2,484.1,36.3,15.7,816.5,1016.7,8870.8,8418.4,8107.2,200.9,10098.8,452.4,5.1,30312,292651
2004-05-01,9972.9,6684.2,5395.4,4447.1,948.3,881.4,964,55.4,908.6,243.6,1490.5,948.8,541.7,1416.5,1401.2,484.8,35.8,15.3,825.8,1028.1,8944.8,8490,8176.5,202.9,10162,454.8,5.1,30542,292872
2004-06-01,10013,6710.8,5415.6,4464.7,950.8,886.6,966.8,53.1,913.7,243,1501.5,950.6,550.8,1419.5,1404.3,485.5,35.5,15.2,828.6,1035.5,8977.5,8473.2,8157.6,204.5,10177,504.3,5.6,30629,293103
2004-07-01,10060,6769.7,5465.3,4512,953.3,892.4,966.5,50.6,916,242.3,1504.1,954.4,549.7,1412.9,1397.5,479.5,35,15.3,835.4,1052,9008.1,8554.8,8236.9,205.6,10231.1,453.2,5,30708,293350
2004-08-01,10107.8,6809.3,5498.1,4541.4,956.7,896.8,964.1,46.2,917.9,241.7,1501.5,960.1,541.3,1431.3,1415.6,492.8,34.9,15.7,840,1065.3,9042.5,8591.9,8271.6,207.7,10260.6,450.6,5,30799,293603
2004-09-01,10142.9,6832.1,5514.9,4555.1,959.8,902,962,44.5,917.5,241.4,1517.1,967.9,549.2,1432.5,1416.2,486.2,34.2,16.2,842.1,1075.9,9067.1,8664.8,8341.5,210.3,10280.5,402.3,4.4,30855,293857
2004-10-01,10194.7,6855.5,5532.5,4568.5,964,906.7,971.5,51.1,920.4,244.8,1530,977.6,552.4,1437.5,1420.4,488.2,33.3,17.1,844.5,1083.6,9111.1,8723.3,8397.1,213.7,10291.5,387.9,4.3,30979,294104
2004-11-01,10210.6,6854.9,5527.5,4558.9,968.6,911.8,976.8,51.5,925.3,243.4,1536.1,990.2,545.8,1443.2,1424.9,489,32.9,18.3,843.8,1090.2,9120.4,8774.9,8444.5,217.7,10264,345.5,3.8,30986,294337
2004-12-01,10564.5,6883.1,5548.3,4577.1,971.1,918.1,985,50.2,934.8,240.5,1844,1005.8,838.2,1458.3,1438.4,497,32.5,19.9,846.5,1101,9463.5,8839.7,8504.4,222.3,10654.8,623.8,6.6,32127,294561
2005-01-01,10296.1,6908.8,5562.5,4587.3,975.1,925.7,956.7,48.4,908.3,235.3,1576,1024.3,551.7,1475.9,1453.8,501.1,32.7,22.1,856.6,1164.8,9131.3,8835.1,8497.7,226.1,10306.8,296.2,3.2,30978,294768
2005-02-01,10335.8,6929.1,5577.5,4599.8,977.7,930.3,955.4,47.1,908.4,233,1585.3,1043.7,541.6,1491.5,1467.7,510.2,31.9,23.9,858.5,1173.3,9162.5,8898.9,8559.1,228.3,10306.2,263.6,2.9,31064,294955
2005-03-01,10403.5,6940.9,5583.9,4603.2,980.6,935.7,959.3,47.4,911.8,232.7,1632.8,1063.9,568.9,1496.9,1471.7,508.2,31.6,25.2,859.2,1178.7,9224.8,8939,8598.4,228.8,10347.8,285.7,3.1,31255,295149
2005-04-01,10468.7,6979.2,5616.7,4633.1,983.5,939.1,955.2,50,905.3,233.7,1653.7,1085.1,568.7,1510.4,1484.3,513.2,30.9,26.1,863.5,1188.4,9280.3,9028.3,8678.4,231.3,10378.9,252,2.7,31420,295359
2005-05-01,10522.6,7002.5,5635.1,4648.3,986.8,943,962.1,51.4,910.7,232.3,1678.7,1102.2,576.5,1512.9,1486.2,511.8,30.9,26.7,865.9,1195.5,9327,9025.1,8671.6,234.6,10432.3,302,3.2,31555,295582
2005-06-01,10559.1,7035,5661.8,4673.7,988,947.3,975,52.1,922.9,227.5,1676.3,1115.3,561,1514.6,1487.4,513.6,30.9,27.2,869.4,1204.9,9354.1,9111.2,8753.4,238.7,10466,242.9,2.6,31621,295824
2005-07-01,10622.7,7096.4,5716.1,4723.6,992.5,950.7,982.9,52.3,930.6,219.8,1690.7,1124.4,566.3,1509.5,1482.1,513.1,30.9,27.4,876.7,1216.2,9406.6,9213.2,8853.8,240.4,10500.9,193.4,2.1,31771,296077
2005-08-01,10684.7,7118.8,5734.7,4739.6,995,953.4,985.8,47.6,938.2,213.4,1711,1137.7,573.3,1534.8,1507.4,515.1,30.9,27.4,879.1,1224.7,9460,9211.2,8850.1,241.9,10500.7,248.7,2.6,31923,296338
2005-09-01,10750.8,7152.7,5764,4765,999,956.3,995.7,48.9,946.8,207.5,1737.2,1155.1,582.1,1540.5,1513.4,514,32.8,27.1,882.8,1235.5,9515.2,9263,8900.4,243.1,10469.1,252.2,2.7,32080,296606
2005-10-01,10825.6,7187.7,5795.2,4793.7,1001.5,957.7,999.7,45.7,954,208.5,1780.4,1176.6,603.8,1536.5,1509.9,515.4,33.5,26.6,887.3,1247.2,9578.3,9303.8,8938.5,242.9,10541.8,274.5,2.9,32266,296857
2005-11-01,10873.6,7208.7,5813.5,4807.6,1006,959.7,1008.1,43.3,964.8,205.7,1800.5,1188.9,611.6,1539.8,1514.1,514.4,32.2,25.7,889.2,1255.8,9617.8,9313.3,8946.2,244.4,10614.8,304.5,3.2,32374,297089
2005-12-01,10915.9,7233.4,5835.6,4825.6,1010,961.1,1013.8,40.8,973,203.8,1819.5,1191.8,627.7,1537.4,1512.9,522.7,32,24.5,891.9,1264.3,9651.6,9351.5,8981.1,247.3,10665.6,300.1,3.1,32463,297311
2006-01-01,11110.9,7334.4,5929.4,4918.7,1010.7,963.9,1046.1,37.2,1008.9,198.9,1847.2,1185.4,661.8,1591.5,1568.8,538.3,30.8,22.8,907.3,1305.9,9805,9441.8,9071.6,254.2,10773.5,363.2,3.7,32955,297526
2006-02-01,11180.6,7390.2,5981.5,4966.9,1014.6,964.3,1048.6,34.3,1014.3,193.9,1879.6,1193.5,686.1,1583.1,1561.7,535.1,30.3,21.5,914.8,1321.4,9859.2,9470.7,9096,258.6,10855.3,388.5,3.9,33114,297734
2006-03-01,11251.7,7414.6,6003.2,4984.7,1018.5,965.8,1052.5,33,1019.5,190.7,1921.2,1216,705.2,1590.3,1569.8,540.7,29.8,20.5,917.5,1334.1,9917.6,9509.5,9132.9,260.4,10906.5,408.1,4.1,33286,297950
2006-04-01,11307.8,7439.8,6025.6,5003.1,1022.5,967.5,1051.3,33.7,1017.6,187,1956.8,1253,703.7,1593.2,1573.3,542,29.4,20,920.4,1348.9,9958.9,9576.8,9191.6,258.7,10915.7,382.1,3.8,33400,298170
2006-05-01,11329.1,7411.1,5996.9,4971.2,1025.7,970.1,1053.2,34,1019.3,183.6,1994.2,1277.1,717.1,1603,1583.4,542.9,29.4,19.6,916,1350.2,9978.9,9616.5,9231.8,258,10899.4,362.4,3.6,33441,298401
2006-06-01,11372,7433.1,6015.4,4986.2,1029.2,972.8,1051.9,34,1017.8,179.7,2013,1288.2,724.8,1612.2,1592.8,546,29.7,19.5,917.8,1354.7,10017.3,9645,9259.6,258.4,10910.2,372.3,3.7,33542,298653
2006-07-01,11404.2,7463.8,6042.3,5006.5,1035.8,975.2,1047.9,33.9,1014,179,2012,1286.3,725.7,1622.6,1603.1,544.7,30.5,19.5,921.2,1354.2,10050,9734.2,9343.8,265,10897.3,315.8,3.1,33622,298910
2006-08-01,11431.6,7479.7,6054.4,5012.8,1041.6,978.8,1050.5,33.7,1016.8,177.8,2015,1284.2,730.8,1630.5,1610.7,544.8,30.7,19.8,921.9,1356,10075.6,9738.9,9342.2,271.2,10884.7,336.7,3.3,33678,299178
2006-09-01,11471.2,7518.5,6089,5040.6,1048.4,981.4,1048.6,33.5,1015.2,176.5,2020.5,1282,738.6,1631.9,1611.6,548.8,30.5,20.3,924.8,1365.7,10105.5,9778.2,9375.4,277,10955.9,327.3,3.2,33747,299452
2006-10-01,11507.6,7562.1,6126.9,5076.2,1050.7,984.9,1052.6,33.1,1019.5,172.1,2026.5,1279.5,747,1624.5,1603.5,545.7,30.6,21,930.2,1377.9,10129.6,9802,9393.6,277.3,11030.8,327.7,3.2,33798,299710
2006-11-01,11570.5,7614,6171.7,5116.1,1055.7,989.6,1051,34.2,1016.8,169,2041.4,1279.6,761.8,1629.9,1607.8,545.8,31.2,22,934.8,1395.1,10175.4,9811.3,9400.2,279.8,11091.2,364.1,3.6,33924,299950
2006-12-01,11679.2,7694.8,6244.6,5183.7,1060.9,993.2,1056.2,37.1,1019.2,165.1,2053.4,1282.4,771,1653.3,1629.9,554.3,31.5,23.4,943.7,1419.4,10259.7,9904.2,9488.3,284.3,11146.8,355.6,3.5,34179,300178
2007-01-01,11737.9,7759.5,6302.9,5236,1066.9,998.9,1019.9,41.8,978,160.9,2054.8,1287.7,767,1694.1,1669,565.1,32.1,25.1,951.1,1446.8,10291.2,9958.3,9538.7,283.8,11129.6,332.9,3.2,34259,300398
2007-02-01,11824.1,7814.2,6351.7,5279.3,1072.4,1002.2,1019.5,44.1,975.4,161,2076.3,1304.8,771.5,1710,1683.4,567.6,32.7,26.6,956.9,1468.4,10355.7,9982.8,9566,280.8,11172.7,372.9,3.6,34449,300608
2007-03-01,11910.2,7844.2,6376.6,5301.1,1075.5,1006.5,1013.1,43.5,969.7,165.6,2130.3,1333.5,796.8,1716,1688.1,572.2,32,27.9,959.1,1484.5,10425.7,10023.5,9611.7,275.4,11220.1,402.2,3.9,34657,300823
2007-04-01,11955.5,7840.6,6369.8,5292.4,1077.4,1010.6,1002.5,40.2,962.2,173.6,2188.6,1373.8,814.8,1708,1679,570.7,32,29,957.7,1491.6,10463.9,10066.8,9643.6,286,11252.5,397.2,3.8,34759,301045
2007-05-01,11995.3,7837.3,6362.4,5282.3,1080.1,1015.7,997.1,38.2,958.9,180.4,2226.3,1398.5,827.8,1710.5,1680.5,577.9,31.6,30,956.2,1496,10499.3,10117.7,9685.8,294.4,11260.7,381.6,3.6,34849,301278
2007-06-01,12015.3,7857.6,6378.8,5294.7,1084.1,1018.9,994.1,37.2,956.9,186.9,2222,1407.6,814.5,1712.6,1681.7,576.5,31.9,30.9,957.9,1500.2,10515.1,10144.9,9706.8,300.5,11256.3,370.1,3.5,34873,301528
2007-07-01,12041.5,7872.8,6388.5,5301,1087.4,1023.8,992.4,37.3,955.1,190.1,2225.7,1401,824.7,1719.9,1688.1,573.8,32.8,31.8,959.5,1499.4,10542.1,10185.3,9751.1,295.3,11259.9,356.7,3.4,34932,301790
2007-08-01,12050.3,7868.1,6382,5288.1,1094,1026.4,985.2,38.5,946.7,193.6,2229.7,1399.9,829.8,1731.9,1699.3,577.5,32.9,32.5,958.2,1495.7,10554.6,10232,9798.9,294,11248.8,322.6,3.1,34942,302064
2007-09-01,12115.9,7914.7,6422.2,5322.8,1099.4,1030,982.6,40.6,942,197.1,2239.2,1404.3,834.9,1746.3,1713.1,583.4,32.8,33.2,964,1501.4,10614.5,10280.9,9845.1,296.5,11261.1,333.6,3.1,35109,302334
2007-10-01,12142.4,7928.4,6431.2,5328.5,1102.7,1034,978.7,43.6,935.1,199.9,2250.2,1414.1,836,1751.1,1717.4,576.4,33.2,33.7,965.8,1499,10643.5,10319.9,9882.7,296.5,11250.6,323.6,3,35175,302590
2007-11-01,12197.5,7978.7,6474.7,5366.5,1108.2,1037.7,978.9,46.5,932.4,207.2,2246.5,1415.8,830.7,1758.3,1724.2,577.7,33.7,34.1,972.1,1508,10689.5,10393,9955.9,296.2,11242.8,296.5,2.8,35298,302834
2007-12-01,12270.4,8025.6,6515.8,5401.4,1114.4,1040.2,981.7,48.7,932.9,218.9,2244,1409.3,834.7,1778.7,1744.3,589.2,35.2,34.4,978.5,1519,10751.4,10409.3,9972.8,295.5,11273.1,342.1,3.2,35476,303062
2008-01-01,12302.1,8029.8,6518.9,5399.1,1119.8,1043,969.5,48.8,920.7,235.5,2254.5,1394.7,859.9,1793,1758.5,594,35.6,34.5,980.3,1522.3,10779.8,10431.4,9996.4,290.9,11263.3,348.5,3.2,35544,303280
2008-02-01,12329.8,8052.1,6536.7,5411.4,1125.2,1045.9,960.3,48,912.4,249.8,2251.7,1383.2,868.5,1799.6,1764.9,594.5,36.2,34.7,983.5,1533.9,10796,10411,9981.7,285.1,11263.4,385,3.6,35572,303494
2008-03-01,12374,8082.7,6562.6,5433.2,1129.4,1048.3,962.4,47.3,915.1,262.3,2238.5,1374.8,863.7,1816.2,1781.3,603.5,37.1,34.9,988.1,1549.3,10824.8,10457.4,10035.3,277.8,11260.6,367.3,3.4,35642,303707
2008-04-01,12360.2,8050.7,6530.5,5398.4,1132,1050.4,968.6,46.8,921.8,271.9,2207.4,1369.7,837.7,1846.5,1811.4,599.6,37.6,35.1,984.9,1557.2,10803,10491,10070.3,274.7,11192.7,312,2.9,35545,303926
2008-05-01,12934.6,8054.9,6532.7,5397.1,1135.6,1051.9,967.2,44.6,922.6,281,2197.9,1374.6,823.3,2419.7,2384.3,604.7,38.1,35.4,986.1,1556.8,11377.8,10551.4,10132.3,272.9,11146.1,826.4,7.3,37408,304157
2008-06-01,12713.5,8059.1,6534.8,5394.4,1140.4,1053.3,965.8,41.1,924.7,289.9,2207.4,1389.6,817.8,2178.9,2143.3,604.3,39,35.6,987.6,1543.4,11170.1,10605.8,10187.1,272.5,11086.5,564.2,5.1,36696,304396
2008-07-01,12564,8057.7,6532.3,5385.7,1146.6,1054.2,947.6,36.5,911.1,297.4,2224.9,1414.7,810.1,2024.7,1988.9,608.7,45.2,35.9,988.3,1515.1,11048.9,10603.9,10185.1,272.1,11040.1,445,4,36268,304646
2008-08-01,12472.5,8078.5,6550.9,5399.7,1151.2,1054.5,959.6,33.4,926.2,305.1,2227.5,1429.3,798.2,1893.8,1857.7,608.4,62.9,36.1,992,1496.5,10976,10594.7,10175.7,272.2,11090.4,381.3,3.5,35998,304903
2008-09-01,12489.4,8087,6558.2,5402.5,1155.7,1054.6,962.6,31.5,931,313.4,2215,1433.3,781.7,1905.7,1869.3,609.5,66.5,36.4,994.4,1480.9,11008.5,10535.8,10116.4,272.7,11086.5,472.7,4.3,36075,305158
2008-10-01,12489.4,8110.4,6579.9,5418.4,1161.5,1054.2,954.5,30.9,923.6,322.2,2188,1426.8,761.2,1912.7,1876.1,609.3,65.1,36.6,998.5,1472.8,11016.6,10440.6,10034.1,265.1,11152.8,576,5.2,36072,305403
2008-11-01,12427.1,8065.8,6538.2,5373.6,1164.6,1053.4,959.2,29.8,929.4,326.5,2147.9,1412.4,735.5,1922.3,1885.4,611.3,66.6,36.9,994.6,1449.6,10977.5,10284.3,9885.2,257.7,11209.4,693.2,6.3,35919,305620
2008-12-01,12274.1,7953.2,6433.4,5269.2,1164.2,1052.2,938.5,28.4,910,328.3,2087.8,1390.1,697.7,1948.3,1911.1,618.7,83.9,37.2,982,1412.3,10861.8,10193.1,9801.5,250.4,11080.3,668.7,6.2,35516,305827
2009-01-01,12155.6,7796.8,6287.4,5124.9,1162.5,1049.8,933.7,24.4,909.3,326.2,2051.3,1359.9,691.4,2014.5,1977.1,648.1,93,37.5,966.8,1234.1,10921.5,10244.9,9847.2,252.8,10880.7,676.6,6.2,35687,306035
2009-02-01,12031.7,7715,6211.3,5049,1162.3,1048.7,910.7,22.4,888.4,326.2,2001.2,1338.7,662.5,2036.6,1998.8,651.9,100,37.8,958,1202,10829.7,10223.8,9824.5,254.5,10704.9,605.9,5.6,35364,306237
2009-03-01,11983.8,7679.3,6178,5014.4,1163.6,1048,895.3,22,873.3,327.5,1968.3,1326.3,642,2068,2029.9,655.6,111.7,38.1,954.7,1171,10812.8,10173.4,9773.2,255.5,10631.6,639.4,5.9,35285,306438
2009-04-01,12022.2,7740.9,6235.4,5060.5,1174.9,1047.7,897.7,23,874.7,330.4,1909.8,1322.8,587,2106.5,2068.2,661.9,121.8,38.3,963.2,1131.5,10890.7,10172,9772.5,254.8,10616.3,718.7,6.6,35516,306645
2009-05-01,12188.9,7772.3,6264.2,5089.1,1175.1,1047.9,899.8,23.6,876.2,335.3,1875.1,1315.3,559.8,2274,2235.4,657.4,130.7,38.6,967.7,1131.2,11057.7,10189.4,9791.6,253.3,10604.5,868.3,7.9,36034,306863
2009-06-01,12050.9,7772.7,6263.8,5085.7,1178.1,1048.6,907.1,24.1,883,342,1841.8,1303.8,538,2155.3,2116.5,668,138.5,38.9,967.9,1130.6,10920.3,10247.8,9852.4,251,10521.4,672.5,6.2,35561,307090
2009-07-01,12007.4,7746,6238.2,5059.7,1178.5,1049.8,913.2,24.5,888.7,350,1805,1288.2,516.8,2157.3,2118.1,665.1,140.6,39.2,964.1,1133.5,10873.9,10280,9886.3,249.7,10472,593.9,5.5,35383,307322
2009-08-01,12021,7747.5,6238.2,5057.6,1180.6,1051.3,935.3,26.2,909.2,356.3,1780.3,1277.5,502.9,2165.5,2126.1,662,145.5,39.4,964,1136,10884.9,10399.5,10004.1,251.4,10447.3,485.5,4.5,35390,307570
2009-09-01,12071.4,7746.1,6235.3,5057.4,1177.9,1053.3,955.1,29.3,925.7,361.2,1766.2,1271.6,494.6,2206.2,2166.5,676.7,147.1,39.7,963.3,1136.4,10935.1,10327.7,9927.8,255.9,10440.8,607.4,5.6,35524,307826
2009-10-01,12080.2,7773,6259,5076.8,1182.2,1055.8,974.1,34.3,939.7,364.5,1755.5,1270.5,485,2178.4,2138.4,673,144.2,40,965.3,1136.8,10943.4,10376.5,9976.7,255.7,10439.9,566.9,5.2,35522,308071
2009-11-01,12143.6,7808.2,6289.3,5105.3,1184,1058.8,1000.8,36.6,964.2,370.8,1747.6,1268.4,479.1,2185,2144.7,671.5,146.3,40.2,968.8,1141.7,11001.9,10382.2,9985.7,252.6,10473.7,619.7,5.6,35687,308289
