"date","PI","W209RC1","A576RC1","A132RC1","B202RC1","B040RC1M027SBEA","A041RC1","B042RC1","A045RC1","A048RC1","PIROA","PII","PDI","PCTR","A063RC1","W823RC1","W825RC1","B931RC1","A061RC1","W055RC1","DSPI","A068RC1","PCE","B069RC1","W875RX1","PMSAVE","PSAVERT","A229RC0","POPTHM"
1992-01-01,5264.2,3562.8,2887.5,2324.6,562.9,451.3,377.6,32.3,345.3,48.6,998.9,815.2,183.7,722.9,706.4,277.8,39.2,16.5,446.5,583,4681.1,4239.3,4084.7,118.4,6854.2,441.8,9.4,18334,255331
1992-02-01,5303.8,3604.9,2921.2,2357.2,564,457,378.6,33.5,345.1,49.7,996.7,812,184.8,725.6,709.1,278.1,38.7,16.5,451.7,589.3,4714.5,4254.3,4099.5,118.2,6892.5,460.2,9.8,18447,255576
1992-03-01,5325.5,3619.4,2929.9,2364.2,565.8,462.1,380,32.9,347.1,51.7,994.8,809.1,185.8,732.5,716,279.8,41.2,16.5,452.9,594.4,4731.1,4271.7,4117,117.9,6898.1,459.4,9.7,18492,255848
1992-04-01,5359.8,3630.8,2936.2,2368.2,568,466.8,389.6,33.6,355.9,54.6,996.9,810.2,186.8,741.8,725.3,280.9,42.1,16.5,453.8,601.8,4758.1,4287.5,4131.5,117.7,6917.1,470.6,9.9,18576,256139
1992-05-01,5395.6,3654.3,2954,2384.1,569.9,471.1,394,34.3,359.7,57.3,1000.3,812.6,187.7,745.9,729.5,282.6,40.4,16.5,456.3,608.3,4787.2,4314,4158.4,117.2,6955.2,473.3,9.9,18668,256437
1992-06-01,5427.8,3670.6,2965.8,2394.2,571.6,475,402,38.1,363.9,59.9,1003.9,815.2,188.7,749.1,732.7,281.7,41.1,16.4,457.7,611.4,4816.3,4332.2,4177.1,116.6,6986.2,484.1,10.1,18759,256742
1992-07-01,5441.3,3677.8,2969.3,2395.6,573.8,478.5,405.5,36.9,368.6,62.5,1000.1,810.5,189.6,753.6,737.2,283.1,40.1,16.4,458.1,612.3,4829,4366.2,4204.8,115.9,6976.8,462.8,9.6,18785,257063
1992-08-01,5469.7,3702.1,2989,2412.8,576.2,481.6,409,37,372,64.7,997,806.5,190.5,757.8,741.5,282.6,38.3,16.3,460.8,616.9,4852.8,4381.8,4220.9,115.3,7003.4,471,9.7,18854,257390
1992-09-01,5457.7,3685.7,2971.3,2395.7,575.6,484.2,409.1,36.3,372.7,65.8,994.1,802.7,191.4,761.4,745.3,282.8,40.4,16.2,458.4,619.4,4838.3,4415.9,4255.3,114.8,6968.8,422.5,8.7,18775,257704
1992-10-01,5450.1,3655,2940.5,2363.7,576.8,486.4,419.3,35.5,383.8,68,997.8,805.5,192.3,764.5,748.4,284.7,38.1,16.1,454.4,625.8,4824.4,4440,4284.7,114.1,6928.5,384.3,8,18699,258004
1992-11-01,5472.7,3679.9,2962.2,2383.7,578.5,488.2,421.4,34.1,387.3,70.3,1001.3,808.1,193.2,756.8,740.9,282.1,37.3,15.9,457,631.5,4841.3,4455.7,4300.5,113.9,6959.5,385.6,8,18744,258280
1992-12-01,5682.1,3875.8,3159.7,2578.5,581.1,489.7,415.8,32.6,383.3,73.8,1003.8,809.7,194.1,764.6,748.9,285,38.5,15.7,451.7,659.6,5022.5,4491.8,4336.4,113.9,7244.4,530.7,10.6,19426,258546
1993-01-01,5539.2,3728.2,3000.4,2418.1,582.2,490.6,418.8,28.5,390.3,77.8,1006.8,811.9,194.9,779.9,764.5,296.4,34.8,15.4,472.3,614.3,4924.9,4499.3,4340.7,114.4,6994.2,425.6,8.6,19030,258799
1993-02-01,5573,3759.8,3029.3,2446.6,582.7,491.6,420,28.1,391.9,81,1007.9,811.9,196,779.7,764.6,294.5,33.7,15.1,475.4,617.3,4955.7,4514.2,4355.3,114.6,7033.5,441.5,8.9,19131,259036
1993-03-01,5569.9,3748.7,3018.1,2434.6,583.6,492.8,417.9,29.1,388.8,83.3,1008.3,811.1,197.2,785.3,770.4,295.8,36.7,14.9,473.7,619.5,4950.4,4511.5,4352.5,114.5,7006.3,439,8.9,19093,259283
1993-04-01,5626.7,3795.9,3063.8,2478.6,585.3,494.2,427.2,34.1,393.2,85.3,1007.3,808.5,198.7,784.6,770,297.9,35.4,14.6,473.6,637.4,4989.3,4553,4393.4,114.6,7071.8,436.4,8.7,19223,259547
1993-05-01,5642.8,3808.5,3074.1,2487.6,586.5,495.5,431.9,35.3,396.6,86.8,1007.3,806.8,200.5,783.7,769.3,296.7,33.7,14.4,475.4,645.3,4997.5,4581.8,4422.4,114.4,7074.8,415.8,8.3,19234,259822
1993-06-01,5637.9,3796.2,3061.4,2473.3,588,497,429.5,35.4,394.1,88.5,1007.6,805.2,202.4,789.8,775.7,296.6,37.6,14.1,473.7,647.8,4990.1,4599.2,4440,114.1,7056.2,390.9,7.8,19184,260109
1993-07-01,5665.2,3822.5,3084.5,2493.1,591.4,498.6,427.2,32.2,394.9,90.4,1006.2,801.6,204.6,795.9,782.1,298.5,34.6,13.9,477.1,654.6,5010.6,4627.9,4468.9,113.1,7075.8,382.7,7.6,19241,260411
1993-08-01,5687.2,3846.2,3104.9,2513.5,591.4,500.2,421.4,22.1,399.3,92.4,1006.4,799.5,206.9,801.2,787.5,298,36.5,13.7,480.4,660.7,5026.5,4640,4481.1,112.9,7088.1,386.5,7.7,19279,260717
1993-09-01,5680.3,3833.6,3091.5,2498.9,592.6,501.9,421.7,23.9,397.8,94.8,1006.4,796.9,209.5,802.8,789.3,299.2,35.6,13.5,478.9,662.3,5018,4670.5,4511.5,112.9,7068.4,347.5,6.9,19225,261015
1993-10-01,5674.3,3819.4,3076,2482.8,593.2,503.7,428.8,29.2,399.6,97.3,1005.6,793.3,212.3,800.8,787.5,299.4,33,13.2,477.7,665,5009.2,4693.4,4532.8,113.6,7040.3,315.9,6.3,19171,261294
1993-11-01,5699.6,3827.3,3081.5,2486.9,594.6,505.6,442.5,37.9,404.6,100.1,1006.4,791.1,215.3,802.4,789.3,299.1,32.5,13.1,479.1,667,5032.6,4715,4554.1,113.8,7061.3,317.6,6.3,19241,261550
1993-12-01,5899.1,4021,3266.6,2669.9,596.7,507.6,448.7,40.4,408.3,103.2,1008.2,789.7,218.5,809.9,797,303.2,34.2,12.9,491.9,693.9,5205.3,4732.6,4571.1,114,7336.4,472.7,9.1,19883,261796
1994-01-01,5784.5,3900.6,3142.6,2543.3,599.3,509.6,446.4,41.9,404.6,106.9,1010.3,788.4,221.9,816.4,803.5,307.2,29.1,12.9,496,675.1,5109.4,4747,4585.1,113.5,7159.5,362.4,7.1,19500,262021
1994-02-01,5803.8,3908.2,3147.9,2547.1,600.8,511.4,451.1,42.1,409,109.1,1014.7,789.7,225,818,805.2,308.8,28.4,12.8,497.3,672.7,5131.1,4795.2,4632.6,114,7168.4,335.9,6.5,19567,262237
1994-03-01,5835.5,3931.4,3167.7,2564.5,603.2,513.1,453.1,41.3,411.8,111,1020.7,792.8,227.9,820.1,807.4,310.5,26.4,12.7,500.8,673.2,5162.3,4809.4,4646,114.7,7191,352.8,6.8,19666,262491
1994-04-01,5896.8,3982.1,3215.7,2610.5,605.2,514.4,453.4,38.3,415.1,112.2,1029.2,798.5,230.6,823.5,810.8,311.9,26.7,12.7,503.5,728.3,5168.6,4836.6,4671.1,116.1,7265.6,332,6.4,19671,262754
1994-05-01,5917.5,3997,3228.2,2620.8,607.5,515.5,454.6,36.6,418,113.5,1036.1,803,233.1,822.2,809.4,311.9,23.6,12.8,505.9,681.7,5235.8,4836.4,4669.5,117.3,7286.5,399.4,7.6,19907,263014
1994-06-01,5923.9,3995.6,3226,2617.2,608.8,516.4,454.3,35,419.2,114.7,1042.4,807.1,235.4,822.9,810,311.5,23.1,12.9,506,683.5,5240.3,4877.4,4708.9,118.8,7276.7,362.9,6.9,19903,263294
1994-07-01,5952.6,4019.3,3247.4,2636.6,610.8,517.2,454,33.5,420.5,115.9,1049.6,812.2,237.4,823.1,810.1,312.6,22.1,13,509.3,691.4,5261.2,4892.1,4720.6,121.4,7294.5,369,7,19960,263580
1994-08-01,5974.8,4027.4,3254.6,2642.3,612.3,517.7,456.9,32.1,424.8,116.5,1057,817.7,239.3,827.4,814.2,312.9,22.5,13.2,510.5,695.4,5279.4,4935.7,4762.6,122.8,7303.2,343.7,6.5,20008,263871
1994-09-01,6007.6,4048.5,3274.2,2659.8,614.4,517.9,459.4,30.8,428.6,116.5,1066.5,825.5,241,830.1,816.6,313.4,21.6,13.5,513.3,699.3,5308.3,4949.4,4775,124,7337.9,358.9,6.8,20095,264159
1994-10-01,6071.6,4085.9,3309,2693.4,615.6,517.8,464.3,30,434.2,115.8,1080.5,838.1,242.4,843.4,829.6,314.1,21.8,13.8,518.3,703.7,5367.9,4987.9,4812.9,124.3,7396.9,380,7.1,20300,264430
1994-11-01,6081.8,4081.2,3305.1,2687.9,617.2,517.5,465.3,28.2,437.1,115.7,1090.8,847.1,243.7,846.4,832.2,313.3,21.5,14.2,517.7,703.8,5378,5001.7,4825.6,125.2,7393.1,376.3,7,20319,264681
1994-12-01,6114.7,4097.2,3320.8,2701.9,619,517,466.8,25.9,440.9,116.3,1099.9,855.1,244.8,854.1,839.5,317.9,20.6,14.6,519.6,708.7,5406,5018.8,4841.6,126.3,7423.9,387.2,7.2,20406,264924
1995-01-01,6155.5,4120.1,3344,2723.5,620.6,516.1,467.1,22,445.1,117.2,1105.6,859.9,245.7,869.4,854,322.8,20.9,15.4,523.8,721.1,5434.5,5028.8,4851.2,126.9,7444.8,405.7,7.5,20495,265157
1995-02-01,6180.4,4134.6,3358.2,2735.9,622.3,515.5,466.7,20,446.6,118.3,1112.9,866,246.8,873.7,857.7,324.9,21,16,525.6,725.4,5455.1,5030.6,4850.8,129,7460.6,424.5,7.8,20555,265383
1995-03-01,6207.6,4148.7,3372.1,2747.7,624.4,515.1,468.3,18.8,449.5,119.4,1119.6,871.3,248.3,878.8,862.1,326.6,20.8,16.7,527.2,727.4,5480.3,5068.3,4885.4,132,7477.9,412,7.5,20632,265625
1995-04-01,6231.3,4168.4,3390.8,2764.8,626.1,514.9,467.1,18.2,448.9,120.5,1125.4,875.2,250.2,879.5,862.2,326.6,21.1,17.2,529.6,777.2,5454.1,5078,4890.2,136.6,7490.4,376.1,6.9,20514,265877
1995-05-01,6245.8,4164.1,3387,2759.9,627.1,514.9,472.3,18.2,454.1,121.6,1131.1,878.8,252.3,885.6,867.8,328.2,22.2,17.8,528.9,728,5517.8,5123.9,4933.1,139.5,7490.5,393.9,7.1,20733,266134
1995-06-01,6275.1,4186.1,3407.8,2778.5,629.3,514.9,476.4,18.7,457.8,122.6,1136.1,881.4,254.8,885.3,866.8,327.8,21.4,18.4,531.4,735.3,5539.8,5170.3,4977.5,141.4,7524.7,369.5,6.7,20794,266414
1995-07-01,6304.3,4206.6,3426.9,2796.9,630,515.1,478.1,19.8,458.3,123.6,1139.9,882.4,257.5,889.9,870.9,327.9,22.2,19.1,534,745.1,5559.2,5165.5,4970.2,142.4,7549.4,393.7,7.1,20844,266700
1995-08-01,6327.2,4216.9,3436.2,2805.4,630.8,515.5,484.9,21.2,463.7,125.4,1144.3,883.7,260.6,890.8,871.1,327.9,22,19.6,535.1,752.3,5574.9,5201.9,5005.3,143.5,7564,373,6.7,20880,266998
1995-09-01,6356.2,4235.7,3453.6,2821.7,631.9,516,490.3,23,467.3,128.1,1148.8,884.7,264,890.4,870.2,330.1,21.7,20.2,537,759.2,5597,5218.9,5020.5,145.2,7599.5,378.1,6.8,20939,267304
1995-10-01,6382.3,4254.4,3470.3,2836.1,634.2,516.8,496.7,25.6,471.1,131.2,1153.9,886.1,267.7,885.4,864.6,328.7,22.9,20.8,539.3,764.4,5617.9,5218.1,5013.9,147.8,7623,399.9,7.1,20995,267585
1995-11-01,6403.1,4266.7,3481.2,2846,635.2,517.7,501.8,28,473.9,134.1,1158.3,886.6,271.8,882.7,861.3,328,22.3,21.4,540.5,769.9,5633.2,5261.7,5055.6,149.6,7655.9,371.6,6.6,21033,267829
1995-12-01,6427.4,4274.9,3488.1,2851.6,636.5,518.7,504.3,30.6,473.7,136.6,1162.9,886.8,276.1,889.9,867.9,332.6,22.2,22,541.2,775.7,5651.7,5305.1,5097.5,151,7664.8,346.6,6.1,21085,268047
1996-01-01,6463.8,4277.4,3490.8,2853.3,637.5,519.9,512.7,34,478.7,138.4,1165.9,885.2,280.7,908.1,885.7,336,23.5,22.4,538.8,791.8,5672,5292,5085.7,150.9,7673.1,380,6.7,21144,268258
1996-02-01,6528.1,4322.5,3531.9,2891.9,639.9,521.1,524.1,37,487.1,139.7,1170.7,885.5,285.1,915.4,892.5,338.7,23.1,22.8,544.2,803.2,5724.9,5340,5132.8,151.7,7739.7,384.9,6.7,21323,268480
1996-03-01,6570.9,4343.6,3550.7,2908,642.6,522.2,533,39.6,493.4,140.5,1175.7,886.2,289.4,924.7,901.5,342.6,22.4,23.2,546.6,810.2,5760.7,5381.2,5173.3,152.4,7762.5,379.5,6.6,21437,268724
1996-04-01,6608.1,4358.3,3563.5,2919.8,643.8,523.3,540.1,44.5,495.6,141,1182.1,888.6,293.5,934.8,911.3,341.1,23.8,23.4,548.2,864.8,5743.3,5418.7,5208,153.6,7776.4,324.6,5.7,21352,268980
1996-05-01,6648.4,4382.8,3585.6,2939.9,645.8,524.4,550.6,44.8,505.8,141.6,1188.2,890.7,297.5,936.1,912.6,341.2,22.2,23.6,550.9,822.3,5826.2,5435.6,5223.8,154.6,7816.2,390.6,6.7,21639,269247
1996-06-01,6693,4421.4,3620.7,2973.3,647.4,525.4,551.7,43.3,508.5,142.2,1195.2,893.9,301.3,938.2,914.7,341.9,22.2,23.6,555.8,831.7,5861.3,5443.1,5229.8,156,7874.4,418.2,7.1,21747,269527
1996-07-01,6694,4423.9,3622.4,2973.1,649.3,526.4,546.9,35.3,511.6,142.9,1202.9,898,304.9,933.2,909.7,342.5,22.2,23.5,555.7,835.6,5858.4,5467.7,5251.9,157.7,7866.1,390.7,6.7,21712,269822
1996-08-01,6722.5,4450.4,3646.5,2996.7,649.7,527.3,545.2,33,512.2,143.7,1210.7,902.4,308.4,931.3,908,343.1,20.8,23.3,558.9,843.5,5879,5492.5,5275,159.3,7900,386.4,6.6,21764,270130
1996-09-01,6761.1,4479.4,3672.8,3019.8,653,528.2,550.3,32.1,518.1,144.4,1218.4,906.7,311.7,930.9,907.9,342.3,21.9,23,562.4,851.6,5909.5,5515.6,5296.6,160.7,7930.8,393.9,6.7,21852,270433
1996-10-01,6783,4486.6,3678.8,3024.8,654,529.2,555.9,34,521.8,145.2,1228,913.2,314.9,930.4,907.8,342.9,21.8,22.6,563.1,856,5927,5549.4,5328.5,161.9,7937.3,377.6,6.4,21893,270730
1996-11-01,6817.2,4513.8,3703.6,3047.5,656.1,530,556.8,34.7,522.2,145.5,1234.9,917,317.9,932.7,910.6,345.5,21.1,22,566.4,863.4,5953.8,5573.1,5351.2,162.6,7966.5,380.7,6.4,21970,271002
1996-12-01,6852.1,4543.1,3730.4,3072.4,658,530.8,557.8,35.5,522.3,145.3,1241.1,920.3,320.8,934.8,913.5,346.2,22.2,21.3,570,871.1,5981,5601.1,5378.6,162.8,8001.6,380,6.4,22050,271243
1997-01-01,6901.2,4559.2,3746.3,3085.8,660.4,531.6,572.6,38.7,533.9,144.5,1244.5,921,323.5,950.8,930.5,355.8,21,20.4,570.4,895.3,6006,5635.1,5411.1,161.9,8035.8,370.9,6.2,22124,271472
1997-02-01,6938.1,4594,3777.9,3115.7,662.2,532.6,576.5,38.3,538.2,144.1,1251,924.8,326.3,947.1,927.4,350.7,20.9,19.7,574.6,902.7,6035.3,5658.7,5434,162.4,8073.7,376.6,6.2,22213,271703
1997-03-01,6978.7,4624.1,3804.9,3140.7,664.3,534,577.5,36.3,541.2,143.9,1258.6,929.6,328.9,952.8,933.7,355.2,21,19.1,578.1,908.3,6070.4,5680.5,5454.2,163.6,8112.3,389.9,6.4,22322,271952
1997-04-01,6991.4,4637.7,3816.5,3150.9,665.6,535.4,572.3,29.2,543.1,144.1,1267,935.4,331.6,949.8,930.9,355.1,21,18.9,579.5,910.5,6081,5688.7,5459.3,166.4,8125.4,392.3,6.5,22339,272213
1997-05-01,7020.4,4659.1,3834.9,3167.6,667.3,537.3,575.2,27.5,547.7,144.5,1274.8,940.5,334.3,948.6,929.9,356.3,19.7,18.7,581.8,915.6,6104.8,5691.5,5460.2,168.1,8169.7,413.3,6.8,22405,272482
1997-06-01,7054.9,4683.1,3855.5,3184.5,670.9,539.5,577.8,27.5,550.3,145.2,1281.7,944.9,336.9,951.6,932.9,356.2,20.4,18.6,584.4,922.7,6132.3,5727.2,5494.2,169.6,8201.6,405.1,6.6,22482,272767
1997-07-01,7090.6,4704.5,3873.4,3200.4,673,541.9,586,31.8,554.2,146.1,1287.5,948.1,339.4,953.1,934.4,356.6,19.7,18.7,586.6,931.5,6159.1,5783.8,5548.8,171,8242.6,375.3,6.1,22555,273074
1997-08-01,7138.2,4743.9,3907.8,3235,672.9,544.6,587.3,32.7,554.7,147.3,1294.6,952.6,342,956.2,937.3,358.4,19.1,18.9,591.2,942.1,6196.1,5823.6,5587,172.4,8295.7,372.5,6,22664,273395
1997-09-01,7177.1,4768.1,3927.7,3251.2,676.4,547.7,592.3,32.9,559.4,148.8,1302.6,958.1,344.5,959.2,939.9,357.6,20.2,19.2,593.8,949.8,6227.3,5840,5601.7,174,8323.8,387.3,6.2,22752,273703
1997-10-01,7224.3,4804.5,3958.9,3278.3,680.6,551,597.1,31.9,565.2,150.5,1309.6,962.7,346.9,960.2,940.6,358.2,18.8,19.7,597.7,958,6266.3,5878.8,5637.7,175.5,8374.6,387.5,6.2,22871,273989
1997-11-01,7276.1,4852.7,4000.5,3317.1,683.4,554.6,593.5,31.3,562.2,152.2,1319.2,969.9,349.3,961.9,941.6,357.5,19.6,20.3,603.4,969,6307.1,5903,5661.1,176.1,8441.2,404.1,6.4,22998,274249
1997-12-01,7318.6,4874.8,4017.8,3332.3,685.5,558.4,599.1,30.4,568.8,153.7,1329.4,977.7,351.6,967,945.9,361.5,19.9,21.1,605.5,976.5,6342.1,5933.7,5692.1,175.7,8493.1,408.4,6.4,23104,274499
1998-01-01,7387.7,4911.3,4049.8,3362.3,687.5,562.7,612.9,30.7,582.2,155.1,1344.2,990.3,353.9,971,949,364.9,19,22,606.8,986.7,6401,5929.7,5689.9,173.5,8575.7,471.3,7.4,23299,274732
1998-02-01,7434.5,4943.9,4076.6,3386.6,690,566.7,616.1,27.3,588.8,156.8,1354.2,998.5,355.7,974.2,951.3,366.2,19.3,22.9,610.5,996.4,6438.1,5963.3,5723.8,173.7,8638.7,474.8,7.4,23416,274943
1998-03-01,7481.4,4970.8,4098.3,3406.3,692,570.6,623.2,25.7,597.6,158.6,1363.4,1006.3,357.1,978.8,955.2,368.8,19.9,23.7,613.4,1005.3,6476.1,5991.5,5750.3,175.5,8693.7,484.6,7.5,23535,275175
1998-04-01,7518.6,4996.5,4118.9,3424.6,694.3,574.4,624.5,26.2,598.3,160.7,1373.3,1015.4,358,979.7,955.3,367.6,19.3,24.4,616.2,1014,6504.5,6036,5788.1,179.9,8731.5,468.6,7.2,23615,275434
1998-05-01,7563.6,5033.8,4150.6,3452.5,698.1,578,627.3,26.4,601,162.6,1379.8,1021.4,358.4,980.4,955.3,368.3,18.9,25.1,620.3,1023.5,6540,6088.4,5837.9,182.4,8778.6,451.6,6.9,23722,275700
1998-06-01,7601,5054.6,4167,3467.1,699.8,581.5,637,26.7,610.3,164.5,1384.3,1025.9,358.4,983.1,957.3,368.7,19.7,25.8,622.5,1029.5,6571.5,6123.5,5871.7,183.6,8832.4,448,6.8,23812,275976
1998-07-01,7633.9,5079.6,4187.2,3484.1,703.1,584.8,643.7,25.6,618.1,166.3,1387.7,1029.8,357.9,982.1,955.6,370.2,20.2,26.5,625.4,1034.6,6599.4,6144,5890,183.8,8855.9,455.4,6.9,23888,276266
1998-08-01,7673.9,5122.8,4224.8,3519.1,705.7,588,643.3,26.3,617,168,1386.5,1029.5,356.9,983.8,956.7,370.1,20.7,27.1,630.5,1044,6629.9,6179.2,5925,183.9,8894.5,450.7,6.8,23972,276566
1998-09-01,7696.6,5142.2,4240.2,3532.3,707.9,591,648,27.8,620.2,169.8,1381.6,1026,355.5,987.7,959.9,371.8,19.9,27.8,632.6,1051,6645.6,6220.1,5965.6,184,8924.8,425.4,6.4,24003,276859
1998-10-01,7728.5,5168.4,4262.1,3552.1,710,594,661,31.6,629.4,172.1,1372.3,1018.6,353.7,990.3,961.9,370.1,18.7,28.3,635.5,1058.8,6669.7,6256.3,5998.8,184,8944.2,413.4,6.2,24066,277140
1998-11-01,7766.6,5204.7,4293.5,3580.9,712.6,596.7,668.1,33.2,634.9,173.5,1364.9,1013.6,351.3,995.3,966.4,370.2,20.5,28.9,639.9,1069,6697.6,6272.9,6015.4,183.8,8987.6,424.7,6.3,24144,277402
1998-12-01,7793.5,5225.1,4310.4,3595.7,714.7,599.1,676.9,34.1,642.8,174.6,1358.6,1010.1,348.5,1000.6,971.1,373.3,20.2,29.5,642.2,1076.2,6717.3,6327.6,6070.5,183,9007.4,389.8,5.8,24193,277658
1999-01-01,7834.6,5260.3,4342.2,3626.7,715.5,601.4,680.2,34.7,645.6,175,1354.3,1008.9,345.4,1011.9,981.2,376.6,20.6,30.7,647.1,1070.7,6764,6328.5,6073.9,181.4,9034.3,435.4,6.4,24340,277891
1999-02-01,7863.4,5296,4373.1,3654.6,718.5,604,680.9,33.9,647,176,1349.1,1006.2,343,1012.7,981.6,376.2,20.4,31.2,651.4,1079.5,6783.9,6355,6099.2,182.2,9076.3,428.8,6.3,24394,278095
1999-03-01,7879.4,5304.6,4378.5,3658.3,720.3,607,684.6,32.4,652.2,177.3,1345.8,1004.6,341.3,1019,987.4,378.1,21.4,31.7,652,1083.7,6795.7,6390.9,6133,183.9,9082.4,404.9,6,24417,278324
1999-04-01,7895.9,5324.2,4394.2,3669.4,724.8,610.3,687.9,29,658.9,178.8,1344.4,1004.1,340.3,1014.2,981.9,378.7,19.8,32.2,653.8,1088.5,6807.4,6463.6,6199.5,188,9066.9,343.8,5,24436,278584
1999-05-01,7920.3,5347.7,4412.9,3686.6,726.3,613.8,685.1,27.9,657.2,179.8,1346.2,1006,340.2,1017.7,984.8,378.7,21.5,32.8,656.3,1095.5,6824.8,6498.6,6232.1,190.1,9088.6,326.2,4.8,24474,278859
1999-06-01,7952.6,5359.8,4420.9,3690.8,730,617.6,697.1,27.4,669.6,180.1,1351.2,1010.2,340.9,1021.7,988.2,379.5,21.3,33.4,657.1,1101.5,6851.1,6528.7,6260.3,191.7,9123.1,322.5,4.7,24543,279148
1999-07-01,7994.8,5393.6,4449.1,3714.3,734.8,621.9,697.6,27.8,669.8,179.7,1359.3,1016.8,342.5,1024.7,990.6,380,19.4,34.1,660.1,1111.3,6883.5,6555.4,6287.6,191.8,9150.3,328,4.8,24632,279448
1999-08-01,8047.2,5425.9,4475.5,3736.9,738.6,626.2,705.4,27,678.4,179.4,1367.3,1022.3,345,1032.5,997.7,381,21.3,34.8,663.4,1121,6926.3,6601.2,6331.9,192.8,9192.3,325.1,4.7,24759,279752
1999-09-01,8072.9,5452.4,4496.4,3754.1,742.3,630.8,696.4,23.8,672.6,179,1375,1026.8,348.2,1035.5,1000,381.4,20.3,35.5,665.6,1129.5,6943.3,6657.3,6386.5,194,9189,286.1,4.1,24793,280053
1999-10-01,8135.5,5499.1,4535.5,3788.5,747,636.1,706.5,24.5,682,178.4,1382.7,1030.4,352.3,1039.2,1003.1,383.2,19.9,36.1,670.3,1141.3,6994.2,6685.7,6411.4,195.7,9250.3,308.6,4.4,24949,280337
1999-11-01,8199.3,5548,4576.7,3825.4,751.3,641.3,715.8,24.2,691.6,179,1392.4,1035.2,357.1,1039.5,1002.4,380.4,20.5,37.1,675.3,1152.8,7046.5,6725.2,6448.7,197.6,9324.7,321.3,4.6,25113,280594
1999-12-01,8285.8,5620.6,4640,3884.2,755.9,646.7,719.5,24.7,694.8,179.2,1404.1,1041.3,362.8,1045.5,1007.4,384.7,19.6,38.1,683.1,1167.8,7117.9,6820.4,6541,200.2,9407.6,297.5,4.2,25345,280846
2000-01-01,8382.6,5715.4,4724.5,3963.5,761,651.8,710.3,25.4,684.9,179.6,1417.9,1048.7,369.2,1052.4,1013.1,391.2,20.9,39.3,693,1198.6,7184,6825.1,6542.9,203.4,9498.6,358.9,5,25558,281083
2000-02-01,8443.7,5754.4,4756.4,3991.8,764.5,657.2,716.6,26.8,689.8,179.9,1432.4,1057.7,374.7,1056.9,1017.1,392.1,21.2,39.8,696.6,1209.1,7234.5,6910.2,6625.3,205.9,9541.8,324.3,4.5,25718,281299
2000-03-01,8503.7,5777.7,4773.6,4003.5,770.1,662.4,735.9,29,707,180,1447.6,1068.3,379.4,1060.9,1020.5,394.2,19.6,40.3,698.4,1218.5,7285.2,6973.4,6686.5,207.4,9573.1,311.8,4.3,25877,281531
2000-04-01,8542.9,5787.5,4779.1,4004.7,774.3,666.8,741.2,32.7,708.6,179.9,1463.6,1080.4,383.1,1069.4,1028.5,395.1,20.3,40.9,698.7,1226.5,7316.4,6968.7,6679.1,207.8,9620.5,347.8,4.8,25967,281763
2000-05-01,8580.9,5772.2,4760.8,3979.3,781.6,671.3,751.6,33.9,717.6,180.1,1478,1092,386,1094.8,1053.3,414.9,20.4,41.5,695.8,1228,7352.9,7001.8,6709.7,209.9,9628.6,351.1,4.8,26074,281996
2000-06-01,8634.2,5815.5,4797.3,4017.5,779.8,675.7,761.1,33.5,727.6,180.6,1490.9,1102.9,388,1087,1044.9,404,19.2,42.1,700.8,1236,7398.2,7042.9,6746.9,213.6,9674.3,355.3,4.8,26212,282247
2000-07-01,8701.2,5885.2,4857.3,4075.3,782,680.8,750.5,31.3,719.2,181.2,1502.3,1113.2,389.1,1091.4,1048.7,401.4,20.8,42.7,709.4,1245.5,7455.8,7072,6768.5,220.2,9730.3,383.8,5.1,26392,282504
2000-08-01,8747.4,5899.1,4866.8,4083.1,783.7,684.7,764.6,31.3,733.3,182.6,1513.2,1123.8,389.4,1098.7,1055.4,403.8,20.4,43.3,710.8,1246.6,7500.8,7110.9,6802.8,224.5,9780.5,389.9,5.2,26526,282769
2000-09-01,8792.1,5927.5,4889.8,4104,785.8,688.2,767.2,32.8,734.3,184.7,1523.3,1134.5,388.8,1103.9,1060,406.4,20.5,43.9,714.5,1251.1,7541.1,7200.2,6888.6,227.7,9788.8,340.8,4.5,26644,283033
2000-10-01,8825.5,5942.1,4899.5,4111,788.5,692,773.4,31.6,741.8,187.5,1532.9,1145.6,387.4,1106.2,1061.4,403.6,21.8,44.7,716.6,1253.8,7571.7,7211.4,6893.8,229.9,9815.1,360.3,4.8,26728,283285
2000-11-01,8842,5943.7,4898,4106.7,791.3,695,782.8,33.2,749.6,190.8,1538.2,1153.2,385.1,1103.6,1058.4,400.2,21,45.2,717.2,1257.7,7584.3,7229,6909.8,231.2,9825.5,355.3,4.7,26750,283523
2000-12-01,8874.7,5945.3,4896.3,4101.5,794.8,697.8,790.9,36.1,754.8,194.7,1539.3,1157.4,381.9,1122.6,1077,409.8,22.7,45.6,718.1,1264.6,7610,7272.1,6952.2,231.5,9827.7,337.9,4.4,26820,283748
2001-01-01,8975.6,6022.6,4956.7,4158.8,797.9,710.1,801.5,34.9,766.6,195.6,1536.1,1158.2,377.9,1147.9,1100.6,419.2,27.3,47.3,728.2,1289.2,7686.4,7307,6987.4,231.1,9875.6,379.4,4.9,27069,283960
