"date","GDPC1","PCECC96","DGDSRX1Q020SBEA","PCDGCC96","PCNDGC96","PCESVC96","GPDIC1","FPIC1","PNFIC1","B009RX1Q020SBEA","Y033RX1Q020SBEA","Y001RX1Q020SBEA","PRFIC1","CBIC1","NETEXC","EXPGSC1","A253RX1Q020SBEA","A646RX1Q020SBEA","IMPGSC1","A255RX1Q020SBEA","B656RX1Q020SBEA","GCEC1","FGCEC1","A824RX1Q020SBEA","A825RX1Q020SBEA","SLCEC1","A960RX1Q020SBEA"
1995-10-01,10744.203,7006.747,NA,NA,NA,NA,1542.785,NA,NA,NA,NA,NA,NA,17.74,-121.729,1012.295,704.264,310.369,1134.024,929.734,204.944,2390.46,NA,NA,NA,NA,-91.801
1996-01-01,10824.674,7071.369,NA,NA,NA,NA,1567.56,NA,NA,NA,NA,NA,NA,2.39,-146.406,1024.482,717.543,308.532,1170.888,962.814,208.358,2406.228,NA,NA,NA,NA,-76.467
1996-04-01,11005.217,7147.441,NA,NA,NA,NA,1642.882,NA,NA,NA,NA,NA,NA,34.803,-155.958,1041.134,726.377,316.762,1197.092,987.031,210.025,2436.198,NA,NA,NA,NA,-100.148
1996-07-01,11103.935,7190.713,NA,NA,NA,NA,1717.51,NA,NA,NA,NA,NA,NA,76.867,-186.355,1049.548,741.789,308.522,1235.904,1020.491,215.219,2436.182,NA,NA,NA,NA,-130.981
1996-10-01,11219.238,7247.987,NA,NA,NA,NA,1715.245,NA,NA,NA,NA,NA,NA,44.803,-145.303,1114.975,783.093,333.162,1260.278,1045.312,214.415,2452.994,NA,NA,NA,NA,-96.489
1997-01-01,11291.665,7324.388,NA,NA,NA,NA,1749.879,NA,NA,NA,NA,NA,NA,37.241,-177.951,1136.155,807.334,329.203,1314.106,1090.331,223.18,2440.245,NA,NA,NA,NA,-82.138
1997-04-01,11479.33,7357.362,NA,NA,NA,NA,1856.956,NA,NA,NA,NA,NA,NA,144.615,-176.638,1181.574,848.436,332.716,1358.212,1131.79,225.573,2471.867,NA,NA,NA,NA,-174.832
1997-07-01,11622.911,7482.713,NA,NA,NA,NA,1882.955,NA,NA,NA,NA,NA,NA,96.051,-199.322,1208.942,871.824,336.37,1408.264,1172.947,234.468,2483.31,NA,NA,NA,NA,-122.797
1997-10-01,11722.722,7572.147,NA,NA,NA,NA,1911.048,NA,NA,NA,NA,NA,NA,103.78,-231.397,1207.259,871.149,335.338,1438.655,1199.246,238.514,2495.772,NA,NA,NA,NA,-128.629
1998-01-01,11839.876,7648.741,NA,NA,NA,NA,1994.375,NA,NA,NA,NA,NA,NA,156.204,-279.7,1212.914,876.41,335.693,1492.613,1243.436,248.292,2486.841,NA,NA,NA,NA,-166.584
1998-04-01,11949.492,7783.43,NA,NA,NA,NA,1982.058,NA,NA,NA,NA,NA,NA,56.467,-327.298,1199.525,852.58,347.025,1526.822,1272.627,253.272,2530.365,NA,NA,NA,NA,-75.529
1998-07-01,12099.191,7884.929,NA,NA,NA,NA,2033.015,NA,NA,NA,NA,NA,NA,71.24,-353.478,1193.945,853.083,340.732,1547.423,1287.391,259.068,2549.426,NA,NA,NA,NA,-85.942
1998-10-01,12294.737,7998.842,NA,NA,NA,NA,2095.76,NA,NA,NA,NA,NA,NA,83.486,-359.388,1238.119,890.592,347.161,1597.507,1335.188,261.384,2564.473,NA,NA,NA,NA,-88.437
1999-01-01,12410.778,8080.996,NA,NA,NA,NA,2153.308,NA,NA,NA,NA,NA,NA,118.042,-408.119,1234.528,876.175,358.362,1642.647,1377.459,264.287,2582.887,NA,NA,NA,NA,-116.336
1999-04-01,12514.408,8204.75,NA,NA,NA,NA,2154.652,NA,NA,NA,NA,NA,NA,50.042,-440.213,1249.611,888.873,360.683,1689.823,1423.851,265.233,2592.218,NA,NA,NA,NA,-47.041
1999-07-01,12679.977,8296.988,NA,NA,NA,NA,2213.773,NA,NA,NA,NA,NA,NA,62.396,-463.751,1287.16,913.041,374.113,1750.911,1478.343,271.863,2623.423,NA,NA,NA,NA,-52.853
1999-10-01,12888.281,8418.349,NA,NA,NA,NA,2273.095,NA,NA,NA,NA,NA,NA,119.213,-481.06,1314.637,940.451,373.977,1795.697,1517.388,277.579,2664.236,NA,NA,NA,NA,-105.552
2000-01-01,12935.252,8545.639,NA,NA,NA,NA,2257.109,NA,NA,NA,NA,NA,NA,21.381,-529.823,1333.666,958.54,374.813,1863.488,1575.105,287.586,2645.323,NA,NA,NA,NA,-4.378
2000-04-01,13170.749,8625.435,NA,NA,NA,NA,2390.733,NA,NA,NA,NA,NA,NA,123.586,-548.563,1374.292,985.801,388.214,1922.854,1620.817,301.238,2671.398,NA,NA,NA,NA,-91.84
2000-07-01,13183.89,8708.074,NA,NA,NA,NA,2367.274,NA,NA,NA,NA,NA,NA,87.319,-584.71,1407.33,1022.386,384.426,1992.04,1677.678,313.504,2660.139,NA,NA,NA,NA,-54.206
2000-10-01,13262.25,8784.155,NA,NA,NA,NA,2371.809,NA,NA,NA,NA,NA,NA,82.297,-601.605,1393.349,1006.522,386.399,1994.953,1680.652,313.339,2676.446,NA,NA,NA,NA,-50.851
2001-01-01,13219.251,8816.014,NA,NA,NA,NA,2264.202,NA,NA,NA,NA,NA,NA,-45.577,-593.418,1375.8,992.143,383.25,1969.218,1652.793,315.63,2718.291,NA,NA,NA,NA,59.738
2001-04-01,13301.394,8833.726,NA,NA,NA,NA,2267.433,NA,NA,NA,NA,NA,NA,-2.722,-570.756,1335.433,950.874,384.469,1906.189,1586.895,318.836,2765.415,NA,NA,NA,NA,8.298
2001-07-01,13248.142,8864.465,NA,NA,NA,NA,2218.37,NA,NA,NA,NA,NA,NA,-46.692,-595.951,1266.999,897.557,369.475,1862.95,1555.699,306.699,2762.681,NA,NA,NA,NA,45.269
2001-10-01,13284.881,9007.494,NA,NA,NA,NA,2108.5,NA,NA,NA,NA,NA,NA,-117.863,-620.749,1222.907,877.2,345.432,1843.656,1544.288,298.82,2808.498,NA,NA,NA,NA,99
2002-01-01,13394.91,9027.548,2920.485,806.111,2148.196,6117.181,2170.707,2189.057,1492.649,506.929,610.022,417.256,675.867,-7.804,-646.42,1249.62,878.061,371.735,1896.04,1571.536,323.672,2857.336,946.793,593.373,353.158,1923.677,-103.643
2002-04-01,13477.356,9073.212,2928.602,811.17,2149.663,6155.958,2206.375,2186.656,1475.817,479.432,607.061,421.569,692.633,33.121,-672.761,1286.817,907.285,379.645,1959.578,1640.073,318.854,2879.282,965.188,603.317,361.546,1926.294,-92.413
2002-07-01,13531.741,9136.709,2964.792,835.494,2153.264,6181.027,2203.109,2183.461,1471.014,456.938,612.871,424.55,694.662,28.665,-693.624,1290.868,912.88,378.051,1984.492,1671.088,313.01,2894.18,974.685,607.772,366.543,1931.34,-68.216
2002-10-01,13549.421,9187.527,2976.59,827.872,2179.06,6220.558,2201.749,2174.296,1451.217,450.899,601.195,422.613,707.157,43.398,-748.328,1271.796,890.686,381.353,2020.124,1692.631,326.938,2915.62,991.328,620.081,370.946,1935.272,-82.1
2003-01-01,13619.434,9232.782,2992.972,828.636,2196.674,6248.883,2218.685,2194.03,1458.41,448.092,603.382,428.905,720.182,39.873,-743.445,1267.886,901.482,366.464,2011.331,1690.784,320.305,2917.867,1002.482,630.297,371.969,1925.272,-79.589
2003-04-01,13741.107,9338.495,3058.219,866.272,2214.267,6285.588,2233.997,2246.775,1498.747,460.207,627.153,433.102,731.656,-9.223,-770.518,1270.133,902.498,367.711,2040.651,1734.623,306.907,2944.719,1037.114,659.86,377.197,1914.855,-48.507
2003-07-01,13970.157,9470.541,3144.202,904.603,2255.159,6327.217,2315.399,2319.726,1530.53,458.584,647.645,441.82,773.589,2.8,-767.793,1304.816,923.455,381.437,2072.609,1747.001,325.383,2951.221,1036.849,656.636,380.11,1921.94,-32.456
2003-10-01,14131.379,9535.741,3172.457,917.673,2268.099,6363.55,2393.402,2361.865,1549.771,459.536,659.035,447.008,796.615,46.178,-774.94,1363.499,965.16,398.427,2138.44,1803.848,334.524,2969.138,1056.134,675.531,380.61,1919.179,-26.85
2004-01-01,14212.34,9624.649,3208.234,933.697,2285.496,6416.268,2398.151,2355.416,1534.449,450.34,650.598,447.836,805.874,58.73,-804.023,1394.311,982.047,412.328,2198.333,1856.13,342.298,2982.735,1067.608,685.268,382.38,1920.642,-20.737
2004-04-01,14323.017,9677.166,3219.301,936.137,2294.69,6458.41,2493.945,2419.763,1572.821,453.264,678.358,452.124,831.424,97.695,-861.424,1423.51,1000.416,423.157,2284.933,1933.68,351.689,2990.824,1073.896,688.258,385.654,1922.133,-13.334
2004-07-01,14457.832,9790.836,3264.424,960.293,2311.123,6526.381,2532.635,2471.232,1617.769,460.732,701.888,464.343,837.354,83.065,-888.426,1428.179,1012.028,416.241,2316.604,1959.646,357.336,2996.334,1085.728,703.093,382.783,1914.871,0.619
2004-10-01,14605.595,9901.58,3308.118,978.45,2334.675,6592.85,2585.477,2516.261,1650.994,461.059,723.416,472.673,848.905,91.102,-908.482,1462.081,1029.803,432.328,2370.563,2008.925,362.253,2994.627,1083.735,694.378,389.382,1915.284,12.467
2005-01-01,14767.846,9964.496,3333.444,983.116,2356.642,6630.027,2658.163,2560.385,1674.96,467.311,730.025,484.123,868.948,124.885,-901.463,1489.521,1049.197,440.375,2390.985,2031.93,360.04,3009.569,1095.767,706.605,389.238,1917.618,11.707
2005-04-01,14839.707,10074.922,3382.701,1009.284,2375.259,6690.231,2622.793,2603.795,1702.035,465.395,748.219,492.186,884.989,24.685,-900.249,1522.746,1082.151,440.747,2422.995,2060.96,363.119,3007.831,1094.649,708.685,386.064,1917.042,38.85
2005-07-01,14956.291,10158.513,3414.931,1029.022,2384.109,6741.22,2657.458,2649.33,1737.517,463.374,775.408,499.095,894.69,7.921,-914.168,1522.433,1083.447,439.161,2436.601,2069.765,367.759,3017.773,1103.066,712.144,391.005,1918.189,55.03
2005-10-01,15041.232,10177.238,3407.727,998.224,2417.505,6768.126,2743.846,2661.221,1750.939,468.157,786.158,496.97,892.932,97.445,-945.519,1569.613,1115.739,454.033,2515.132,2140.526,375.634,3020.133,1103.477,706.781,396.764,1920.198,38.361
2006-01-01,15244.088,10288.217,3478.259,1037.859,2442.281,6806.375,2784.583,2711.214,1809.67,485.664,821.104,503.141,884.566,102.673,-933.699,1633.194,1165.246,468.196,2566.893,2173.127,394.48,3058.483,1132.166,722.491,409.744,1928.876,33.48
2006-04-01,15281.525,10341.556,3483.329,1038.292,2447.242,6855.372,2766.628,2696.588,1841.323,500.688,830.516,511.824,840.306,92.741,-929.023,1663.431,1185.481,478.177,2592.455,2197.789,395.465,3057.551,1124.439,721.461,403.05,1936.188,33.44
2006-07-01,15304.517,10407.966,3513.964,1053.159,2461.263,6890.651,2755.954,2679.271,1872.888,510.136,837.236,528.013,793.783,97.291,-957.134,1661.223,1189.729,471.819,2618.357,2226.769,392.661,3053.11,1114.272,706.919,407.445,1942.434,34.068
2006-10-01,15433.643,10507.248,3563.194,1068.013,2495.483,6939.998,2702.487,2660.267,1892.735,510.321,841.696,543.091,756.851,55.729,-890.73,1724.263,1225.201,499.255,2614.992,2209.89,405.64,3078.215,1130.437,728.477,402.004,1950.959,32.093
2007-01-01,15478.956,10572.053,3588.229,1082.376,2503.947,6979.664,2683.893,2658.09,1926.821,529.386,853.418,547.698,722.749,27.471,-894.609,1758.449,1237.576,520.89,2653.058,2238.76,414.793,3082.482,1123.665,722.46,401.254,1962.364,41.255
2007-04-01,15577.779,10599.795,3596.629,1093.735,2498.651,6999.04,2713.495,2670.608,1969.581,558.798,865.278,551.393,694.27,56.448,-882.099,1785.064,1254.97,530.088,2667.163,2248.336,419.235,3110.661,1142.083,738.741,403.39,1971.755,28.792
2007-07-01,15671.605,10670.506,3619.256,1107.117,2506.52,7047.151,2686.106,2655.36,2000.48,585.607,869.693,553.291,650.137,43.434,-841.261,1840.838,1289.332,551.426,2682.099,2256.492,425.735,3124.883,1152.066,743.4,408.719,1975.778,22.225
2007-10-01,15767.146,10712.556,3626.397,1115.398,2504.472,7082.257,2653.056,2629.886,2031.332,600.597,874.843,564.986,596.079,34.962,-773.705,1883.062,1317.113,565.828,2656.767,2234.048,422.639,3149.542,1171.329,756.753,414.623,1980.816,15.106
2008-01-01,15702.906,10697.867,3566.817,1079.341,2485.061,7128.833,2583.253,2589.121,2039.393,603.284,870.01,575.533,548.658,1.626,-753.684,1913.046,1342.056,570.851,2666.73,2232.328,433.95,3156.928,1189.101,769.156,419.984,1970.006,4.784
2008-04-01,15792.773,10727.347,3561.465,1071.654,2488.898,7164.03,2536.403,2567.918,2043.528,613.273,859.533,581.146,523.807,-25.438,-672.294,1969.204,1387.993,581.082,2641.498,2213.536,427.373,3184.258,1214.514,783.05,431.541,1971.606,1.508
2008-07-01,15709.562,10644.668,3486.823,1035.507,2452.586,7157.615,2485.549,2503.003,2005.38,609.552,832.513,574.379,497.233,-19.289,-647.799,1960.362,1388.998,571.288,2608.161,2172.198,435.985,3210.02,1230.254,800.864,429.373,1981.536,5.59
2008-10-01,15366.607,10548.872,3380.534,959.288,2429.182,7169.313,2246.441,2337.751,1888.597,595.498,735.653,570.302,448.838,-87.581,-668.863,1844.981,1278.757,566.377,2513.844,2065.93,448.133,3231.944,1246.29,812.88,433.378,1987.306,-18.52
2009-01-01,15187.475,10522.083,3381.387,960.971,2428.281,7141.099,1986.845,2151.889,1746.323,551.279,653.651,554.723,405.314,-179.018,-577.258,1697.637,1145.359,551.622,2274.895,1835.947,436.855,3268.818,1262.788,815.369,447.441,2007.663,-23.478
2009-04-01,15161.772,10470.358,3359.644,953.998,2413.723,7110.627,1872.287,2073.883,1693.199,508.95,627.802,568.628,380.396,-228.315,-473.669,1708.832,1139.092,568.798,2182.501,1742.36,436.633,3316.62,1292.771,836.397,456.421,2025.233,-20.984
2009-07-01,15216.647,10540.769,3418.212,1000.329,2421.398,7122.292,1868.013,2081.553,1683.325,474.321,643.731,574.459,398.07,-245.126,-500.532,1772.004,1195,576.543,2272.535,1829.026,441.316,3325.682,1304.57,842.781,461.836,2022.317,-0.961
2009-10-01,15379.155,10529.156,3399.911,976.736,2429.139,7128.993,2040.736,2091.992,1694.541,434.143,673.521,591.921,397.247,-56.829,-513.589,1871.485,1277.776,593.657,2385.074,1933.195,450.549,3331.645,1324.045,852.31,471.775,2008.428,-15.919
2010-01-01,15456.059,10590.177,3425.486,988.68,2442.066,7164.613,2087.171,2090.981,1706.372,405.11,721.129,581.932,384.436,-5.012,-531.806,1916.239,1314.937,601.312,2448.044,1992.504,454.649,3317.347,1338.848,857.06,481.799,1978.888,-13.737
2010-04-01,15605.628,10685.145,3472.184,1019.841,2455.463,7213.069,2196.706,2167.057,1762.334,416.758,768.114,579.033,404.411,33.251,-601.323,1958.367,1352.858,605.611,2559.69,2102.196,457.298,3327.564,1356.355,863.145,493.173,1971.333,-10.938
2010-07-01,15726.282,10761.376,3498.301,1035.873,2464.634,7263.201,2294.672,2178.727,1810.054,410.711,809.482,590.262,368.573,128.825,-634.916,2014.232,1384.783,629.387,2649.148,2181.488,467.736,3304.078,1350.217,861.444,488.746,1953.916,-14.333
2010-10-01,15807.995,10827.332,3546.923,1064.872,2482.989,7280.747,2287.362,2220.005,1845.235,418.555,825.9,601.312,374.671,72.068,-589.536,2069.349,1425.17,644.116,2658.885,2192.819,466.204,3283.046,1348.048,863.64,484.421,1934.944,-6.387
2011-01-01,15769.911,10868.689,3564.614,1074.19,2491.252,7304.24,2244.241,2216.194,1842.734,387.827,846.344,607.427,373.402,32.763,-584.812,2087.06,1440.424,646.561,2671.872,2213.89,458.149,3242.78,1328.999,847.813,481.175,1913.787,-5.255
2011-04-01,15876.839,10879.873,3551.471,1066.599,2485.975,7328.574,2336.057,2268.001,1890.366,414.764,858.048,617.376,377.635,71.305,-559.544,2122.321,1462.12,660.199,2681.865,2213.143,468.777,3220.816,1323.88,851.375,472.528,1896.892,-4.631
2011-07-01,15870.684,10912.991,3552.737,1076.065,2477.499,7360.47,2343.786,2363.27,1978.897,439.404,909.66,629.89,384.44,-17.679,-560.145,2151.474,1475.827,675.826,2711.619,2235.573,476.041,3174.801,1295.103,839.747,455.402,1879.785,-4.037
2011-10-01,16048.702,10931.828,3578.424,1101.847,2476.913,7353.402,2524.429,2423.744,2029.413,454.526,930.651,644.318,394.412,100.439,-579.569,2167.652,1507.655,659.873,2747.221,2273.648,473.445,3172.535,1299.936,832.499,467.462,1872.616,-0.819
2012-01-01,16179.968,11010.694,3623.765,1128.781,2495.025,7386.785,2577.157,2499.411,2081.252,476.037,959.632,645.656,418.273,72.827,-566.662,2194.087,1514.994,679.111,2760.748,2285.838,474.834,3158.939,1299.897,827.115,472.795,1859.01,4.599
2012-04-01,16253.726,11030.026,3623.125,1130.908,2492.178,7406.849,2636.495,2549.827,2128.023,487.367,986.713,653.914,421.858,87.072,-555.258,2215.753,1533.563,682.219,2771.011,2293.578,477.42,3142.418,1289.538,816.995,472.544,1852.877,-0.334
2012-07-01,16282.151,11052.368,3639.082,1145.595,2493.407,7413.316,2648.459,2553.565,2120.881,481.814,983.829,655.175,432.693,97.964,-556.53,2229.353,1542.771,686.607,2785.883,2307.94,477.978,3137.664,1292.214,819.072,473.134,1845.467,-2.775
2012-10-01,16300.035,11096.365,3664.985,1171.6,2493.463,7431.546,2624.905,2599.366,2143.952,472.523,1003.429,668.019,455.236,26.984,-528.02,2231.607,1527.058,704.477,2759.627,2285.705,473.976,3106.86,1266.391,793.519,472.868,1840.486,-1.491
2013-01-01,16441.485,11155.481,3727.981,1201.639,2526.632,7428.167,2722.778,2643.906,2171.644,462.119,1021.143,688.584,471.762,81.247,-514.957,2242.308,1537.288,704.895,2757.265,2296.871,460.63,3078.855,1237.415,774.139,463.254,1841.265,-3.148
2013-04-01,16464.402,11172.647,3730.66,1207.066,2523.968,7442.621,2753.237,2665.297,2177.5,475.77,1018.951,682.938,486.803,85.78,-534.776,2262.524,1561.204,701.31,2797.3,2334.645,462.998,3073.677,1227.359,769.204,458.128,1846.016,2.288
2013-07-01,16594.743,11214.417,3757.419,1217.282,2540.505,7457.984,2859.751,2711.275,2214.68,499.77,1019.028,695.808,495.514,147.581,-535.42,2281.979,1569.62,712.17,2817.399,2354.633,463.219,3057.212,1209.618,753.437,456.117,1847.028,0.752
2013-10-01,16712.76,11304.3,3792.837,1230.345,2562.823,7512.548,2870.127,2747.981,2260.032,504.174,1057.852,698.12,487.729,120.012,-492.092,2347.579,1630.142,717.737,2839.671,2371.059,468.934,3033.118,1188.872,741.594,447.23,1843.422,-0.974
2014-01-01,16654.247,11347.636,3818.065,1249.892,2568.79,7531.075,2838.287,2775.568,2291.702,521.892,1066.916,702.453,484.319,58.307,-551.529,2324.808,1601.603,722.989,2876.337,2400.326,476.226,3020.58,1187.664,732.38,455.136,1832.169,2.879
2014-04-01,16868.109,11453.014,3886.684,1294.762,2593.551,7569.392,2958.068,2852.765,2353.27,540.341,1093.56,718.541,499.828,98.601,-566.717,2375.121,1643.651,731.598,2941.839,2467.567,475.229,3024.424,1180.674,727.762,452.768,1842.745,3.805
2014-07-01,17064.616,11565.682,3931.456,1318.329,2615.209,7637.684,3018.582,2907.333,2400.807,542.157,1127.009,731.432,507.133,106.295,-562.572,2384.779,1659.909,725.598,2947.352,2473.654,474.835,3044.694,1193.942,737.026,456.79,1849.89,-1.357
2014-10-01,17141.235,11694.917,3984.35,1343.284,2643.565,7714.718,3021.857,2941.188,2415.479,550.962,1116.889,746.598,525.151,81.994,-620.252,2404.43,1673.674,731.588,3024.682,2536.546,489.274,3043.215,1176.47,716.587,459.588,1865.4,-2.944
2015-01-01,17280.647,11772.949,4031.984,1367.479,2667.414,7746.901,3127.274,2949.487,2412.58,545.061,1126.035,741.072,535.483,177.302,-683.646,2384.843,1641.297,742.711,3068.49,2591.154,480.656,3058.973,1181.323,714.714,466.238,1876.273,4.479
2015-04-01,17380.875,11852.652,4074.697,1396.413,2681.762,7785.418,3136.688,2974.885,2423.585,549.092,1130.337,743.586,548.898,156.466,-699.938,2391.145,1652.527,738.648,3091.083,2609.333,485.1,3085.089,1183.479,715.318,467.776,1900.039,9.031
2015-07-01,17437.08,11943.043,4120.416,1415.338,2708.745,7831.584,3130.354,2999.776,2432.381,531.811,1148.272,753.601,563.696,125.164,-746.557,2371.205,1635.505,735.372,3117.762,2628.328,492.348,3099.082,1182.255,708.422,473.318,1915.081,11.847
2015-10-01,17462.579,12003.146,4136.454,1423.285,2716.946,7875.144,3092.707,2991.781,2412.848,510.552,1133.599,771.289,573.631,91.407,-756.689,2367.667,1626.275,740.111,3124.356,2620.71,504.418,3110.257,1191.063,713.955,476.584,1917.548,17.381
2016-01-01,17565.465,12091.178,4177.89,1441.764,2740.073,7923.137,3079.449,3009.226,2410.445,491.888,1127.61,795.078,591.236,59.059,-759.273,2360.705,1634.283,727.127,3119.978,2619.548,501.563,3142.841,1194.038,713.281,480.183,1946.939,14.917
2016-04-01,17618.581,12152.627,4214.349,1456.125,2762.252,7950.107,3063.333,3025.47,2426.139,501.497,1113.446,814.283,591.983,23.001,-744.633,2378.612,1634.103,742.992,3123.245,2621.512,502.658,3137.91,1184.311,702.491,481.127,1951.582,17.761
2016-07-01,17724.489,12223.822,4255.88,1492.535,2768.454,7982.071,3069.298,3052.767,2457.772,521.415,1108.286,829.385,588.936,-6.164,-730.425,2415.552,1663.607,751.085,3145.977,2634.924,510.908,3153.894,1191.495,710.77,480.126,1960.389,19.427
2016-10-01,17812.56,12283.076,4278.731,1513.381,2771.252,8018.786,3147.576,3076.526,2473.634,529.005,1108.997,836.269,596.292,66.925,-793.973,2398.552,1665.031,734.947,3192.525,2689.325,505.807,3160.471,1192.26,709.966,481.658,1966.156,9.027
2017-01-01,17896.623,12372.247,4315.467,1523.767,2797.443,8072.06,3137.735,3124.745,2505.145,538.323,1115.659,851.155,611.805,-13.046,-783.178,2455.577,1698.813,757.243,3238.754,2719.973,519.978,3153.834,1183.804,703.269,479.852,1967.846,32.383
2017-04-01,17996.802,12430.081,4361.082,1540.15,2826.763,8088.101,3192.776,3154.179,2531.043,538.59,1138.555,854.721,615.684,18.488,-807.994,2465.39,1698.405,766.227,3273.385,2743.682,529.951,3163.234,1193.729,717.919,475.392,1967.454,23.988
2017-07-01,18126.226,12500.402,4408.289,1576.232,2839.588,8114.845,3240.998,3158.11,2538.73,523.752,1147.368,870.429,612.701,83.353,-790.314,2481.889,1706.972,773.677,3272.203,2736.466,534.795,3160.72,1193.417,715.998,476.941,1965.26,-9.628
2017-10-01,18296.685,12631.98,4496.055,1633.326,2872.913,8165.553,3278.391,3220.281,2590.527,529.266,1180.446,884.604,623.217,45.607,-816.325,2540.146,1765.38,776.641,3356.471,2837.66,523.576,3182.962,1207.668,725.456,481.761,1973.394,0.357
2018-01-01,18436.262,12707.641,4511.851,1647.809,2875.279,8223.848,3346.322,3273.211,2653.966,554.155,1196.59,905.197,616.503,63.45,-826.435,2551.569,1772.434,780.855,3378.004,2867.937,516.997,3189.744,1213.041,723.221,489.172,1974.877,-2.194
2018-04-01,18590.004,12816.396,4558.829,1676.261,2895.267,8287.329,3352.499,3321.246,2697.972,563.727,1205.43,930.338,621.46,11.127,-807.159,2582.895,1820.32,768.698,3390.053,2869.915,525.576,3212.179,1228.107,737.087,490.538,1982.455,-4.541
2018-07-01,18679.599,12900.579,4591.404,1692.048,2912.602,8339.676,3430.915,3327.909,2716.731,557.731,1221.327,940.822,612.172,101.043,-896.903,2542.472,1779.279,767.193,3439.376,2920.634,525.936,3220.013,1238.518,743.428,494.607,1980.156,-15.916
2018-10-01,18721.281,12955.501,4615.246,1696.682,2931.328,8371.763,3449.645,3342.617,2749.041,538.907,1251.689,965.772,598.982,87.253,-926.485,2545.573,1786.642,763.901,3472.058,2938.38,539.138,3213.368,1244.214,755.758,488.321,1968.142,-6.341
2019-01-01,18833.195,12975.144,4630.578,1693.555,2948.687,8377.793,3503.439,3372.817,2780.686,544.709,1265.181,978.54,599.099,131.663,-906.694,2565.316,1804.57,766.6,3472.01,2938.599,539.066,3235.153,1248.659,765.41,483.471,1985.357,-33.774
2019-04-01,18982.528,13088.759,4709.135,1737.471,2985.37,8420.19,3525.994,3423.221,2826.001,563.159,1273.08,995.737,605.152,84.312,-935.299,2551.325,1781.115,773.461,3486.624,2938.647,551.154,3274.933,1275.493,773.357,501.94,1998.657,-20.673
2019-07-01,19112.653,13192.261,4765.45,1773.106,3008.163,8470.972,3535.93,3449.276,2846.537,581.973,1256.409,1010.457,610.564,68.275,-931.485,2545.891,1786.016,764.712,3477.376,2927.346,552.33,3291.711,1286.767,781.932,504.701,2004.323,-29.274
2019-10-01,19202.31,13248.981,4786.89,1794.66,3010.062,8505.897,3477.123,3439.895,2834.656,570.015,1240.577,1027.051,612.162,16.321,-847.577,2553.312,1782.459,773.699,3400.888,2853.934,546.969,3316.263,1298.023,793.381,504.681,2017.645,-45.396
2020-01-01,18951.992,13014.489,4790.18,1738.331,3061.807,8284.445,3430.09,3419.57,2775.511,568.785,1168.326,1036.59,641.195,-30.361,-841.877,2442.052,1760.88,695.291,3283.928,2798.994,494.092,3346.322,1305.846,791.899,513.746,2039.666,-25.523
2020-04-01,17258.205,11756.399,4665.806,1731.768,2949.126,7217.335,2901.934,3122.961,2535.674,485.781,1043.984,1008.02,584.924,-252.763,-774.783,1942.959,1354.502,588.792,2717.742,2363.25,372.676,3378.132,1368.395,798.175,568.626,2011,-95.14
2020-07-01,18560.774,12820.786,5158.947,2030.598,3159.889,7815.176,3370.975,3318.548,2646.912,466.011,1166.634,1027.728,657.767,25.303,-1021.264,2166.25,1608.739,581.369,3187.514,2823.317,397.719,3360.238,1349.578,801.628,547.03,2011.44,-117.5
2020-10-01,18767.778,12927.913,5155.007,2036.414,3151.05,7916.986,3561.893,3456.638,2726.156,456.128,1237.085,1053.037,708.222,88.799,-1132.818,2279.025,1703.102,603.411,3411.843,3015.419,430.666,3356.03,1338.828,811.998,526.665,2017.617,-96.651
2021-01-01,19055.655,13282.685,5476.646,2253.523,3269.314,7993.438,3541.305,3564.081,2810.366,462.141,1278.506,1091.935,730.62,-88.279,-1226.098,2262.347,1696.899,594.093,3488.445,3092.664,433.009,3390.921,1375.235,799.91,573.68,2017.055,-91.506
2021-04-01,19368.31,13665.61,5646.746,2316.247,3377.231,8214.255,3506.014,3592.961,2873.066,458.613,1315.668,1124.599,708.227,-168.512,-1244.534,2304.164,1723.456,609.003,3548.699,3125.501,456.562,3373.765,1356.705,797.774,557.666,2017.862,-101.718
2021-07-01,19478.893,13732.408,5518.297,2158.549,3394.04,8378.528,3609.693,3585.036,2884.849,453.817,1307.914,1149.306,694.175,-66.771,-1316.552,2273.04,1701.307,599.834,3589.592,3122.837,492.172,3381.574,1339.136,794.289,543.882,2042.124,-57.091
2021-10-01,19805.962,13842.662,5525.052,2167.074,3392.93,8475.993,3868.934,3596.479,2899.338,440.303,1310.408,1178.512,692.8,173.546,-1337.978,2400.908,1796.686,633.853,3738.886,3256.777,509.451,3356.829,1325.56,782.795,541.664,2030.731,-45.107
