"infgeneral.date.sq.","infgeneral.values.sq.","infsub_total.values.sq.","infmerc.values.sq.","infserv.values.sq.","infnosub.values.sq.","infagro.values.sq.","infenerg.values.sq."
1982-10-01,71.01,NA,NA,NA,NA,NA,NA
1982-09-01,62.58,NA,NA,NA,NA,NA,NA
1982-08-01,54.34,NA,NA,NA,NA,NA,NA
1982-07-01,38.77,NA,NA,NA,NA,NA,NA
1982-06-01,31.97,NA,NA,NA,NA,NA,NA
1982-05-01,25.91,NA,NA,NA,NA,NA,NA
1982-04-01,19.21,NA,NA,NA,NA,NA,NA
1982-03-01,13.08,NA,NA,NA,NA,NA,NA
1982-02-01,9.09,NA,NA,NA,NA,NA,NA
1982-01-01,4.97,NA,NA,NA,NA,NA,NA
1981-12-01,28.68,NA,NA,NA,NA,NA,NA
1981-11-01,25.31,NA,NA,NA,NA,NA,NA
1981-10-01,22.95,NA,NA,NA,NA,NA,NA
1981-09-01,20.28,NA,NA,NA,NA,NA,NA
1981-08-01,18.08,NA,NA,NA,NA,NA,NA
1981-07-01,15.7,NA,NA,NA,NA,NA,NA
1981-06-01,13.69,NA,NA,NA,NA,NA,NA
1981-05-01,12.13,NA,NA,NA,NA,NA,NA
1981-04-01,10.46,NA,NA,NA,NA,NA,NA
1981-03-01,8.02,NA,NA,NA,NA,NA,NA
1981-02-01,5.76,NA,NA,NA,NA,NA,NA
1981-01-01,3.22,NA,NA,NA,NA,NA,NA
1980-12-01,29.85,NA,NA,NA,NA,NA,NA
1980-11-01,26.53,NA,NA,NA,NA,NA,NA
1980-10-01,24.37,NA,NA,NA,NA,NA,NA
1980-09-01,22.51,NA,NA,NA,NA,NA,NA
1980-08-01,21.17,NA,NA,NA,NA,NA,NA
1980-07-01,18.71,NA,NA,NA,NA,NA,NA
1980-06-01,15.48,NA,NA,NA,NA,NA,NA
1980-05-01,13.24,NA,NA,NA,NA,NA,NA
1980-04-01,11.42,NA,NA,NA,NA,NA,NA
1980-03-01,9.51,NA,NA,NA,NA,NA,NA
1980-02-01,7.3,NA,NA,NA,NA,NA,NA
1980-01-01,4.88,NA,NA,NA,NA,NA,NA
1979-12-01,20.02,NA,NA,NA,NA,NA,NA
1979-11-01,17.93,NA,NA,NA,NA,NA,NA
1979-10-01,16.44,NA,NA,NA,NA,NA,NA
1979-09-01,14.44,NA,NA,NA,NA,NA,NA
1979-08-01,13.05,NA,NA,NA,NA,NA,NA
1979-07-01,11.36,NA,NA,NA,NA,NA,NA
1979-06-01,10.03,NA,NA,NA,NA,NA,NA
1979-05-01,8.82,NA,NA,NA,NA,NA,NA
1979-04-01,7.42,NA,NA,NA,NA,NA,NA
1979-03-01,6.46,NA,NA,NA,NA,NA,NA
1979-02-01,5.04,NA,NA,NA,NA,NA,NA
1979-01-01,3.55,NA,NA,NA,NA,NA,NA
1978-12-01,16.17,NA,NA,NA,NA,NA,NA
1978-11-01,15.19,NA,NA,NA,NA,NA,NA
1978-10-01,14.02,NA,NA,NA,NA,NA,NA
1978-09-01,12.65,NA,NA,NA,NA,NA,NA
1978-08-01,11.38,NA,NA,NA,NA,NA,NA
1978-07-01,10.28,NA,NA,NA,NA,NA,NA
1978-06-01,8.44,NA,NA,NA,NA,NA,NA
1978-05-01,6.97,NA,NA,NA,NA,NA,NA
1978-04-01,5.94,NA,NA,NA,NA,NA,NA
1978-03-01,4.77,NA,NA,NA,NA,NA,NA
1978-02-01,3.69,NA,NA,NA,NA,NA,NA
1978-01-01,2.22,NA,NA,NA,NA,NA,NA
1977-12-01,20.66,NA,NA,NA,NA,NA,NA
1977-11-01,19.01,NA,NA,NA,NA,NA,NA
1977-10-01,17.73,NA,NA,NA,NA,NA,NA
1977-09-01,16.83,NA,NA,NA,NA,NA,NA
1977-08-01,14.8,NA,NA,NA,NA,NA,NA
1977-07-01,12.49,NA,NA,NA,NA,NA,NA
1977-06-01,11.23,NA,NA,NA,NA,NA,NA
1977-05-01,9.88,NA,NA,NA,NA,NA,NA
1977-04-01,8.93,NA,NA,NA,NA,NA,NA
1977-03-01,7.3,NA,NA,NA,NA,NA,NA
1977-02-01,5.46,NA,NA,NA,NA,NA,NA
1977-01-01,3.19,NA,NA,NA,NA,NA,NA
1976-12-01,27.2,NA,NA,NA,NA,NA,NA
1976-11-01,24.09,NA,NA,NA,NA,NA,NA
1976-10-01,18.73,NA,NA,NA,NA,NA,NA
1976-09-01,12.4,NA,NA,NA,NA,NA,NA
1976-08-01,8.69,NA,NA,NA,NA,NA,NA
1976-07-01,7.66,NA,NA,NA,NA,NA,NA
1976-06-01,6.76,NA,NA,NA,NA,NA,NA
1976-05-01,6.33,NA,NA,NA,NA,NA,NA
1976-04-01,5.59,NA,NA,NA,NA,NA,NA
1976-03-01,4.86,NA,NA,NA,NA,NA,NA
1976-02-01,3.84,NA,NA,NA,NA,NA,NA
1976-01-01,1.93,NA,NA,NA,NA,NA,NA
1975-12-01,11.31,NA,NA,NA,NA,NA,NA
1975-11-01,10.4,NA,NA,NA,NA,NA,NA
1975-10-01,9.64,NA,NA,NA,NA,NA,NA
1975-09-01,9.08,NA,NA,NA,NA,NA,NA
1975-08-01,8.29,NA,NA,NA,NA,NA,NA
1975-07-01,7.36,NA,NA,NA,NA,NA,NA
1975-06-01,6.51,NA,NA,NA,NA,NA,NA
1975-05-01,4.73,NA,NA,NA,NA,NA,NA
1975-04-01,3.34,NA,NA,NA,NA,NA,NA
1975-03-01,2.48,NA,NA,NA,NA,NA,NA
1975-02-01,1.84,NA,NA,NA,NA,NA,NA
1975-01-01,1.28,NA,NA,NA,NA,NA,NA
1974-12-01,20.6,NA,NA,NA,NA,NA,NA
1974-11-01,19.66,NA,NA,NA,NA,NA,NA
1974-10-01,16.43,NA,NA,NA,NA,NA,NA
1974-09-01,14.16,NA,NA,NA,NA,NA,NA
1974-08-01,12.88,NA,NA,NA,NA,NA,NA
1974-07-01,11.71,NA,NA,NA,NA,NA,NA
1974-06-01,10.11,NA,NA,NA,NA,NA,NA
1974-05-01,9.04,NA,NA,NA,NA,NA,NA
1974-04-01,8.19,NA,NA,NA,NA,NA,NA
1974-03-01,6.74,NA,NA,NA,NA,NA,NA
1974-02-01,5.92,NA,NA,NA,NA,NA,NA
1974-01-01,3.58,NA,NA,NA,NA,NA,NA
1973-12-01,21.37,NA,NA,NA,NA,NA,NA
1973-11-01,16.83,NA,NA,NA,NA,NA,NA
1973-10-01,15.41,NA,NA,NA,NA,NA,NA
1973-09-01,13.95,NA,NA,NA,NA,NA,NA
1973-08-01,11.3,NA,NA,NA,NA,NA,NA
1973-07-01,9.55,NA,NA,NA,NA,NA,NA
1973-06-01,6.81,NA,NA,NA,NA,NA,NA
1973-05-01,5.94,NA,NA,NA,NA,NA,NA
1973-04-01,4.82,NA,NA,NA,NA,NA,NA
1973-03-01,3.19,NA,NA,NA,NA,NA,NA
1973-02-01,2.29,NA,NA,NA,NA,NA,NA
1973-01-01,1.45,NA,NA,NA,NA,NA,NA
1972-12-01,5.56,NA,NA,NA,NA,NA,NA
1972-11-01,5.2,NA,NA,NA,NA,NA,NA
1972-10-01,4.52,NA,NA,NA,NA,NA,NA
1972-09-01,4.44,NA,NA,NA,NA,NA,NA
1972-08-01,3.97,NA,NA,NA,NA,NA,NA
1972-07-01,3.29,NA,NA,NA,NA,NA,NA
1972-06-01,2.9,NA,NA,NA,NA,NA,NA
1972-05-01,2.15,NA,NA,NA,NA,NA,NA
1972-04-01,1.94,NA,NA,NA,NA,NA,NA
1972-03-01,1.31,NA,NA,NA,NA,NA,NA
1972-02-01,0.76,NA,NA,NA,NA,NA,NA
1972-01-01,0.44,NA,NA,NA,NA,NA,NA
1971-12-01,4.96,NA,NA,NA,NA,NA,NA
1971-11-01,4.46,NA,NA,NA,NA,NA,NA
1971-10-01,4.29,NA,NA,NA,NA,NA,NA
1971-09-01,4.19,NA,NA,NA,NA,NA,NA
1971-08-01,3.85,NA,NA,NA,NA,NA,NA
1971-07-01,2.91,NA,NA,NA,NA,NA,NA
1971-06-01,2.99,NA,NA,NA,NA,NA,NA
1971-05-01,2.53,NA,NA,NA,NA,NA,NA
1971-04-01,2.31,NA,NA,NA,NA,NA,NA
1971-03-01,1.79,NA,NA,NA,NA,NA,NA
1971-02-01,1.4,NA,NA,NA,NA,NA,NA
1971-01-01,0.99,NA,NA,NA,NA,NA,NA
1970-12-01,4.69,NA,NA,NA,NA,NA,NA
1970-11-01,3.82,NA,NA,NA,NA,NA,NA
1970-10-01,3.26,NA,NA,NA,NA,NA,NA
1970-09-01,3.22,NA,NA,NA,NA,NA,NA
1970-08-01,2.98,NA,NA,NA,NA,NA,NA
1970-07-01,2.5,NA,NA,NA,NA,NA,NA
1970-06-01,2,NA,NA,NA,NA,NA,NA
1970-05-01,1.39,NA,NA,NA,NA,NA,NA
1970-04-01,1.17,NA,NA,NA,NA,NA,NA
1970-03-01,1.04,NA,NA,NA,NA,NA,NA
1970-02-01,0.75,NA,NA,NA,NA,NA,NA
1970-01-01,0.76,NA,NA,NA,NA,NA,NA
